,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000625.SZ,X000858.SZ,X600276.SH,X600372.SH,X000063.SZ,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X600089.SH,X002236.SZ,X002475.SZ,X000100.SZ,X000581.SZ,X000050.SZ,X600118.SH,X000559.SZ,X601877.SH,X000550.SZ,X002129.SZ,X000568.SZ,X600066.SH,X002294.SZ,X002456.SZ,X600271.SH,X002292.SZ,X600435.SH,X300003.SZ,X300124.SZ,X000400.SZ,X000800.SZ,X000869.SZ,X002038.SZ,X600839.SH,X002049.SZ,X600566.SH,X000977.SZ,X000623.SZ,X002008.SZ,X002007.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.178653634873973,0,0.131248744199811,0,0,0.00181043382432994,0,0,0,0,0,0,0,0.288710368164551,0,0,0,0,0,0,0,0.0302937690692132,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.00765701681674288,0,0,0,0,0,0,0
X600519.SH,0.12278667923562,0,0,0,0.115630681326391,0.197926239012319,0,0.183515273165996,0,0,0,0,0,0,0,0,0,0,0,-0.0624524357414636,0,0,0,0.00732379341735738,0,0,0,0,-0.0302398670920962,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0259116467619316,0,0,0,0,0,0,0,0,-0.00926078541311312,0.00612456797601918,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909342989341332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169976473340883,0,0.0939516680410527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036869650734586,-0.0262367858263284,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.141563280002763,0,0,0,0,0,0.202348684617294,0,0,0,0,0,0.0619746689163134,0,-0.0100717121631509,0,0.0201574863953061,0,0,0,-0.0574207173385975,0,0,0,0.0527092892417924,0,0,0,0,0,0,0,0,0,0,0.0836285550204979,0,0,0,0,0,0,0,0,0,0,-0.00174504330101742,0.0115077266961763,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0265308980977945,0,0,0,0,0,0,0,0,0.0258330400830909,0.422595541240955,0,0,0,0.0633258340359609,0,0.0645996169248566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271099918911114,0,0.00548204629108957,0,0,0,0,0,-0.0376266829435274,0.055665112016934,0,0,0,0,0,0
X002304.SZ,0.0049084176249446,0.0396852532486759,0,0,0,0,0,0.52490337013893,0,0,0,0,0,0,0,0,0,0.133864798055922,0,0.0452889054625573,0,0.0118605865531613,0,-0.111127290824423,0,0,0,0,0,0,0,0,0,0,0.120818552517994,0,-0.00886447390796544,0,0,0,0.0343259647754227,0,0,0,-0.050480188985506,1.0842021724855e-19,0,0,0,0,0,-0.0119031283964104,0.0189559530234808,0,0,0,0,0,0
X000625.SZ,0.129252178179949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228311309523417,0,0,0,0,0,0,0.0951145467484176,0.00608951613908811,0,0,0.0117135087846988,0,0,0,0.060567516700226,0,0,0,0,0,0.0737372629441675,0.0366177204751591,0,0,0,0,0,0.0107251243782048,0,0.044010261069532,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0269020090159543,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0813913650352368,0,0,-8.67361737988404e-19,0,0,-0.012857451758673,0,0,0,0,0,0.188153587900526,0,0,0,0,0,-0.00122308165520992,0,0,0,0,0.274526188997017,0,0,0.0819934987185468,0,0,0,0,0,0,0,0.0325674131994608,-0.0537990100958697,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00983749808579147,0,0,0.012148632201167,0.0211852209063284,0,0,0,0,0.104727377402399,0.0491307831233697,0,0,0,0,0,0.0268747250174318,0,0,0,0,0,0,0,0,0,-0.0992254019559052,0,0,0,0,0,0.0890637126584808,0,0,0.0189135761100164,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255401732558801,0,-0.00332312206375411,0,0,0,0,0.124899203358677,-6.93889390390723e-18,0,0,0.116673084190574,0,0,0,0,0.215700933180614,0,0,0,0.0528201681796751,0,0,0,0,0,0,0,0.0763484425867708,0,0,0,0,0,0,0.0408425569465435,0,0,0,0,0,0
