,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000661.SZ,X000063.SZ,X600031.SH,X000725.SZ,X000568.SZ,X003816.SZ,X600690.SH,X600809.SH,X000338.SZ,X002241.SZ,X300142.SZ,X600703.SH,X002007.SZ,X000596.SZ,X002371.SZ,X300014.SZ,X002049.SZ,X000100.SZ,X300124.SZ,X300003.SZ,X600741.SH,X600584.SH,X002129.SZ,X002414.SZ,X601877.SH,X002236.SZ,X000157.SZ,X000800.SZ,X600183.SH,X000066.SZ,X300136.SZ,X000977.SZ,X002179.SZ,X002456.SZ,X000625.SZ,X600118.SH,X002185.SZ,X002008.SZ,X002180.SZ,X002463.SZ,X601799.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.275589193562024,0,0,0,0,0,0,0,0,0,0,0.0496766278054593,0,0,0,0,0.0312319491969195,0.00122986281385006,0,0,0.0343480719143769,0,0,0.0613304381421803,0,0,0,0,0.010761510386601,0.000111187673690461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00352952912857849,-0.0055853878107696,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.135279274207052,0,0,0,0,0.138804572573149,0,0,0.178967714961497,0,0.0772426046505385,0.0164162912796893,0,0,0.0772073900638996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00531361789206227,0,0,0,0,0,0
X600276.SH,0,0.0167579822194784,0,0,0,0,0,0.0836951731709739,0.203733624397005,0,0,0,0,0,0,0,0,0.0244470716203844,0,0,0,0,0,0,0.053434022160378,0,0,0,0,0.0287158207484305,0.0276492893602539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187809774221302,-0.00758704585006243,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314475445235779,0,0,0.0740644387727483,0.0316330695224065,0.00744806026838129,0,0.0144852535840643,0,0,0,0,0.061554334974856,0.0349359704543301,0,0,0,0,0,0,0,0.0551292382784027,0,0,0.0790236764285485,0,0,0.0359171767825428,0,0,0,0,0,0,-0.000834382344363925,-0.0240690679131631,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.037604948457886,0,0,0,0,0,0,0,0.0340611453305303,0,0,0,0,0,0,0.099650154580007,0,0,0,0,0,0,0,0,0.23848536794808,0,0,0,0.0553672001648029,0,0,0,0,0,0,0,0.0501853045166571,0,0,0,0,0,-0.0056941765431766,-0.0121038891383628,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210863935764189,0,0,0.079533126128121,0.0164326058313725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847255768341829,0,0,0,0.00229122746234341,0,0,0,0,0,0.0103010469182381,-0.016116565141716,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029711597082688,0,0.0699612845160235,0,0,0,0,0,0,-0.0924717882382838,0,0,0,0,0,0,0,0,0.136358216527559,0.0312378744406981,0,0.098451444302369,0.00956086161113041,0.0910885765808154,0,0,0,0.05827899816695,0.126702904510403,0,0,0,0,0,0,0,-0.00734278383053172,-0.0180948010391554,0,0,0,0,0,0,0
X002304.SZ,0,0.168046656631716,0,0,0,0,0,0,0,0,0,0,0.48168878202272,0,0,0,0,0,0,0,0,0.11441480897954,0.0220626127886751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124635021962499,0,0,0,0,0,0,0
X000661.SZ,0,0,0.164539837723663,0.224680938248897,0,0,0,0,0,0,0,-0.0563097582138041,0,0,0.104369863170971,0.031995576704081,-0.0803111782673547,0,0,0,0.100376097251428,0.0253821641647966,0,0,0,0,0.0169892933966363,0.0833380680201779,0,0,0,0,0,0,0,0,0,0.0439231854573737,0,0,0,0,0,0,0,0,-0.0693991887912079,0,0,0,0,0.00925465258554866,-0.0246374798946231,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.198606825263701,0,0,0.113830831455846,0,0,0,0,0.0392779864139778,0,0,0,0,0.067693747659446,0,0,0,0,0,0,0,0,0.0548080610034948,0,0,0,0.0752356788422542,0,0,0,0,0,0,0,0,0.0805559963844137,0,0,0,0,0.00075820068893518,0,0,0,0,0,0,0
