,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X000651.SZ,X600031.SH,X300014.SZ,X000725.SZ,X002371.SZ,X300124.SZ,X000063.SZ,X600703.SH,X002129.SZ,X003816.SZ,X000338.SZ,X000625.SZ,X002241.SZ,X002049.SZ,X000596.SZ,X000661.SZ,X601877.SH,X300142.SZ,X002179.SZ,X000100.SZ,X600460.SH,X600089.SH,X600741.SH,X000799.SZ,X002236.SZ,X600779.SH,X600702.SH,X000157.SZ,X601799.SH,X002074.SZ,X600884.SH,X600584.SH,X002414.SZ,X000733.SZ,X002007.SZ,X000800.SZ,X600183.SH,X300003.SZ,X000977.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.46147093902428,0,0,0.00772733271501277,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0348901419088393,0,0,0,0,0,0,0,0,0,0,0.0320450592638468,0,0,0,0,0.00549394424187094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289123802905896,0,0
X000858.SZ,0.0723941814458608,0,0,0.061692539086518,0.202453703350233,0.123841553758358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138104718972662,0,0,0,0,0,0,0,0,0,0.220218054796084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.197285387923309,0,0,0,0,0,0,0.163100853917914,0,0,0,0,0,0,0,0,0.083907406397683,0,0,0,0,0,0,0,0,-0.0202771253762781,0.0192106454328538,0,0,0,0,0,0,0,0,0,0,0.068452545743224,0,0.0879767896000106,0,0,0,0.0162492926368667,0,-0.114054947191982,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.212074004293844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457491203312903,0,0.0565545417727049,0.134744553939414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377518644817828,0,0
X000568.SZ,0,0.38397717735029,0,0.0496664162288358,0,0,0,0,0,0,0,0,0,0,-0.0392909297433003,0.0118156188048144,0,0,0,0,0,0,0,0,0.0857596789566232,0,-0.0018708847202956,0,0,0,0,0,0,0.152698079677146,0,0.0611533164816627,0.0128424613329467,0,0,0,-0.0855063797155455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.314897325942257,0,0,0,0,0,0,0.0819357958631903,0,0,0,0.106295355486474,0,0,0,0,0,0,0,0,0,0,-0.060398109474326,0,0,0,-0.0781256251294328,0,0,0,0,0,0.1276244628703,0,0,0.00984001760324611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0683487330527731,0,0,0,0,0,0
X002304.SZ,0,0.0498117274790473,0,0.168255038873205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0916809075321992,0,0.0697636736406176,0,-0.033395144461163,0.08479492107835,0,0,0.0392499920679464,0,0,0,0,0,0.215373515869489,0,0.0408497461581893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0510291212570757,0,0,0,0,0,0,0,0.0476231262865507,0,0,0,0.0215357050912326,0,0,0,0,0,0,0.0801592136415836,0.121915259929862,0,0,-0.009087458903065,0,0,0,0.100825594030149,-0.220090343569472,0,0,0,0,0,0,0,0,0.0269117335867509,0,0,0,0.100211009226306,0,0,0,0,0,0,-0.000623996779573001,1.0842021724855e-19,0,0,0,0.0131796186738395,0,0
X600690.SH,0,0,0.00578357399145569,0,0,0.0818805140656467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00670216643562999,0.0367458226054171,0,0,0,0.171177388964757,0,0.108645964403234,0,0,0,0,0,0,0,0,-0.0467691762655128,0,0,0,0,0,0,0,0,0,-0.0124292847668961,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00533601123215943,0,0,0,0,0,0,0,0,0.183080673099426,0,0,0,-0.067586509832307,0.00564576657038678,0.0317469617940627,0,0,0,0,0.204029331450727,0.105178450784949,0,0,0,0.0316614603756447,0,0,0,0,0,-0.0458060428946146,0,0,0,0,0,0,0,0,-0.0221250730428694,0,0,0,0,0,0
