,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600741.SH,X600703.SH,X600809.SH,X000596.SZ,X002236.SZ,X002241.SZ,X000100.SZ,X601877.SH,X300003.SZ,X600183.SH,X300124.SZ,X000157.SZ,X300014.SZ,X000625.SZ,X000066.SZ,X300142.SZ,X002007.SZ,X002008.SZ,X002456.SZ,X002371.SZ,X300136.SZ,X600271.SH,X002179.SZ,X002463.SZ,X000977.SZ,X600584.SH,X600177.SH,X000050.SZ,X002180.SZ,X002129.SZ,X600498.SH,X600066.SH,X002049.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.103155544031381,0,0,0,0,0,0.269674326755014,0.0493535875015092,0,0,0,0,0,0.224252163806094,0,0,0,0,0.0290949452663502,0,0,0,-0.0329240957829763,0,0,0.135404039228415,0,0,0,0,0,-0.0525761883810267,0,-0.0102427956727429,0,0,0,-0.0639799808249105,0,0,0,0,0,0,0,-0.037919549293348,-0.0328854051578754,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.451176736597034,0.0452764926660584,0,0,0,0,0,0.0582815520262452,0,0.0698942409197681,0,0,0,0,0,0,0.00131674483797154,0,0.0417940829859229,0,0,0,0.0024733528561115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00892743482985706,0,0,0,0,-0.00211789721496843,0,0
X000651.SZ,0,0,0,0,0,0.1803371337788,0,0,0,0,0,0,0,0.163078950657198,0,0,0,-0.0379355672597121,0,0,0,0,0.124012074967105,0,0,-0.0687726889514853,0,0,0,0,0,0,0.000894622119289892,0,0,0,0.0119019792027176,0,0,0,0,0,0,0,0.00978238420184231,0.0461957170717783,0,0,0,0.131609931898957,0,0,0.00326749746539898,0,0,0,-0.0374998200898317,0,0
X600276.SH,0.122481148161044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292818492321616,0,0,0,0.133884986495486,0,0,0,0,0,0,0,0,0,0.10159780894539,0,0,0.0640350051152869,0.0512759950994767,0,0,0,0,0,0,-0.0825677214878738,0,0,0,0,0,0,0,0,0,0,0.00958702140732736,-0.0179375953340619,0,0,0,0.011319776149321,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.09403732998408,0,0,0,0,0,0.0834741164064003,0.0576362181149937,0.0694351309391952,0,0,0,0,0.595176652563974,0,0,0,0,0,0.0318403897022352,0,0,0,0,0.0332293336229255,0,0,-0.0456284796138921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04645068582605,-0.0285235131059917,0,0,0,-0.0282831340820645,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599804380756858,0,0,0,0,0,0,0,0,0,0,0,0.113460637219888,0,0,0.0055904979753687,0,0,0.149954363113784,0,0,-0.0100495876111296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096768357427539,0,0,0.00173089999092474,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273969959632969,0,-0.0347279679300017,0,0,0,0.310320282503869,0,0,0,0,0,0,0,0,0.155009980422094,0,0,0.197433302949376,0,0,0,0,0,0,-0.0404143251172347,0,0,0,0,0,0,0,0,0,0,0,0.0280924628261591,0,0,0,0.0188538764809401,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.0393778716367792,0,0,0.100256574403784,0,0,0,-0.0192807051220442,0,0,0,0,0,0,0,0,0,0,-0.0847022667095163,0,0,0,0,0,0,-0.058632102887733,0.167963374761973,0.0816961685781032,0,0.109645787096943,0,0,0,0.0865733534217955,0,0,0,0,0,0.0208821994319461,0,0.0363968009041774,0.00359182290157836,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691047852938351,0,0,0,0,0.028427743940705,0,0,0,0,0,0,0,0.117626389177846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157019266597228,0,0,0,0.0271784404505938,0,0
X002304.SZ,0,0,0.0105667214510809,0,0,0,0,0,0,0,0,0,0,0.0225348209930391,0,0,0,0,0,0.0933396369301477,0,-0.0299486033255193,0,0,0,0.062642030395458,0,0,0,0,0,0,0.178439954410653,0,0,0,0,0,0,0,0,0,0,0,0,-0.0484849753891539,0,0,0.0489343930841978,0,0,-0.0372208063411095,0.0255099729944454,0,0,0,0.00775276573831762,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128638052030362,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0375213459726325,0.00961460472603236,0,0,0,0.142078039946436,0.0493083771181358,0,0,0,0.250331116331572,0,0,0.0436800291098477,0,0,0,0,0,0,0,0.00374946195290868,0,0
X600031.SH,0,0,0,0,0,0,0.0644760125526334,0,0,0,0,0,0,0,0.245113192503629,0,0,-0.0742989180579259,0.174094846280163,0.0902883696756989,0,0.0611338515059317,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0428936486933133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663717925281224,0,-0.0090850342040983,0.0126509282650816,0,0,0,0.0119878104370141,0,0
X000568.SZ,0.229113545335279,0.396065724616818,0,0,0,0,0.0171722710844665,0,0,0,0,0,0,0,0,0,0,0,0.117688254562119,0,0,0,0,0,0,0,0,0,0,0,0.0370897621318035,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.019722925170235,0,0,0,0,0,0
