,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600276.SH,X600104.SH,X000651.SZ,X000625.SZ,X300014.SZ,X300124.SZ,X002129.SZ,X000725.SZ,X600031.SH,X003816.SZ,X002371.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X002241.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X601877.SH,X600522.SH,X000661.SZ,X002180.SZ,X300142.SZ,X002074.SZ,X600741.SH,X600884.SH,X000100.SZ,X000733.SZ,X600460.SH,X600702.SH,X000157.SZ,X601799.SH,X000799.SZ,X600563.SH,X002236.SZ,X600584.SH,X600418.SH,X002176.SZ,X002414.SZ,X000800.SZ,X002056.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.270727316439531,0,0,-4.33680868994202e-19,0,0,0,0.00406967572395569,0,0,0,0,0,0,0,0.0335281408842681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686449982719457,0,0,0,0,0,0.0513117876160623,0,0,0,0,0,0,0,0,0.00876577982407202,0,0,0,0,0.00319977941374194,0,0
X000858.SZ,0,0,0.179374808310829,0.216174851265255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028229350362867,0,0,0,0,0,0,0.21665773418654,0,-0.0195201702407656,0.0241572983195869,0,0,0,-0.0284566553774233,0,0,0,0.0408980406753955,-0.0915472709615865,0,0.0253040901583842,0,0,0,0,0,0
X600809.SH,0,0,0,0.600863300375672,0.0288109266614415,0.0281306617878313,0,0,0,0,0,-0.0397356779591151,0,0,0,0,0,0,0,0,0,0.0216870820228819,0,0,0,0,0,0,0,0,0,0,0.0560152514808821,0,0,0,0,0.039659249051375,0.0722511951709049,0,0,0,0,0,0,0,-0.188176650260299,0,0,0,0,0,0,0,0,0,-0.00247588167744776,0,0
X000568.SZ,0,0.0643428755715169,0.172309989333843,0,0,0,0.0028877747496095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059031726169699,0,0,0,0,0,0,0,0,0.368938130396698,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113453445499508,0,0,0,-0.00957728697761207,0,0
X002415.SZ,0,0,0,0,0,0.40961326560368,0,0,0,0,0,-0.123532451479167,0,0,0,0,0,0,0,0,0,0,0,0,0.065439750516395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196632026039969,0.0214859009433629,0,0.727153725963557,0,0,0,0,0,0.0266822597892433,0,0.140571582736168,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0419946554797158,0.193206974912993,0,0,0,0.0415282128962511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723389128739964,0,0.227835915941617,0,0,0,0.0405407727118597,0,0,0.0192539220726887,0.0209048007708819,0,0,0,0,0.0164306298900014,0,0,0,0,-0.0155841266442544,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701090578671544,0,0,0,0.201524048849827,0.00982772905814343,0.0883426783649579,0,0,0,0,0,0.0246133946806462,0,0,0,0,0,0,0,0,0,0.0358071928567697,0,0.24152087645515,0.121406689078553,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100693564793071,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0.510343278404736,0,-0.0372511198513055,0,0,0,0.0787883014652397,0,0,0,0,0,0.143400118159859,0,0,0,0,-0.00745619764503084,0,0,0,0.176329612632969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103058834891521,0,0,0,0,-0.000287122340138116,0,0
X600276.SH,0,0,0,0,0.16067833952565,0,0,0,0,0,0,0,0.0699395755179053,0,0,0,0,0,0,0,0,0,0,0,0.0727721585127923,0,0,0,0.0741814823892727,0.157477638801299,0,0.0690689361681277,0,-0.105473500402538,0,0.0251284032567931,0,0,0,0,0,0,0.110467286126988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.00251232373625695,0,0,0,0,0,0,0.0722229806993398,0.0638107394065049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260149925694224,0,0.0508873925741267,0,0,0,0,0.0159141180484734,0,0,0,0,0.0142027508567606,0,0,0.167387759481987,0.0176048522809513,0.0498318464642633,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842171233087807,0,0,0,0,0,0.135804169044497,0,0.0852031750411348,0,0,0,0,0,0,0,0,0,-0.0957818600296748,0.0206519856759838,0,0,0,0,-0.0288553327312703,0,0.0408807978329446,0,0,-0.0434365873067576,0,0,0,-0.0561744799112298,0,0.00588172510700578,0.00563145359009425,0,0,0,0.00390633014464128,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0760353799505752,0,0,0,0,0,0,-0.0349118522151221,0,0,0,0,0,0,0,0,0,0,0,0.311801736040425,0.444515630029057,0,0,0,-0.0935707683966072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303123604228018,0,0,0,0.0820027315391409,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.0583962671038744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203430993936217,0.0797391556716603,0,0.118044432716255,0.0457095934772758,0.149109023827726,0,0.146437636221806,0,0,0,0,0,0.0490179000874863,0,0,0,0,0.0673793518593833,0,0,0,0,0,-0.118125532862813,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0.179813632875918,0,0,0,0,0.0386131224119796,0.043594126649573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189010878084223,0.0305590282928017,0,0,0,0,0,0.0582031934339649,0,0,0,0,0,0,0,0.00413601802215465,0.00232507688226451,0,0,0,0,0,0,0.142958725067488,0,0.00520430913382003,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0.0184069924651579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0.189891211371242,0,0,0,0,0,0.12181732479769,0.0761927851868509,0,0,0,0,0,0,0.0757174074956085,0,0,0,0,0,0,0.00900775276994445,0,0,0,0,0,0,0.0859019658374792,0,0
X000725.SZ,0,0,0,0,0.110655139519763,0,0.0113645528877264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119888078217237,0,0,0.0926273063242386,0,0,0,0,0,0,-1.0842021724855e-19,0.00932668639449519,0,0,0,0,0,0,0,0,0,-0.00202368336100587,0,0
X600031.SH,0,0,0,0,0.0327528028095226,0,0,0,0.111512076722946,0,0,0,0,0,0.0195996193383067,0,0,0,0,0,0,0,0,0.0660988374617,0,0,0,0,0,0.0746566776355938,0,0,0,0,0,0.120761189406207,0,0,0.0271920200566294,0,-0.0844197535807796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394941709212409,0,0
X003816.SZ,0,0,0,0,0.015655669020212,0,0,0.212039777804013,0,0,0,0.00550509052771654,0,0,0,0,0.0701709157498114,0,0,0,0,0,0,0,0.0173262179434845,0,0,0,0,-0.00667188277792017,-0.0128422649806693,0,0,0,0,0,0,0,0,0,-0.0247100599287622,0,-0.0401661346112616,0,0,0.0315697088223875,0.019582115264671,0,0,0.0782635382024487,0,0.0175738867823598,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.126990311515992,0,0,0,0,0,0.0903281720130279,0,0,0,0,0,0,0,0,0,0,0,0.398003924226,0,0,0,0,0.125434109975583,0,0,-0.00471600291065854,0,0,0,-0.178000625221267,0.55257908806762,0.0277503296198506,0,0,0,0,0,0,0,0,0,-0.0789502883530276,-0.14980185518783,0,0,0,0.122675184196966,0,0,-0.0359213903902346,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0490670313978773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271909030611584,0,0,0,0,0,0,0,-0.122162470843116,0,0,0.257591513594472,0.17984268529574,0,0,0,0,0,0,0,0,0,0,0.154655348010733,0,0,0,0.0438414544699134,0,0,0,0,0,0
X000063.SZ,0,0,-6.93889390390723e-18,0,0,0,0.140318609014865,0,0,0,0,0,0.0822157138719249,0,0,0,0,0,0,0.024494292166171,0,0,0,0,0.0590765989215181,0,0,0,0,0,0,0,0.00561642499511628,-0.0214018772198361,0,0,0,0,0,0,0,0,0,0,0.0291473282263276,0,0,0,0,0,0,0.00801754702266553,0,0,0,0,0,0,0
X000596.SZ,0,0.430006035566617,0.112723031193389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101214592220992,0,0,-0.0117778212041689,0,0,0,0.0282293908431165,0,0,0,0.0208327723785474,0,0.231724833339043,0,0,0,0.0419014665124003,0,0,0.0111577814349746,0,0,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.414638419130404,0,0,0,0,-0.00731318321031548,-0.0385492403198021,0,0,0,0,0,0.124236597497545,0,0,0,0,0,0,0,0,0,0.0836095927078507,0,0,0,0,-0.0386844472535843,0,0,0,0,0,0,-0.0259433783652134,0,0,0,0,-0.0235363109900566,0,0,-0.0427252041228381,0,0,-0.00814118807878461,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.0242731635784514,0,0,0,0,0,0,0,0.0916276194498802,0,0,0,0.0111182108577275,0,0,0,0,0,0.0651460722152039,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.117087603518486,0,0,0.0545954617290938,0,0,0,0,0,0,0.00912155490483979,0,0,0.125119669720337,0.0914562031611806,0,0,0,0,0,0,0.0038293430011219,0,0
X600703.SH,0,0,0,0,0.0760691097107992,0,0.208873103869705,0,0.0628486368465241,0,0,0,0.133233151123963,0,0,0,0,0,0.0510335305289024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15120461050942,0,0,-0.117371120883744,0,0,0,0.0576748328190696,0,0,0,0,0,0,0,0,0,0,0,-0.0135293400582926,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0717606910850922,0,0,0.202381442056045,0,-0.0529443853616502,0,0,0,0,0,0,-0.00931029304499158,0,0,0,0,0.283041003643426,0.0192409877164003,0,0,0,0,0,0,0,-0.0526649333523661,0,0,-0.0517271007043414,0.0822067201536826,0,-4.33680868994202e-19,0.0749181740237513,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0.0265213458822274,0,0,0,0,0,0,-0.0214960583956006,0,0,0,0,0,0,0,0,0,0.115455677944696,0,0,0,0,0,0,0,0.108809293073804,0,0,0,0,0,0,0,0,0,0,0,0.246333144442009,0.119532152753254,0,0,0,0,0,0,0.0374313107508667,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925450316191457,0,0,0,0.0660587419170882,0.127406253150854,0,0,0,0,0,0,0,0,0.264175608969052,0,0,0,0.00810324385270417,0,0.0655462617410289,0,0,0,0,0,0,0,0.117152575263491,0,0,0,0,0,0,0,0,-0.0515923236186014,0,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0707355270477288,0,0,0.0898567867546391,0,0,0,0,0,0,0,0,0,0,0,0,0.111614223151609,0,0,0,0,0,0,0.545235525455602,0,0,0,0,0,0,0,0.0128690703460513,0,-0.0238545521324594,0.0559216909885393,0,0,0,0,0,0,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0.0886876890828868,0,0,0,0.145490465483598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434442920275885,0,0,0,0,0,0,0.0725009674596318,0.0554775682108134,0,0,0,0,0,0,0,0,0.0913230012391337,0,0,0,0.0295191714071507,0,0,0,0.061128971075164,0,0,0,0,0,0,0.0245332189302179,0,0
