,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600271.SH,X600741.SH,X600066.SH,X002292.SZ,X002241.SZ,X000100.SZ,X600031.SH,X002236.SZ,X600177.SH,X600118.SH,X002506.SZ,X002475.SZ,X000559.SZ,X600372.SH,X000568.SZ,X000157.SZ,X000338.SZ,X002085.SZ,X002074.SZ,X300003.SZ,X002294.SZ,X300124.SZ,X600867.SH,X600089.SH,X002426.SZ,X002007.SZ,X002456.SZ,X000869.SZ,X000050.SZ,X002465.SZ,X002180.SZ,X600498.SH,X002508.SZ,X601877.SH,X002049.SZ,X000981.SZ,X002008.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.251466712057591,0.262584167481932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0790444084365697,0,0,0,0,0.115184579393936,-0.121295600123517,0,-0.030914129793356,0,0,0,0.0313682450476193,0,0,0,-0.0131256184255554,0,-8.67361737988404e-19,0,0,0,-0.0235305951871211,0,0,0,-0.0317807864627467,0,0,0,0,0,0,0
X600104.SH,0,0,0.125105129712787,0,0,0,0,0,0,0,0.0148741215582117,0,0,0.394444338191191,0,-0.0313939162326498,-0.0596500776504407,0,0,0,0.00558459475358884,0,-0.0674664591806664,0,0,0,0,0,0,0,0,0,0,0,0,0.175021640467014,0,0,0,0,0,0,0.00152255857201188,0,0,0,0.0321655678395612,0,0,0,0,-0.00775134948027052,-0.0423545334538848,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.131169295420414,0,0,0,0,0,0,0,0.0172084678785104,0,0.0761936756688292,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.117092371584929,0,0,0,0,0.150243325368984,-0.0459937246944504,0,0.167567436890183,0,0.0136713114097951,0,0,0,0.0364207943765732,0,0,0,0,0,0,0.0286009317799483,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011575197763282,0,0,0.00261640759250045,0,0,0,0,0.00602520816585806,0,0.0200249022489284,0,0,0,0,0,0,0,0,0,0,0,0,0.113692627969286,0,0,0,0,0,0,0,0,0.0283825877874529,-0.0314434717132589,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0953888636744978,0,0,0,0,0,0,0,0,0,0.0803198814805605,0,0,0,0.0345339135794351,0,0,0,0,0.0346973927002615,0,0.154284783438343,0,0,0,0,0,0,0,0,0,0,0,0.0238035449187863,0,0,0,0,0.030398349042468,0,-3.46944695195361e-18,0,0,0,0,0,0.0144944453629498,0,0,0,0,0,0,0
X002304.SZ,0.111233921633141,0,0,0,0.430716241516357,0,0,0,0,0,0,0,0,0,0,0,0.0181119000041429,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0326568113631243,0,0.00531962694811997,0,0,0,0,0,0,0,0,0,0.0372030761160475,0.149354908226047,0,0,0,0.014901437124538,0,0,0,0,0,0,0,-0.0456550693299705,-0.0356239886847899,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0282803289554561,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179551446391548,0.169324869155147,0,0,0,0,0,0.0204136393626995,4.33680868994202e-19,0,0,0,0.0876797092523741,-0.0488123437009916,0,0,0.0185989406308953,0,0,0,0,0,-0.0177624016752754,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843828385970241,0,0,0,0,0,0,0.132048293558033,0,0.150764192266875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814663307560642,0,0.0422660428114841,0,0,0.0496810412912614,0,0,0,0,0,0,0,0.00137128358566249,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.213335006535374,0,0,0,0,0,0,0,0,0,0,0.0709635258557146,0,0.0312670188414108,0,0.0705186121019241,0,0,0,0,0,0,0,0,0.0673671535016086,0,0,0,0.0250068132980474,0,0,0,0.0448869952499471,0,0,0,0.0340483886286706,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0525327960632914,0,0,0,0,0,0,0,0,0,0.00163202152477973,0,0.39477007812578,0,0,0,0.171846755390022,0.0098735444903538,0,0,0,0.0546573526717473,0,0,0,0,0,0,0,0,0.0162591215991963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
