,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X600703.SH,X000596.SZ,X002241.SZ,X002236.SZ,X000100.SZ,X002463.SZ,X601877.SH,X300003.SZ,X000157.SZ,X002007.SZ,X300142.SZ,X002179.SZ,X002008.SZ,X600271.SH,X300124.SZ,X000625.SZ,X000066.SZ,X600867.SH,X000977.SZ,X002129.SZ,X300136.SZ,X002049.SZ,X300014.SZ,X600498.SH,X002506.SZ,X002180.SZ,X600177.SH,X002371.SZ,X600066.SH,X600487.SH,X002456.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.374586253528659,0,0,0.0883697808803509,0,0,0,0.0882938192536745,0,0,0,0,0,0,-0.010973511736352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301865332652003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267836404491182,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0347021143114457,0,0,0,0.36394946123067,0,0,0,0,0.284050990818813,0,0,0,0,0,0,0,-0.0342995982965167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393100251623828,0,0,0,0,0,0,0,0.0558740845397312,0,0,0,0,6.5053792770198e-05,0,0,0,0,0,0,0
X600276.SH,0.0128949753680976,0,0,0,0,0,0,0,0.111953362236762,0,0,0.217768617100634,0,0,0,0.0697613571661287,0,0.0626480446934267,0,0,0,0,0,0,-0.00629063323994392,0,0,0,0,0,0,0,0,0,0,-0.0130150260016758,0.091798022879317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05133413539177,0,-0.0265065668693492,0,0,0,0.0177492882645308,0,0
X000651.SZ,0,0,0,0,0.180432657645151,0,0,0,0,0,0,0,0,0,0,0,0.135712732700052,0,0,0,0,0,0,0,0,0,0.0247150477950544,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0447512668555373,0.0540873654107069,0,0.0292426603961307,0,0,0.0975575057468445,0,0,0,0,0,0,0,0,0,-0.00565161622760383,0,0,0,0,0.00813760584206078,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.208366960954758,0,0,0,0,0,0,0,0,0,0,0,0,0.139220835731648,0.197561283291356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464331795674831,0,0.0149124778758162,0,0.038224284543009,0,0.046688179407467,0,0,0,0,0,0,0,0,0,0,0,-0.00393288238464133,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066390600155207,0.188836644510472,0,0,-0.00227673975152752,0,0,0,0,0,0,0,-0.0303586061047303,0,0,0,0,0,0,0,0.0940478025865038,0,0,0.0298722692969659,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00486980992679107,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00396963704628273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137202855558045,-0.00992117874040045,0,0,0,0.152046753299409,0,0
X002304.SZ,0,0,0.0569505559354581,0,0,0,0,0,0,0,0,0.20674934290553,0,0,0,0,0,0,0,0,0.117717647695157,0.0654857591900964,0,0,0,0,0,0,0,0,0,0.14631934901077,0,0,0,0,0,0,-0.0144855771771994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00293743411717547,0,0,0,0,0,0
X002475.SZ,0,0.207351756436123,0,0,0.00499880879470024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16560251858853,0,0,0,0,0,0,0,0,0.0626595790617054,0,0,0,0,0,0,0,0.0929200489205444,0,0,0,0,0,0,0,0,0,0,0,0.00967551303334669,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.276893374997378,0,0,0,0,0,0,0,0,0,0,0,0.165169699115336,0,0,0.0429807085001954,0,0.0161209900484171,0,0,0,0,0,0,0,0,0,0.0790680710386649,0.0344625976466689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00688376949668207,0,0,0,0,0.0312162912990497,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0309527581102126,0,0,0,0,0,0,0,0,0,0,0,0,0.0164506319458247,0.160547013553492,0,0,0,0,0,0,0,0,0,0,0,0.0350850823906738,0,0,0,0.0359657427485482,0.108619036629957,0,0,0,0,0,0.0113094212355321,0,0,0.0388961107151035,0,-0.0335858061139375,0.053182639838162,0,0,0,0,0,0
X000568.SZ,0,0.638528961909863,0,0,0,0,0,0.134057210671987,0,0,0,0,0.0661290823706011,0,0,0,0,0.0182576488081004,0,-0.0490620246284593,0.143046506384279,-0.0993445878142483,0,0,-0.0384375768041266,0,0,0,0,0,0,0,0,-0.0619696419709928,0,0,0,0,0,0,0,0.0548837359723618,0,0,0.0638278300946663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.128204119440088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102212513376023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00721562418435959,0,0,0,0,-0.00141783986046109,0,0
X600690.SH,0,0,0,0,0.0122890475165905,0,0,0.107950386971043,0,0.0192849833964379,0,0,0,0,0.112881357076361,0,0,0,0,0,0,0,0,0,0,0,0.134791559362441,0,0,0,0,0,0.130685031237773,0,0,0,0,0,-0.10932367664279,0,0,0,0,0,0,0,0,0,0,0.0414779629728965,0,0,0.00536288751034529,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00433093670226023,0,0.13843089476462,0,0,0.0365693254469376,0,0,0,0,0,0,0,0,0.245072463202575,0,0,0.00666608428180814,0,0.00228381686900623,0,0,0.113123914957809,0,0,0.0356509176735891,0,0,0.0355805096243052,0,0,0,0.0310256059571578,-2.16840434497101e-19,0,0,-0.00486164703827803,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0.0702865846450241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20476798758533,0.121995750979313,0,0,0,0,0.0567091891947269,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.123314946978541,0.0181377121547351,0,0,-0.00217215710898468,0,0,0,0,0,0,0.0138544060587398,0,0,0,0,0,0,0
X600809.SH,0.0801745475793347,0.35255277546286,0,0,0,0,0,0,0.0337419664487195,0,0,0.0466095179367743,0,0,0,0,0,0,0,0.0118471154795889,0.136494242103456,0,0,0,0,0,0,0,0,0,0,0.00616153103822084,0,0,0,0,0,0,-0.00408951342397146,0,0,0,0,0,0,0,0,0,0,0.0821898447825683,0,0,0,0,0,0,0,0,0
X000661.SZ,0,0,0.200307021236559,0,0.177601101892798,0,0,0,0,0.0337707681165395,0,0.0951345870977956,0,0,0,0,0,0,0.00759598400463526,0,0,0,0,0,0,0,0,0,0.10040080687839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197305130916647,0,0,0,0,-0.0842183581722207,0,0
X600183.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363783497776246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108204003379538,0,0,0,0,0,0,0,0,0,0.136653654934666,0,0,0,0,0,0,-0.00508058685569906,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170717590606217,0,0,0,0,0,0,0,0.152518481351805,0,0,0,0,0,0,0,0.0816371481287186,0.194759534876787,0,0,0,-4.33680868994202e-19,0,0,0,0,0.117253127592455,0,0.0121493806936856,0,0,0,0,-0.0366852201848069,0,0
X000596.SZ,0,0.188912165330002,0,0.0830380822903474,0,0,0,0.175741553952613,0,0,0,0.283366220807712,0,0,0.0217321299443087,0,0.058581102247313,0,0.0421556673987963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146194111557157,0,0,0,0,0,0,0.0449770286559203,0,0,0,0,0,0,0,0,0,0.0400765494361859,0,0,0,0,-0.0577102270509408,0,0
