,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000625.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002129.SZ,X600703.SH,X002236.SZ,X600089.SH,X600372.SH,X002049.SZ,X002241.SZ,X000661.SZ,X600584.SH,X000157.SZ,X600741.SH,X601877.SH,X600522.SH,X000977.SZ,X600418.SH,X000800.SZ,X002074.SZ,X002007.SZ,X600183.SH,X601799.SH,X002463.SZ,X300142.SZ,X002456.SZ,X600702.SH,X002180.SZ,X002028.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0035553909320972,0,0.335844681757622,0,0,0,0,0,0,0.13711612527825,0,0,0,0,0,0,0,0,0,0.0459965036633227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241731276113753,0,0,0,0,0,0,0,0,0,0.0202606158643884,0,0.0654845847020487,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.120306387606144,0,0,0.15379458389411,0,0,0,0,0,0.101078306799459,0,0,0.0401386234454453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318940185958278,0.0121611916070822,0,0,0,0,0,0,0,0,0.186615253223712,0,0.111060098629199,0,0,-0.0116776487174924,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745715489937357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124399159220965,0.0426021043003947,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0204474079494125,0,0,0,0,0,0
X000568.SZ,0.18974635830407,0,0,0,0,0.180678440512608,0.0623351218088354,0,0,0,0,0,0.0441699803700834,0,0,0.253761301721329,0,0,0,0,0,0,0,0,0,0.0224898907471492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.084779845591287,0.147558374187614,0,0,0,0,0,0.00701343593830688,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539625865171275,0,0,0,0,0,0,0,0,0,0,0,0,0.0317708657423085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923779031803304,-0.0216066663502684,0,0,0,0.364374225131032,0,-0.00626941478529832,0,0,0,0,0,0,0
X600809.SH,0.205480669690641,0,0,0.404821193394328,0,0,0.0255683941216306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199611993713018,0,0,0.0478636101725181,0,0,0,0.0177705900661577,0,0,0,0,0,0,0,0,0,-0.0361549430280656,0,0,0,0,0,0,0.0483254492308597,0,0,0,0,0,-0.000847038419816658,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109133264220479,0,0,0,0.200855874037775,0,0,0,0,0.0508341159486958,0,0,0,0,0,0,0,0,0,0,0,0.0637438315696341,0,0,0,0,0,0.16129923128131,0,0,0,0,0,0.10769522296686,0,-0.0306440757821584,0.0649617592774544,0,0,0,0,0,0
X600690.SH,0.17797821337004,0,0,0,0,0,0,0,0,0,0,0.0441603447731642,0,0,0,0,0,0,0.0906809265106054,0.0120774680154902,0,0,0,0,0,0.0169204406280413,0,0,0,0,0,0,0,0,0,0,0,0,0.0517607387802143,0,0,0,0,0.0781104196711294,0,-0.0073392563405997,0,0,0,0,0,-0.00486478733663719,0,0,0,0,0,0,0
X000651.SZ,0.0881719280966029,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.00262728284238488,0,0,0,0,0,0,0,0,0.0289423962368606,0,0,0,0.0688437119239416,0,0,0,0,-0.0645899487838899,0,0,0,0.0806126748154021,0,0,0,0,0,0,0,0,0,0.0747748291177392,0,0.0522318055717358,-0.0153148198865973,0,0,0,0,0,0,-0.0178028664178951,0,0,0,0,0,0
X002304.SZ,0,0,0,0.103316650296184,0,0.0701361526912107,0,0,0,0,0,0,0.144473400771442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041682721037882,-0.0499949871400157,0.133702224785347,0,0,0,0,0,-0.00822285294384769,0,0,0,0,0,0
