,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000625.SZ,X000725.SZ,X002371.SZ,X000338.SZ,X000063.SZ,X600031.SH,X000596.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X600703.SH,X000157.SZ,X002129.SZ,X002241.SZ,X600372.SH,X002236.SZ,X600741.SH,X000661.SZ,X002049.SZ,X000977.SZ,X600584.SH,X601877.SH,X002463.SZ,X600522.SH,X002028.SZ,X600183.SH,X000800.SZ,X601799.SH,X000921.SZ,X002007.SZ,X600460.SH,X002074.SZ,X600066.SH,X002223.SZ,X002156.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0739174322017183,0.270101522734254,0.206993507697743,0,0.0452362831443425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098710099290705,0,0,0.00113715487702878,0.0992339304882998,0,0,0,0.0508305611262255,0,0,0,-0.0342294570001728,0,0,0,0.0201327237292748,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.42588585768642,0,0.141351831776419,0,0,0,0,0,0,0,0,0,0.061422674891026,0,0,0,0.0644286277492824,0,-0.0398484203105561,0,0,0.0567088056917652,0,0,0,0,0,0,0.0148401503534072,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463468476542202,0,0,0,0,-0.00318023626220052,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.168358033036243,0,0,0,0,0,0,0,0.0911609605839535,0,0.102902834990535,0,0.0869947861105704,0,0,0,0.0102276616185777,0,0,0,0,0,0.0601275347823297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00936397952836394,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147784779200084,0,0,0.168142393993722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219078640414277,0,-0.0413653655299906,0,0,0,0,0,0.0485282094510973,0.0700193990691564,0.0129741096054841,0,0.123670497759204,0,0,0.0518584217712225,0,0,0.058662701639529,0,0,-0.00672076776749178,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.476064392526411,0.0283174265569561,0,0,0,0,0,0,0,0,0,0,0,0,0.288540545687374,0.0631353996588349,0,0,0,0,0,0.107005782964382,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0696767724803614,0.0121400892950482,0,0.0314998757559043,0,0,0,0,0,0,0,-0.0118912530597675,0,0,0,0,0,0,0
X000568.SZ,0,0.563158165252524,0,0,0.319602609105822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520530676879053,0,0,-0.0686469843775166,0,0,0.038286998662139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627577891014704,0,0,0.0189951142506047,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217031368063138,0,0.0287288803817478,0,0,0,0,0,0,0,0,0,0,0,0.211597277800868,0,0,0,0,0,-0.0257283805651048,0,0,0,0,0,0.00662893404727998,0.082297722509504,0,0,0,0,0,0,0,0,0,0,-0.0833615121077528,0.0398402588131065,0,0,0,0,0,0
X600690.SH,0,0.0407752076639902,0,0,0,0.310978027072176,0,0,0,0,0,0,0,0,0,0,0.0468370404259618,0,0,0,0,0,0,0,0,0,0,-0.0374747656759652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870550118891043,0,0,0,0,0,0,0,0,0,0.0212621168940431,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855859851510451,0,0,0,0,0.0246345504158975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783205819197976,0,0,0,0.0757948102064947,0.101998168272237,0,0,0,0.00454112403434574,0,0,0.00975535688185597,0,-0.00264973195462596,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777497722783718,0,0,0,0,0,0,0,-0.0311130069270712,0,0,0,0,-0.0303265252532369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448968924349483,0,0,0.0521968342604561,0.161013544619562,0,0,0.103850902602561,-0.0492416343338655,0.0339099504038572,0,0,0,0,0,0
