,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002241.SZ,X002475.SZ,X002236.SZ,X000338.SZ,X600066.SH,X000100.SZ,X601877.SH,X002456.SZ,X600118.SH,X600271.SH,X300124.SZ,X000157.SZ,X600089.SH,X002085.SZ,X600177.SH,X600522.SH,X600372.SH,X002007.SZ,X000066.SZ,X002508.SZ,X300136.SZ,X000981.SZ,X600699.SH,X300003.SZ,X600867.SH,X002294.SZ,X600487.SH,X000559.SZ,X002180.SZ,X002292.SZ,X002008.SZ,X002074.SZ,X600498.SH,X600809.SH,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0190412510433673,0,0,0,0.00337073502527936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019496982463538,0,0,0,0,0,0.103954311666885,0.104168050469491,0,-0.00813936830811205,0.00520930384230463,0,0,0,0,0,0
X600104.SH,0,0,-0.0704459146914622,0,0,-0.0124003532562117,0,0,0,0,0,0,0,0,0.624027857037065,0,0,-0.109467158207066,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11975009615771,0.0722906733631506,0,0,-0.054752455360028,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00301809238068464,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.101620557291992,0,0,0,0,0,0,0,0,0,0,0,0.163387933136624,0,0,0.035662713462209,0,-0.0428019698750871,0,0,0,0,0,0,0.0111485320438155,0,0,0,0,-0.105685682544044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.168379455917244,0.0283808095598057,0,0,-0.00559644539481067,0.00617691102211747,0,0,0,0,0,0
X000651.SZ,0,0.0645706935414973,0,0,0,0,0,0.0137386944380415,0,0,0,0,0,0.112628110332987,0,0,0,-0.00658581903201002,0,0,0,0,0,0,0,0,0.188447848943329,0,0,0,0,0,0,-0.0236164591712727,0,0,0,0,0,-0.0796333911839827,0,0,0.0508214981976585,0,0,0,0,0,0.0797990414878983,0,-0.041878387375366,0.00172294306521131,0.00511093332791752,0,0,0,0,0,0
X000858.SZ,0,0,0,0.122838646363341,0,0,0,0,0.165274993573369,0,0,0,0,0.361737184975553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0475659973937809,0,0.00887279820332512,0,0,0,0,0,0.0503781340168793,0,0,0,0,0,0,0,0,0,0,0.00321259078946993,0,0,0,0,0,0
X002304.SZ,0,0,0,0.162702563256948,0,0,0,0,0,0.0027094600422065,0,0,0.0544786075165089,0.0790891156121682,0.138205734623198,0,0,0,0,0,0.120660744431996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132544118125902,0,-0.0834742178237398,-0.00394851235182338,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.179181848318909,0,0,0,0,0,-0.0474827028837631,0,-0.0682752952129083,0,0,0.0282493673199677,0,0,0,0,0,0,0,0,0,0,0.0422318812180603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915186930937876,0,-0.0751025386659169,0.00530007665550866,0.00332616012490562,0,0,0,0,0,0
X000725.SZ,0,0,0,0.268414276257903,0,0,0,0,0,0,0,0,0,0,0,0,-0.173144107741934,0,0,0,0.040380228912089,0,0,0,0,0,0,0,0,0,0,0,0.001712744172888,0,0,0,0,0,0,0,0,-0.023165147253883,0.0188681279641523,0,0.188069058153859,0,0,0,0,0.132808065299535,0.0135852978763102,-0.0207880585755103,0.00648767837882091,0,0,0,0,0,0
X000625.SZ,0,0.164926017730159,0,0,0.167902945894852,0,0,0.0249226368197609,0,0,0,0,0,0,0.176327352589438,0,0,0.120702405762508,0,0,0,0,0,0,0,0,0,0.0288171317522673,0,0,0,0,0,-0.00848160899690754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00445717781670414,-0.00187891136866824,0.000188615606128492,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00385344909205196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196832097464472,0.000336583777582921,0,0,0,0,0,0,0,0.0274007806833885,0,-0.0204440723742856,0,0,0,0,0,0,0,0.00841422690147833,0.00514846302806781,0,0,0,0,0,0
