,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X000651.SZ,X000568.SZ,X600031.SH,X002304.SZ,X600690.SH,X600104.SH,X300124.SZ,X300014.SZ,X000725.SZ,X600703.SH,X000338.SZ,X002371.SZ,X000063.SZ,X002129.SZ,X000625.SZ,X002241.SZ,X300142.SZ,X003816.SZ,X002049.SZ,X000661.SZ,X601877.SH,X000100.SZ,X002179.SZ,X000596.SZ,X600460.SH,X000157.SZ,X002074.SZ,X000799.SZ,X002414.SZ,X600702.SH,X002007.SZ,X600741.SH,X600584.SH,X600183.SH,X002236.SZ,X600089.SH,X601799.SH,X600779.SH,X000800.SZ,X300146.SZ,X600884.SH,X000066.SZ,X000733.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.20026486019961,0,0.0772346663901396,0,0.0144221835738307,0,0.0730745028618869,0.0972479873146501,0.0498757115798908,0.0440148784359078,0,0,0,0,0,0,0,0,0.0147509154058759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799485414230304,0,0,0,0,0,0,0,0,0,0.0556961008452279,0,0,0,0,0,0.0167208257251766,0.0108364359370221,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0571973799360807,0,0,0.312442220106045,0.0341911023902233,0,0,0,0,0.0294050874856886,0,0,0,0,0,0,0,0,0,0,0,0.159155854517124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404647500911988,0.169073183716585,0,0,0,0,0,0,0,0,-0.00851083296546078,0,0,0,0,0,0
X002415.SZ,0,0.0755311583006836,0,0,0.227855426449924,0,0,0,0,0,0,0,0,0.0971738309923467,0,0.0710500759851091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476717963939998,0,0,0,0,0.0975497205058957,0,0,0,0,0,0,0,0,0,0
X600809.SH,0.0733787872403776,0,0,0,0,0,0,0.212904457626693,0,0.0700679494190398,0,0,0.0407183042930883,-0.0470984921461091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437557823525073,0,0.0398191035918628,0,0,0,0,0,0,0,0.0915219120240007,0,0,0,0,0.0507739417815,0,0,-0.00996588824339465,0,0,0,0,0,0,0
X600276.SH,0,0.0541553443344264,0,0,0,-0.0477963493792445,0,0,0,0,0.133359483547856,0,0.107064575372935,0,0,0,0.0547045247471235,0,0,0,0,0,0,0,0,0.131057340282342,0,0,0,0,0,0.258716368052431,0,0.00326960738396827,0,0,0,0,0,-0.19549976449298,0,-0.0594253209350543,0,0,0,0,0.0756858722960618,0,0,0,0,0.0417005638384524,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,-0.0723472537334753,0,0.0977223438118383,0,0,0,0,0,0,0,0,0.189465287425484,0,0,0.148318941589791,0,0,0,0.0841461455681347,0,0,0,0,0,0,0,0,0,0,0,0,-0.0701264505707029,0.119267165155946,0,0,0,0,0,0.0376566844942028,0,0,-0.0140811247052306,-0.000418664921775198,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,-0.111892414732049,0,0,0.106916696045751,0,0,0,0,0,0,0,0,-0.00766872602665258,0.106713473662761,0,0,0.000468786463144715,0,0,0,0.0667467866051129,0,0,0,-0.102141131630658,-0.00502014738606864,0,0,0,0,0.066570269370827,0,0,0,0,0,0,0,0.0529463683469602,0,0,-0.0304205873096128,0,0,0,0,0,0.128143806072524,0,0,0,-0.0728758551596747,0,0
X000568.SZ,0,0.288718229422651,0,0.145191893400276,0,0,0,0,0,0.0491095336794623,0,0,0,0,0,0,0,-0.0458992662053631,0,0,-0.0433994420981007,0,0,0,0,0,0,0,0,0.123683884651597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884168876736563,0,0,0,0,0,0,0,-0.00774643361083259,0.00870942418600918,0,0,0,0,0,0
X600031.SH,0,0.0837361881738696,0,0,0.0747089374363032,0,0,0,0,0.00236698471275616,0,0,0.0498825198117744,0,0,0.155379888841394,0,0,0,0,0,0.0200648681195169,0,0,0,0,0,0,0.0893734187781253,0,-0.0847230039334295,0.22905542215477,0,0,0,0.0654138163085543,0,0.049530676236057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747435011394604,0,0
X002304.SZ,0,0,0,0.262587975985345,0,0,0,0.347949119266925,0,0,0,0,0,0,0,0.119670731187715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421997188744859,0,0,0,0,0,0,0,0,0,0,0.107943913767573,0,0,0,-0.0806716277805492,0,0,0,0,0,0,0
X600690.SH,0,0.0271990654719736,0,0,0.160115586528008,0,0,0.135265010733587,0.0533204186206046,0.129761702560696,0,0,0,0.0596650028302429,0,0,0,-0.0197035527100886,0,-0.0159110440923309,0,0,0,0,0,0.0122789780375325,0,0,0,0,0,0,0,0,0,0.019092218220262,0,0,0,0,0,0,0,0.0512598368045826,0,0,0,0,0,0,0,-0.0544507178005871,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0373992103243811,0.0560186686108601,0,0,0,0,0,0,0,0.00815440051777746,0,0,0.122053478545396,0,0.074094090314546,0,0,0,0,0,0.0332234091030765,0,0,0,0,0.066941848966545,0,0,0,0.051702752818521,0,0,0,0,0,0,0,0,0,0.0401456186119916,-0.0770821705082828,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.0364095911105436,0,0,0,0,0,0,0,0,0.199418762590526,0,0.132116623677464,0,0.0394694717734949,0,0,0,0,0,0,0,0.0456804656866101,0.0196576023651641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.039805800848829,0.154373283429012,0,0,0,0,0,0,0,0,0.00412451121313938,0,0,0,0,0,0,0
X300014.SZ,0,0,0.152866375848275,0,0,0,0,0,0,0,0,0,0.0845648964197449,0,0,0.0196256284889165,0,0,0,0.298347033688128,0.206925101877513,0.00532145424144007,0,0,0,0.0514335716185784,0,0,0,0,0,0,0.284122366892367,0,0.0297469820759205,0,0,0,0,0,0,0.0265185952443096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.0411162339849314,0.024855869255486,0,0,0,0,0,0.0210697870989536,0,-0.0213825491377321,0,0,0,0,0,-0.0110526607573003,0,0,0,0,0,0,0,0.422790495484283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203611884745966,-0.00968803555787083,0,-0.0443004856641109,0,0,0,0.0106004795682038,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.137689938934112,0,0,0,0,0,0,0,0,0.164153366361444,0,0.269614537775271,0,0,0,0,0,0,0,0,0,0.0024332115651942,0.281981805827133,0,0.0148652771492589,0,0,0,0,0,0,0,0,-0.105865590443804,0,0.0111388041326259,0,0,0,0,0,0,0,0.022550150344976,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.239354788896719,0.0650170852959505,0,0.0861287042591173,0,0,0,0,0,0,0,-0.0450421635636,0.0288153183719804,0,0,0,0,0,0,0.0797944159929465,0,0,0.0903182333914906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00819580496804918,0,0,-0.0217132120084957,-0.00412094044173183,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133834644426006,0,1.38777878078145e-17,0,0,0.232851356549371,0.307019833099738,0,0,0,0,0,0,0,0,0,0,0.185428197136691,0,0,0,0,0,-0.0572352023620631,0,0.256052096936972,0,0,0,-0.178310911605804,0,0,0,0,0,0,0,0,0.114162659558104,0,0,0,0,0,0,0
