,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300014.SZ,X300124.SZ,X003816.SZ,X002241.SZ,X002129.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X000596.SZ,X600703.SH,X002049.SZ,X000625.SZ,X002179.SZ,X601877.SH,X600741.SH,X000100.SZ,X300142.SZ,X600089.SH,X600460.SH,X002180.SZ,X000661.SZ,X002074.SZ,X600702.SH,X000157.SZ,X600522.SH,X000733.SZ,X002236.SZ,X600884.SH,X000799.SZ,X002414.SZ,X600584.SH,X002008.SZ,X600779.SH,X002007.SZ,X601799.SH,X600183.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.604391009813554,0,0,0.00144657908785939,0,0,0,0,0,0,0,0,0,0,0,0,0.0221061729831093,-4.33680868994202e-19,0,0,0.0861276625457129,0,0,0,0,0,0,0,0,0,0,0.0343448317914453,0,0,0.0624717193767047,0,0,0,0,0,0,0,0,0,0.00531812495033295,0,0,0,0,0,0,-0.016421387971889,0,0,0,0,0,0
X000858.SZ,0.180988264166802,0,0,0,0.180633966157288,0.0269636894854922,0,0.0491329868907841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618564401716385,0,0,0,0,0,0,0,0,0,0.0490898467355652,0,0,0.0870338887780984,0,0,0,0,0,0.0826581967450854,0,0,0,0,0,0,0,0,0,0.00339443503363057,0,0,0,0,0,0,0
X002415.SZ,0,0.0798372550865914,0,0,0,0.0891298878056243,0,0,0,0,0,0,0,0,0,0,0,0,0.0514958668630843,0,0,0,0,0.0122709956429038,0,0,0,0,0,-0.079323360949552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011412073262065,0,0
X600809.SH,0,0,0,0,0.206771599758075,0,0,0.021805198327962,0,0,0,0,0,0,0,0,0,0,5.52344412406841e-05,0,0,0.103644141815357,0,0.130441715905613,-0.228584431783466,0,0,0,0,0,0,0,0,0,-0.0757245002555225,0.146106858927265,0,-0.0263176270810325,0,0,0,0,0,0,0,0,0,0,0,0,0.00151713585023599,0.0161708956401773,0,0,0,0,0.0507835705498337,0,0
X000568.SZ,0.175924683589945,0.114162230029958,0,0.103167196740989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289532168037093,0,0,0,0,0,-0.0423070310590235,0,0,0,0,0,0.154896720101045,0,0,0,-0.128392132778509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118856305029267,0.0117568439123966,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241452592097747,0,0.282879607623123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144324323996607,0.0537137708118574,0,0,-0.0367597078650646,0,0,0,0,0,0,0.0799683366532715,0,0,0,-0.0746573115155943,0,0,0,0,-0.0733010694004352,0,0
X600276.SH,0,0,0,0,0,0.173687611804112,0,0,0.263490909433418,0,0,0,0,-0.19577522428926,0,0,0,0,0,0.0342086488495718,0,0,0.00125789073051537,0,0,-0.0742730468347152,0,0,0,0.0884946075844188,-0.0468311224843207,0,0.0404141212556564,0.128591732162959,-0.0840219064417922,0,0,0.0714497421524469,0,0,0,0,-0.0231632627972167,0,0,0,0,0,0,0,0,-0.0481335282794679,0,0,0,0,-0.0494646187263639,0,0
X002304.SZ,0,0.0804466650609538,0.00279443566669594,0.0767163675826465,0,0,0,0,0.0856183490085946,0,0,0,0,0,0,0,0,0,0.106392750226266,0,0,0.0943828575077886,0,0.070488332839768,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0828340116379828,0,0,0,0,0,0,0,0.0458443224064755,0,0.115400882449356,0,0,0,0.0205450674498304,-5.42101086242752e-20,0,0,0,0.0239190788258281,0,0
X600690.SH,0,0,0,0,0,0,0.110655182945958,0,0,0,0,0,0.0800993880590456,0,0,0,0,0,0,0,0.0727052627507433,0.0305494595877982,0,0,0,0,0,0,0,0,0,0,0,0,0.193867253026545,0,0,0.0771408405237252,0,0,-0.056408495756298,0.123062086324077,0,0,0,0.0342279653020699,0,0,0,0,0,0,-0.00526780048139113,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.065262990867211,0,0,0,0,0,0,0,0.0996446882700869,-0.0714422625836142,0.195258228384321,0,0,0,0,0,0,0,0,0,0,-0.0396729270293662,0,0,0.0113708390038131,0,0,0.096317594636038,0,0.00450137081939548,0,0,0,-0.0388609637263994,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145691677581841,0,0,0,0,0.00445082452194984,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00705856568626039,0,0,0,0,0,0.00402271380184061,0.0162332650541493,0,0,0,0.132369517802979,0,0,0,0.142433371372682,-0.0199940206550396,0,0,0,0,0,0,0.100993607800337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00733116056555831,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0816404600982089,0,0,0.0585633994873256,0,0,0,0,0,0,0,0,0,0,0,0.0706580369455667,0,0,0,0,0,0,0,0.0895774991509328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000127930962034951,-0.00471139735954486,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0204012579993866,0.0927274868675803,0,0,0,0,0.100379353448892,0,0,0,0,0,0.270784536617494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196069332863255,0,0,0,0.134684594771911,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0587227574303649,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601807593432705,0,0,0,0,0,0,-0.00983538480404367,0.0225113469628103,0,0.00836191287147331,0,0,0,0.0918264221363727,0,0,0,0.299555424326079,0.173076843432835,0,0,0,0,0.265225099647784,0,0,0,0,0,0,0.171130632092329,0,0,0,0,-0.028225684333186,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.387616926112714,0,0,0,0,0,0.0204781510262337,0,0,0,0,0,0,0,0,0,0,0.0279918903913023,0,0.200376207956973,0,-0.0631770344888251,-0.0593171494303822,0.157315971388581,0,0,0.0287526614464909,0,0.0517195325896761,0,0.224669779359015,0.049007885564511,0,0,0,0,0,0,0,0,-0.0117362814935652,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139035949478756,0,0.108910847008619,0,0,0,0.0973345981965366,0,0.0643853534237592,0,0,0,0,0,0,0.0528659805026553,0,0,0,-0.100121097199022,0,-6.93889390390723e-18,0,0,0,0,-0.14887637525381,0.0785747786401004,0,0,0,0,0,0,0,0,0,0,-0.00646687293085605,0,0,0,0,0,0
X002241.SZ,0,0.0597885105051055,0,0,0,0.555962610131597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520981885399678,0,0,0,0,0,0,0,0,0,0,0.0653492909524089,0,0,0,0.135395727967973,0,0,0.225387254136023,0,0,0,0,0,0,0,0,0,0,0,0.00477447172131408,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275736057539118,0,0,0,0,0,0,0.106851190875802,0,0,0,0,0,0,0.0872189428231731,0,0.306810872519138,0,-0.0874087036868015,0,0,0,0,0.0486828056750942,0,0,0,0,-0.0465199939147019,0,0,0,0,0.00235781879444413,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253082089867515,0,0.0980010952578012,0,0,0,0,0,0,0,0.033492043276145,0,0,-3.46944695195361e-18,0,0,0,0.0838123085848595,0,0,0,0,0,0.317135191721347,0,0,0,0,0,0.324351286802146,0,0,0,0,0,-0.00493684148380305,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105759954946785,0,0,-0.0764776596292317,0,0,0,0,0,0,0,-0.0301369524235416,0,0.0137345565431753,0.278789640962937,-0.0204918758772254,0,0,0,0.172374543953136,0,0,0,0.0805902938855372,0,0,0,0,0.0252214715308472,0,0,-0.0475504627750497,0,0,0,0,0,0,-0.0122342958148108,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0531253604043702,0,0,0,0.160127969306143,-0.000262287065444365,0,0,0,0,0.126005102335379,0,0,0,0,0,0,0,0,0,0.094919610004012,0,0,0,0.211342293619265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00582745133156505,0,0,0,0,0,0,0
X000596.SZ,0,0.163656063412743,0,0,0.0153376528924195,0,0,0,0,0,0,0,0,0,0,0,0,0.0366717103105193,0.110581809439199,0,0,0,0,0,0,0,0,0,0,0.00151586074301793,0,0,0,0,0,0.193287645823855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252973024021959,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.047234510067855,0,0,0,0,0,0,0,0.0200406301212862,0,0,0,0.0597531963756462,0,0,0,0,0.117250620188895,0,0,0.0639533327710189,0.0993583327073089,0,0,0,0,0.0457021438028934,0,0,0,0.0581555777222252,0,0.214333207256387,0,0,0,0.207529019911881,0,0,0,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0.255937427683158,0,0,0,0,0,-0.0717723308297041,0,0,0,0,0,0,0,0,0.115099018910635,0,0,0.0956714096650179,0,0,0,0.0866968722866059,0,0,0,-0.0426511865107263,0,0,0,-0.0784628504935468,0.145130800864312,0,-0.0516563360406583,0,0.0668305395632083,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499827148362615,0,0,0,0,-0.0109893517096112,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.20301618165784,0,0,0,0,0,0.0787934412470645,0,0,0,0,0,0,0,0,0,0.16529941348769,0,0,-0.212344501734309,0.29517782571111,0.140943398133218,0.0729045100874751,0,0.124538808796171,0,0,0,0.0781990953918964,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115714295413298,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100838574688159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442661828647829,0,0,0.0912960567875308,0,0.107637511488549,0,0,0,0,0,0,0,0,0,0,0,-0.0112640122281108,0,0,0,0,0,0
