,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X002475.SZ,X600031.SH,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X600703.SH,X000100.SZ,X002007.SZ,X300003.SZ,X002236.SZ,X000157.SZ,X300142.SZ,X600271.SH,X300124.SZ,X002008.SZ,X002179.SZ,X002506.SZ,X000625.SZ,X600183.SH,X600177.SH,X002371.SZ,X600498.SH,X600867.SH,X600487.SH,X002241.SZ,X000977.SZ,X300014.SZ,X600066.SH,X000050.SZ,X300146.SZ,X600522.SH,X600118.SH,X000066.SZ,X600372.SH,X600776.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.105521905835022,0,0,0,0,0,0.0331949619209641,0,0.143423405701714,0,0.0575903762240631,0,0,0,0,0,0,0,0,0,0,0,0.208942683820438,0,0,0,0,0,0,0,0,0,0,0,0,0.0611645917908218,0,0,0,0,0,0,-0.0891174338663794,0,0,0,0,0,0,0,0,0,0,0.193685634888914,0,0,0,0
X000858.SZ,0,0,0,0,0,0.10672908082229,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.351555333636034,0,0,0,0,0,0,0.30459292442616,0,0,0,0,0,0,-0.0234336956701299,-0.0250436346554327,0,0,0.0333182793849443,0,0,0,0,0.128691533224581,-0.00529283520031509,0,0,0,0,0,0,0,0,0,0,-0.00383654054600107,0,0,0,0,0.0455615195727763,0,0
X000651.SZ,0,0,0,0,0,0,0.454218856051959,0,0,0,0,0.0755880932657987,0.201396033468173,0,0.206919900447662,0,0,0.237293803026307,0,-0.0112129337905802,0,0,0,0,0,0,-0.0193580163719582,0,0,0,0.0202926539497659,0,0,0,0,0,-0.126918255842791,0,0,0,0,0,-0.0827345840617538,0,0,0,0,0,0,0,0,0,-0.0380354722439318,0,0,0,0.00122779281722951,0,0
X600104.SH,0,0,0.0487664618581501,0,0,0.0186681153018733,0,0,0,0,0,0.008935256574445,0,0,0.280908370163988,0,0,0,0,0,0,0.024232938831882,0.136397132800057,0,0,0,0,0,0,0,0,0.224787777203294,0,0,0,0,0,0,0,0,0,0,0,0.00619879506241884,0,0,0.0134552206140409,0,0,0,0,0.0048565042194394,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.141252158216136,0,0,0.076450510517054,0,-0.0131437723343292,0.162365939741539,0,0,0,0,0.0684895397917827,0,0,0,0,0,0,0,0,0,0,0,-0.0137895422728858,0,0.172819214103211,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.116773066467677,-0.0459152673098142,0,0,0.348807518409161,0,0,0,0,0,0,-0.00344845570833416,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.00649673534686895,0.304819975696879,0,0,0,0,0,0,0,-0.0831517040962835,0,0,0,0.485169341978669,0,0,0,0,0,0,0,0,0,0,0,0,0.0116644644828626,0.201725930030699,0.0949303672219844,-0.148776151292083,0,-0.0204344488514938,0,0,0,0,0,0,0,0,0,-0.0112678793914202,0,0,0,0,-0.00487982245785098,0,0
X002304.SZ,0,0.132862218335639,0.236449013970026,0,0,0,0,0,0,0,0,0,0,0,0,0.215523442883413,0.203391813249077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846581591293944,0,0,0,0,0,0,0,-0.0837137876431738,-0.0104634346628733,-0.0442652525594139,0,0,0.0655993380004677,-0.0433085686857621,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.15388020749816,0,0.223063735554177,0,0,0,0,0,0,0,0.0453192056264762,0,0,0,0,0,-0.102059497863653,0,0,0,0,0.104505955408885,0,0.171056483787235,0,0,0,0,0,0,0,0.137447718481631,-0.0365662038583973,0,0,0,0,0,0,0.344820229284057,0.0469455863254557,0,0.0283585956606472,-0.0858956909884035,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180027414044126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157284089535834,0.0226772413454502,0,0.0559682803026154,0.0428485774810408,0.0315470450490351,0,0,0.355252690989032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330808332194923,0,0
X000568.SZ,0,0.213313724419215,0,0,0,0,0,0.026533529860095,0,0,0,-1.73472347597681e-18,0,0,0,0.000443247713507594,0.21023623562645,0,0,0.0635494647832485,0,0,0,0,0,0,0,0,0,0,0,0.0686335932624504,0,0,0,0,0,0,0.154879428373351,0,0.0356042378284526,0,0,0,0,0,0,0,0,0,0,0,-0.0657958299010666,0,0,0,0,0,0
