,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000625.SZ,X000651.SZ,X300124.SZ,X002304.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000596.SZ,X000063.SZ,X002371.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600089.SH,X600703.SH,X002129.SZ,X002236.SZ,X000661.SZ,X600372.SH,X002241.SZ,X002049.SZ,X000157.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X002007.SZ,X000800.SZ,X600522.SH,X601799.SH,X600460.SH,X600183.SH,X002463.SZ,X300142.SZ,X002180.SZ,X002074.SZ,X002028.SZ,X600418.SH,X002294.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.26431267773415,0,0.199489366025333,0,0.0207233652367885,0,0,0.0256212138806439,0,0,0,0,0,0,0,0,0,0,0,0,0.045470340885904,0,0,0,0,0,0,0,0,-0.0534230248276164,0,0,0,0,0,0,0.0216202926747194,0,0.144635653656996,0,0,0,0,-8.67361737988404e-19,0,0.12819263793755,0.0156106375560081,0,0,0,-0.00164195329273245,0,0.0449968159512886,0,0,0.029361813431028,0,0
X000858.SZ,0.280083518885699,0,0,0,0,0.113560096158867,0,0.072072481183751,0,0,0,0.164483344197379,-0.125160430667687,0,0,0,0,0,0,0,0.0959012698113636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455024271595374,0,0,0.0372749762803098,0,0,0,0,0.0312387053957361,0,0,0,-0.000104309569005446,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813770320440519,0,0,0,0,0,0,0,0,0,0,0,0.133115455047629,0,0,0,0,0.113642000176613,0,0,0,0,-0.0269957524476311,0,0,0,0,0,0,0.0177258400699692,0.0284721281819588,0,0,0.0988925794646306,0.00316554141691962,0,0,0,0,0,0,0
X000568.SZ,0.364212111426388,0.116667200002124,0,0,0,0.210405143958764,0,0,0.00120899482635022,0,0.158214388905829,0,0,0,0,0.288332393873872,-0.0505619113683245,-0.0460923858205264,0.0489427491880597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321112024670692,0,0,0,-0.0666585083731727,0,0.00739230614258474,-0.00629913089608828,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0755363802984512,0,0,0.0790814207635439,0,0.0320248768517316,0,0,0,0,0,0,0,0,0,0.0980631440878438,-0.0694378049661302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00704621146574066,0,0,0.0126801662439083,0,0.0127267472755406,0,0,0,0,0,0,0,0,0.29435606619071,0,0,0.00987936298670312,-0.000921355334659133,0,0,0,0,0,0
X600809.SH,0.201006968366197,0,0,0.394793509095774,0,0,0.0662151913433693,0,0,0,0,0,0,0,0,0.0119182057223357,0,-0.00988166833979417,0,0,0,0.103856658528444,0,0,0,0,0,0.0190784315680508,0,0,0,0,0,0,0,0,0,-0.0865448865134973,0,1.35525271560688e-20,0,0,0.04147138312027,0,0,0,0,0,0,0,-0.0171921970838084,0.0506997743941662,-0.10139860672858,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.309080803289183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769097253130775,0,0,0.204424085159651,0,0,0,0,-0.0609260278018414,0,0,0.102280645416722,0,0,0,0,0.281061736382657,0,0,0,0,0.0187070789695738,0.121375234656029,0.117806113259294,0,-0.0873476344626161,0.127812947255722,0,0,0,-0.151012156943689,0,0
X600690.SH,0.191218071045374,0.0357547307308364,0,0,0,0,0,0,0,0.0649998010501697,0,0,0,0,0,0.147830494680323,-0.0136317048979321,0,0.0579956304623466,0,0,0,0,0,0,0,-0.00844902875688027,0,0,0,4.33680868994202e-19,0,0,0,-0.0107181999116893,0,0,0,0,-0.00918093537848103,0,0,-0.0258185435333538,0,0,0,-0.0220517548746353,-0.0166358544106314,0,0,0,0.0119756759444612,0,0,0,0,-0.0482007949710212,0,0
X000625.SZ,0,0,0,0.13993325798964,0.19106536685074,0,0,0,0,0,0,0.103525936687842,0,0,-0.110329870061964,0,0,0,0.322066792619694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713194595440648,0,0,-0.136305396535496,0,-0.103867572278058,0,0.102296077721769,0,0,0,0,0.38935628929873,0,0,0.0833735646254561,-0.00905532113743502,0.0315052734576383,-0.355326325902738,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0386509051998532,0.290461948060261,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0919668897774493,0,0,0,0,0,0,0,0,-0.140333497983222,0,0,0,0,0,0,0.0193051063699158,0.057869671704256,0.0172488810056612,0,0,0,0.101456690858999,0,0,0,0,0,0,0,0.0769663514445911,-0.155829052405777,0,0,0,0,0,0
