,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002304.SZ,X000651.SZ,X002475.SZ,X600690.SH,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X000063.SZ,X003816.SZ,X600703.SH,X002241.SZ,X000625.SZ,X000596.SZ,X002371.SZ,X000100.SZ,X300142.SZ,X002129.SZ,X002179.SZ,X002049.SZ,X000157.SZ,X600741.SH,X000799.SZ,X600702.SH,X002007.SZ,X601877.SH,X002236.SZ,X600584.SH,X002414.SZ,X600779.SH,X300146.SZ,X600460.SH,X601799.SH,X300003.SZ,X600183.SH,X000800.SZ,X002074.SZ,X000066.SZ,X000977.SZ,X600089.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0162188501207734,0,0.0445942609767443,0,0,0,0,0,0,0,0,0,0,0.00771203028875096,0,0,0.0415597399266893,0.0134355605396185,0.0717830648190474,0,0,0,0,0,0,0.0603315997457718,0,0,0,0,0,0,0.0716599057727296,0,0,0,0,0,0,0.105665859077864,0,0,0,-0.146861957371017,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.244105172474016,0,0.401200701815075,0,0,0,0,0,0,0,0.0214123143547369,0.0120155419988436,0,0,0,0,0,0.0577170862173591,0,0,0,0,0,0,0.0188619755457262,0,0,0,0.0267813845613343,0,0,0,0,0,0,0,0,-0.00179477234510639,0,0,0,0,0.0910835459491323,0,0,0,0,0,0,0,0,0,0,-0.00794667168567478,0,0
X002415.SZ,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.00236402391341351,0,0,0,0,0,0.0472625715002418,0,0,0,0,0,0.165456557950678,0,0.0302853735827041,0,0,0,0,0.0335318035125737,0,0,0.0715218166369257,0,0,0.083084500184463,0,-3.46944695195361e-18,0,0,0,0.0812566418871439,0.0384104647669109,0,0,0,0,0,0,0,0,0,-0.015006579646047,0,0,0,0,0.00535257458377343,0,0
X600276.SH,0,0,0,0,0,0,0.0650231342283742,0,0,0,0,0,-0.0488775823278622,0,0,0,0,0.0982357628429279,0,0,0,0,0,0,0,0.0513724857136472,0,0,0.0375105867887323,0,0,0,0,0,0,0,0,0,0,0,0.0234963323690966,0,0,0,0,0,0,0,0,0,0,0.160850728228097,0,0,0,0,0.0297952591545916,0,0
X600809.SH,0,0,0,0,0,0.0740776886378094,0,-0.102978920011143,0,0,0,0,0,0,0,0.120719237536761,0,0,0,0,0,0.0441251169398411,0,0,0,0,0,0.0310939600476639,0.101317827432757,0,0,0.528254994022327,0.036856112699253,0,0,0,0,0,0,0,0,0.0161027606743193,0,0,0,0,0,0,0,0,0,0.00867369231831037,0,0,0,0,-0.0413103299919091,0,0
X000568.SZ,0,0.380679780008207,0,0,0.243303438763236,0,0.155742261856081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121983596303177,0.0879269356883798,0.0828881651473235,0.0382648055993424,0.0237919458578892,0,0,0,0,0,-0.0139132183246693,0,0,0,0,0,0,0,0,-0.0131156368933924,0,0,0,0,0.254589829156906,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.182260591411693,0.147508085962804,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.290168149841848,0,0,0.136659026157418,0,0,0,0,0,0,0,0,0.0136674143687272,0,0,0,0,0,0,0.0992005817838371,0.124719465412166,0,0,0,0,0,0,0,0,0,0,0,0,-0.0755621093435923,0,0,0,0.00703231065936876,0,0
X000651.SZ,0,0,0,0,0,0,0.0149141869291404,0,0,0.0797225262422895,0,0,0,0,0.0592098203874457,0,0,0,0,0,0,0.0160373497995622,0,0,0.205119983798349,-0.037209081569306,0,0,0,0.138625498338069,0.00338484277353581,0,0.0460429049439818,0,0,0,0,0,0.0501335077971601,0,-0.051518535911301,-0.0821370036497716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127577627968383,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458988500183739,0.0174292711769419,0,0.124194563744798,0,0.328001515472186,0.0419341827619547,-0.0396429909452912,0,0,0.120692761857696,0,0.0863647850929864,0,0,0,0,0,0.0162498028506577,0,0,0,0,0,0.00290881335815048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0474929114003541,0,0
X600690.SH,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0913497446676365,0,0,0,0.235385503660694,0,0,0.0289658426125717,0,0.0343817745598314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077393552928646,0,0,0.26207400170159,0,0,0,0,0,0,0.073462392366467,0,0,0,0.0436023279220421,-0.0560707861995933,0,0,0,0,0,0,0,0,0,0.0340720318373549,0,0
