,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X000661.SZ,X000725.SZ,X000063.SZ,X600809.SH,X003816.SZ,X600690.SH,X002241.SZ,X000596.SZ,X000338.SZ,X600703.SH,X002007.SZ,X300124.SZ,X300014.SZ,X300142.SZ,X002371.SZ,X000100.SZ,X002049.SZ,X600741.SH,X601877.SH,X002236.SZ,X300003.SZ,X000157.SZ,X600584.SH,X000800.SZ,X002129.SZ,X300136.SZ,X002414.SZ,X600183.SH,X000625.SZ,X002179.SZ,X000977.SZ,X000066.SZ,X002456.SZ,X600118.SH,X601799.SH,X002185.SZ,X002008.SZ,X000050.SZ,X002508.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.136133802027585,0,0,0,0,0,0.173381727051349,0,0,0,0,0,0,0,0,0,0.0910741584870393,0,0,0.00158468200330676,0,0,0,0,0,0.0786626194814366,0,0,0,0,0,0.00199437153587869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116715824796215,0,0,-0.0015261143612872,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.141042854901684,0.300625274032335,0,0,0,0,0.277082732006244,0,0,0.00333808657000214,0.0721705482939277,0,0,0,-0.030062612948479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491564836620935,0,0,0,0,0,0,0.0886793568897321,0,0,0,0,0,0,0,0,0,0.00650117351700514,0,0,0,0,0,0
X600276.SH,0.0261978792350032,0,0,0,0,0,0,0.0478372799943714,0.0564205574190783,0,0.204084536852645,0,0,0,0,0,0,0,0,0,0,-0.0211428857702743,0,0,0,0,0.0398922102837862,0,0,0,0,0,0.0525318915648063,-0.0540669269690903,0,0,0,0,0,0,0,0,0,0,0.0570576854004147,0,0,0,0,0.106269932932924,-0.00939169975151922,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262230667747794,0,0,0,0.0119274635933318,0,0,0,-2.16840434497101e-19,0,0.0264144815234167,0,0,0,0,0,0.146920392813653,0,0.0334779616945206,0,0,0,0,0,0,0,0.0316954734858392,0,0,0,0,0,0,0.131018150692221,0,1.35525271560688e-20,-0.0277068121604967,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0926859216592429,0,0,0,0,0,0,0,0,0.187307921314734,0,0,0.114716530587168,0,0,0,0.0125882424550117,0,0,-1.73472347597681e-18,0,0,0,0,0.0370462086756195,0,0.035419904938287,0,0,-0.0441877621961466,0,0,0.0160450208554009,0,0,0,0,0.0670144844336149,0.0935741582574334,0,0,0,0,0,0,0,0,0,0.0215832697713528,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.152751585225255,0,0,0.0405799258255292,0,0.0910568546056193,0,0.028726975036261,0,0,0,0,0,0,0.145152165755273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00445417727660107,0,0,0,0,0,0,0.0928702057065918,0,0,0,0,0,0,0,0,-0.00130165936975251,-0.0137020169661549,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0058302296742703,0,0,0,0,0,0,0,0,0,0.00966851662722316,0,0,0,0,0.152986923878844,0,0,0,0,0.0705073814619077,0,-0.00672742617461887,0.0778964176886393,0.000273050827812576,0.137941922421117,0,0,-0.0577425911045101,-0.0532463712043171,0.00996044400924602,0,0,0,0,0,0
X000568.SZ,0,0.441769315531177,0,0,0,0,0,0,0.0783872986254895,0,0,0,0,0.0988987209244662,0,0,0,0.105778330892646,0,0,0,0,0,0.0455833963140183,0.0146811655570249,0,0,0,0,0,0,0,0.0891928390294236,0,-0.0513129371432608,0,0,0,0,0,0,0,0,0,0,0,-0.00340790200385661,0,0,0,0,0.036797902213129,0.00504971748411076,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.373310511080639,0,0,0,0,0,0.221950174489275,0,0.0649802365073446,0,0.0488854580150056,0,0,0,0,0,0.0247367314985167,0.0441895907642941,0,0,0,0,0,0,0,0,0,0.0438807932617604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264390007365819,-1.73472347597681e-18,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0493499751715107,0,0.034662534881802,0,0,-0.130799889837357,0,0.00327720431266082,0,0,0,0,0.115609855053211,0.268157990808698,0.0724819874706903,0,0,0,0,0,0,0.0998446783229914,0,0,0,0,0.243086143924533,-0.0933813993565671,0,0,0.118387504296946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021644673947417,-0.025302134544393,0,0,0,0,0,0
X000661.SZ,0,0,0,0.174400940844233,0,0,0,0,0,0,0,-0.188384303898029,0,0,0,0.0317762289382985,0.122814458848752,0,0,0,0.0674448357627876,0,0,0,0.13160237708807,0,0,0,0,0,0,0,0,0,0,0,-0.0551131604785883,0,0,0,0,0,0,0,0,0,0,0,0,0.114006261566524,0,0.00673826226161072,-0.0386458401759269,0,0,0,0,0,0
