,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600276.SH,X600104.SH,X000651.SZ,X300014.SZ,X300124.SZ,X002371.SZ,X600031.SH,X002129.SZ,X000725.SZ,X003816.SZ,X002241.SZ,X000596.SZ,X000625.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X601877.SH,X300142.SZ,X002074.SZ,X600741.SH,X000661.SZ,X002180.SZ,X600460.SH,X000733.SZ,X600522.SH,X000100.SZ,X600702.SH,X000799.SZ,X000157.SZ,X600884.SH,X002236.SZ,X600584.SH,X601799.SH,X000800.SZ,X600563.SH,X002176.SZ,X002414.SZ,X600372.SH,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.130288056673985,0,0,0.0175906002798797,0.0939060949060319,0,0.0255586135213716,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0219263353272173,0,0.212469906395707,0.0110131564747967,0.0629535303656594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256789107949255,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.454067510866606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123013617164523,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0414702775057781,0,0,0,0,0.0500486753184172,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0.256357906633986,0,0.0243588222690019,-0.0793615151474239,0,0,0,0,0,0
X600809.SH,0,0.203945609205593,0,0.0565191642046902,0.343745339033008,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.199378282209745,0,0.00188521805113786,0,0,0,0.138530564714596,0,0,0,0.0628935016073564,-0.0828405501723443,0,0,0,0,0.0652930775064193,0,0.0903773636162772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00760973456608166,0,0,0,0,0,0
X002415.SZ,0,0,0.146417499307361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216200822324941,0,-0.232003646773064,0,0,0,0,0,0,0,0.0581566214387937,0,0,0,0,0,0,0,0,0,0.0661951509524948,0,0,0.644439947185264,0,0,0,0,0,0,0,0,0,-0.0340978931458184,0.0972351554258511,0,0,0,0,0,0
X000568.SZ,0,0.270553893524354,0.22734547859641,0,0,0.224058170686836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114130646456153,0,0.183254722510525,0,0,0,0,0,0,0.0110249029744956,0,0,0,0,0,0,-0.0515938225923637,0,0,0,0,0,0,0,-0.0327770993542047,0,0,0,0,-0.120560656575139,0,0,0,0.0532058736054291,0,0,0,0,0,0
X002304.SZ,-1.73472347597681e-18,0,0,0,0.229956195382715,0,0,0,0,0,0,0,0.200839280384832,0,0,0,0,0.212941585249454,0,0.0956069691141573,0,0.0153732577581548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177052452243269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00650736734535019,-0.0891466618786755,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0277117541478396,0,0,0,0,0.0606005189798835,0,0,0,0,0.127939330107316,0,0,0,0,0.417702857918011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230694426382446,0,0,0,0,0,0.068060422046765,0,0,0,0,0,0,0,0,0,0,0.0259112917359116,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.149927502278212,0,0,0,0,0,0.196725312490918,0,0,0,0.116787042713729,0,0,0,0,0,0,0.128114485393447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098247690830681,0.0158643925608179,0,0,-0.0401412683130685,0.0187797166640019,0,0,0,-0.00986928067264436,-0.00128002202026775,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.123853794020679,0.0377378724626941,0,0,0,0,-0.0677030067378309,0,0,0,0,0,0,0,0.147314316610197,0,0,0,0,0.143507337738234,0,0,0,0.0242438919464502,0,0,0,0,0,0,0,0.219555507778116,0,0,0,0,0,-0.0257186260350541,0,0,0,0,0.222187520070164,0.0390029146864637,0,0,0.0233046284033969,0,0.224759786929186,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086054174260699,0,0,0.145756059028709,0,0,0,0,0,0,0,0,0,0.111083872581616,0,0.062770138778171,0,0,0.0335449455855682,0,0,0,0,0,0,0,0.00953395750306525,0.127002264833134,0,0,0,0,0,0,-0.00729547553952279,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0456291378660156,0,0.111311427383793,0,0,0,0,0,0,0.153814639747413,0,0,0.1679547630308,0,0.0896582367997415,0,0.0330264417733421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741843344889439,0,0,0,0,0,0,0,0,0,0,0,0,0.0517006097944275,0,-0.0301834517754471,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637800883495777,0,0,0,0.0651970658061026,0,0.0370057086861483,0,0.214689455104621,0,0,0.169069847039039,0.0983354864020347,0,0.0454820062199225,0,0,0.0822020783543403,0,0,0,0,0,0,0,0,0.145064456614299,0,0,0,0.0433419457624786,-0.114702250852372,0,0,0,0,0,0
X300124.SZ,0,0,0,0.123428539645465,0,0.152564924261917,0.0108316761056833,0,0,0,0,0,0,0,0,0.0118358209962011,0,0,0,0,0,0,0,0,0,0.126141465290133,0,0,0,0,0,0,0,0,0,0.168712463172768,0,0,0.112097746621953,0,0,0,0,0,0,0,0,0,0,0,-0.0490690222581996,0.0139547531107894,-0.107945202701142,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.123303975265305,0,0,0,0,0,0,0,0,0,0,0,0.00246021037967436,0.0145862160257313,0.0400924386296251,0,0,0,0,0,0,0,-0.0249534085694949,0,0.123236013372852,0,0,0,0,0,0,0,0,0,0.538838893891936,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.00588246818129512,0.061960704501394,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.189335741425114,0,0,0,0,0,0,0,0,0,0.0678012984029291,0,0.0218268785421088,0,-0.00788358053208632,0.148661060430861,0.0102261552620706,0,0,0,0,0.0407814409686967,0,0,0,0,0,0,0,0,0,0.384056452337461,0,0,0,0.0589853980430084,0,0,0,0,0,0,0,0.0198413746082166,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0196073558138484,0.136519877068775,0,0,0,0,0,0,0,0.0471335123285063,0,0,0,0.205544456105119,0,0.0600964611193645,0,0,0,-0.186394611217344,0.0246640765610669,0.0224057895379053,0,0,0.140703891535014,0,0,0,0,0.328609742803944,0,0,-0.0759450924251021,0,0,0.0647428245389547,0,0,0,0,0.0518510500027341,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0132199515371039,0,0.0561008918758126,0,0.0317049179004417,0,0,0,0,0,0,0,0,0,0.135036287490384,0,0,0,0,0,0.149429970063154,0,0,0,0,0,0,0,0,0,0,0,0,0.0584756313143646,0,0,0,0,0,0,0,0.117583172630005,0,0,0.111494287095376,0,0,0,0,-0.00872753490482054,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0.0450381234272488,0,0.151065923978684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17633598468952,0,0,0,0,0,0.0386446273005249,0,0,0.0382851180890539,-0.0534901035966745,0,0,0,0,0,0
X002241.SZ,0,0,0,-0.0178084399790382,0,0,0.520313228740356,0,0,0,0,0,0,0,0,0,0,0,0,0.076279082234119,0,0,-0.164586082765506,0,0,0.147155747569669,0,0.125392769273173,0,0,0.195721481289886,0,0,0.19428172315714,0,0,0,0,0,0,0,0,0,0,0,-0.0133135337793834,0,0,0.0500497568831506,0,0,0,0,0,0,0,0,0,0
X000596.SZ,0,0.176744783602317,0,0,0.186581182364682,0.114130709059491,0,0,0,0,0,0,0,-0.00774797404422731,0,0,0,0,0,0,0,0.20703665626009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029973971763836,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.00391786650029692,0.0191182936614023,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0478165569553203,0,0,0,0,0,0,0,0,0,0,0,0.523608798246667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105116204390999,0,0,0,0,0.0820782194949498,0,0,0,0,0,-0.0769085549684862,0,0,0,0,0,0,0
X000063.SZ,0.0161627162180838,0,0,0,0,0,0,0.294994972282303,0.125233070143909,0,0,0,0,0.0788040815466551,0,0,0,0,0,0,0,0,0,0,0,0.0463592372828254,0,0,0.030357194390819,0,0,0,0.238370011814233,0,0,0,0,0,0,0,0.105133162277008,0.157560866177683,0,0,0,0,-0.0204721535713792,0,0,0,0,0.0234573074053174,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0.236240146906996,0,-0.0756597889098296,0,0,0,0,0,-0.00638481109235646,0.0399526233819105,-3.46944695195361e-18,0,0,0,0,0,0,0.0603151754597998,0,0,0,0.348417440106534,0,6.93889390390723e-18,0,0.115757457196024,0,0,0,0,0,0,0.191330626625326,0,0,0,0,0,0,0,0,0,0,0.124098332340506,0,0,0,-0.0179861719140658,0.02700480640076,0,-0.117719814691129,0,0,0,0,0
X000338.SZ,0,0.0373721825812659,0,0,0,0.00456627718745061,0,0,0,0,0,0.0148402552648232,0,0,0.315668625527838,0,0,0,0,0,0.0173997737445172,0,0,0,0,0,0,0,0,0,0,0.0728825340678811,0,0,0,0,0,0.0989145755576526,0,0.0845717726473717,0,0,0,0,0.174457484968705,0,0.0550255512622992,0,0,0,0,0,-0.0239714170198619,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137532103023117,0,0,0,0,0,0,0,-0.00500987981303792,0,0,0,0,0,0,0,0,0,0,0,0,0.0674672911842181,0,0.107686622998366,0,0.134623584502166,0.00871187834060349,0,0.051301263557117,0,0,0.0783301687317058,0.0523151360449331,0,0,0,0,0,0
X600703.SH,0,0,-0.165225626400002,0.121141989005377,0,0,0,0,0.125524472637067,0,0,0,0,0.0915487086713557,0,0,0,0,0,0,0,0,0,0,0,0,-0.00863388618736506,0.111353021000357,0.0737434129916178,0.38613661641457,0,0,0.0511805695377229,0,0,0.143140334475195,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
