,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600690.SH,X000100.SZ,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600271.SH,X600703.SH,X600089.SH,X600066.SH,X600118.SH,X601877.SH,X600177.SH,X002236.SZ,X000550.SZ,X000581.SZ,X002129.SZ,X000568.SZ,X600582.SH,X000559.SZ,X300124.SZ,X000623.SZ,X002475.SZ,X000050.SZ,X600060.SH,X000800.SZ,X300146.SZ,X300003.SZ,X600839.SH,X002294.SZ,X002456.SZ,X000977.SZ,X002292.SZ,X000869.SZ,X000400.SZ,X002465.SZ,X600166.SH,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.068303018765912,0,0,0,0.113626227609974,0,0,0,0,0.0933425508058183,0,0,0,0,0.398099853561679,0,0,0,0.129704003402033,0,0,0,0,0,0.127348727411295,0,-0.140570320345847,0,0,-0.0492463263203499,0,0,0,0,0,0.0379790920096119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187108403063192,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.0561784036635084,0.171930462207834,0,0,0.0543474243948486,0,0,0,0,0,0,0,-0.000445654085736341,0,0,0,0,0.05657066992915,0.0956366074712499,0,0,0,0,0.0950398969949505,0,0,0,0.0570111514751566,-0.0697707147873944,0,0,0,0,0,0,0,0,0,0,0.00937997278236375,0,0,0,0,0,0,-0.0516240944201641,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.228885517657258,0,0,0.2189600885568,0,0,0,0.0143208092301816,0,0,0.0582602966755899,0,0,0,0.0304804625375195,0.0406088512313627,0.114767198255488,0.0936538979581169,0,0,0,0.104536289928863,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0528854317400374,0.0925991868662941,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.0772803858049263,0.107532514021659,0,0,0,0,0,0,0,0,0,0.00604924991942769,0,0,0,0,0,0,0.0968545900537818,0,0,0,0,0,0,0.0154023522416134,0.247432112851494,0.0307247518189101,0,0,0,0,0.136972181350277,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677892293182468,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.184841551231374,0,0,0,0,0,0.0894485220243363,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.148570499197299,0.226597850013197,0.16974026140408,0,0,0.033789944957395,0,-0.026196723260076,0.157617510466248,0,0,0,0,0.282274519192904,0,0,0,0,0.0199508315061382,0,0.0173003607661347,0,0.159282268045767,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0.0263182515408127,0,0.0633977290200505,0.141961445033283,0,0,0,0.238258342129843,0,0,0,0,0,0,0,0,0.120622624825849,0,0,-0.0595114306477789,0,0,0.031607397142365,0,0,0,0.251540909132651,0,0,0,-0.0696817168635344,0,0.035306112550492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0210629423974431,0,0,0,0,0.0977159853666141,0,0.184234307524383,0.0713225410684538,0.0337743887619445,0,0,0,0,0,0,0,0,0,0,0,0,0.0940215374209645,0,0,0,0,0.100004478755327,0,0,0,0.0260041637361189,0,0,0,0.0737881193278887,0,0,0.113856116787934,0,0,-0.0338152161939355,0,0.0713419075974643,0,0,0,0,0,0,0.00285954189153672,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.0999630671023465,0,0.113827880197624,0,0,0.0950933641819461,0,0,0,0,0,0,-0.0297036615346299,-0.0555952691538389,0,0.106867921909329,0,0,0.0288878462167848,0,0.316979858934462,0,0,0,0,0,-0.0239526681212991,0,0,0,0,-0.0850843877641305,0,0,0,0,-0.329799646050867,0,0,0.213712043931342,0,0,0,0,0,0.0587849221430081,-0.0371604108214745,0,0,0,0,0,0
X000063.SZ,0,0,0.074292207976368,0,0,0,0,0.0703717712619776,0,0.189349388211018,0,0.0228293330897341,0,0.162381113316274,0,0,0,0,0,0.087469519464171,0,0,0,0,0.0665469600815635,0.0268888045301422,0,0,0,0,0,0,0,0.00658958357978567,0,0,0.0193585919234163,0,0,0,0,0,0,0,0,0,0,0.0619033978930858,0.0722961093135398,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0
X600031.SH,0.0975500250197085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714464323414597,0,0,0,0,0,0,0,0,0.092921884411572,0,-0.0358392323759431,0,0,0,0,0,0,0.0514819662074405,0,0.00576534268513055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0.147612004847296,0,0.209189008148738,0,0,0,0,0,0,0,0,0.0185828135963491,0,0,0,0,0,0,0,0,0,0,0,0,0.156462279304091,0,0.125984924926899,0.00877444715058389,0,0,0,0.0824026637890574,0,0,0,0,0.146915386778779,0.0276135915111714,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0278241917361169,-0.0288781030423491,0,0,0,0,0,0
X000100.SZ,0,0.0684982388174282,0.106993736532862,0,0,0,0,0,0,0.076590950583036,0,0,0,0,0,0,0,0,-0.0304619153224237,0,0,0,0,0,0.050783480064073,0,0.097494086423152,0.0497693900492376,0,0,0,0,0,0.0546786745073329,0,0,0.29886703904978,0,0,0,0.112503324600277,0,0.0372377053871329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0676938157805191,0,0,0.0236405982147634,0,0,0,0,0,0,0,0,0,0,0,0.0976032962907961,0,0.18589613822423,0.0144647101326721,-0.0738219052433901,0,0.0307296790557456,0,0,0,0,0,0,0,0,0,0,-0.0250545924931487,0,0,0,0,0,0,0,0,0,-0.0376946267936596,0,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0789800613592254,0,0.0693605340351835,0,0,0,0,0.594405420616017,0,0,0.0470210625043391,0.123123328348425,0,0,0,0,0.039326063586123,0,0,2.16840434497101e-19,0,0,0,0,0,0.0213093604385752,0,0,0,0.0199078130283735,0,0,0,0,0,0,0,0,0,0,0.0351649196045634,0,0,-0.0222254386664375,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.244249780314874,0.00146698199466741,0,0,0,0,0,0,0,0,0,0.0299868883147652,0.144150988122387,0,0,0.0743775503808156,0,0.0283610107507707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0.688447399827601,0,0,0,0,0,0,0,0,0,0,0,0,0.10364305955639,0,0.0177745913815105,0,0,0,0,0.0552173103257369,0,0,0,0,0,0.0885290952486827,0.0532883812483105,0,0,0,0,0,0,-0.0138394714844948,0,0,0,0,0,0,0,0,0.0142538956080857,0,0,0,0,0,0
X600741.SH,0.337632749536378,0,0.0122194339180433,0,0,0.0798044443297583,0,0,0.0826186176020434,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0167977209576221,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.167314760822762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000515048758763483,0,0,0,0,0,0
X002241.SZ,0.156340230483217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544569335954508,0,0,0,0,0,0.146383234941924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775739175428609,0,0,0,0,0,0,0,0,0.0736687698757855,-0.0464356881343484,0,0,0,0,0,0
X600271.SH,0,0,0.122213205988052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11771588816318,0,0.00171795345371925,0,0,0.0666713848574653,0,0,0.118067871732179,0,0.0355171265031087,0,0,0,0,4.33680868994202e-19,0.0107978092507171,0.0780185904213187,0,0,0,0,0,0,0.154963359672715,0.265646354245578,0,0,0,0,0.0164748399244881,0,0,0,0,0,0
