,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X000568.SZ,X002475.SZ,X600031.SH,X002236.SZ,X000100.SZ,X600271.SH,X002456.SZ,X002085.SZ,X000338.SZ,X600118.SH,X600177.SH,X002292.SZ,X000157.SZ,X002180.SZ,X002007.SZ,X000559.SZ,X600372.SH,X600867.SH,X300003.SZ,X300124.SZ,X002074.SZ,X002506.SZ,X002294.SZ,X002426.SZ,X600498.SH,X601877.SH,X600089.SH,X600522.SH,X002465.SZ,X002508.SZ,X600566.SH,X000050.SZ,X000869.SZ,X000981.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119768044604382,0.0130125745187936,0,0,0,0,0,0.00676377915800593,0,0,0,0.296869063697352,0,0,0,0.054249552389703,0,0,0,0,0,0,0,0,0,0,0,0,0.0715398299511549,0,0,0,0,0,0,0.0641220199034954,0,0.0778098092881341,-8.67361737988404e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.136503797729732,0,0,0.0749622982204388,0,0,0.0319180483443525,0,0,0,0,0,0,0,0,0,0,0.149878169788661,0,0,0.0274628107023617,0,0,0,0,0,0.107534610172624,0,0,0,0,0.0581004683818277,0,0,0,0,0,0,0,0,0.127868339778327,0,0,0.0414689062268494,-0.0414446752939947,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.151707024468979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111766453537205,0,0.433993683505678,0,0,0.0512740150852128,0,0,-0.319060447405169,0,0,0,0,0,0,0.165558196474721,0.00338351612634991,0,0,0,0,0.421504324875066,0,0,0,0.0997250580076732,0.0571904496956579,0,0,-0.00683436390970772,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212698403498243,0,-0.184091552586626,0,0.016443046398958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128737983314615,0,0.0758856112339148,0,0,-0.0872477940404031,0,0,0,0,0,-0.112822471653782,0.113750471687027,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401272204664655,0,0,0,0,0,-0.0134226103571491,0.00484381116610571,0,0,0,0,0,0,0.149881676675795,0,0,0,0,0,0.0614746729199452,0,0,0,0.142684236780637,0,0,0,0,0,0.00965127002933766,0,0.0319616435112818,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.0135983004554757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162850226553396,0,0,0,0.0727848099275336,0,0,0,0,0,0,0.0874677189579972,0,0,-0.094480086996211,0,0,0,0.015897430102185,0,0.184917885669579,0,0.0393931333011205,0.102876656879649,0,0,0,0,0.131969198851456,-0.125244814401701,0,0,0,0,-0.0561854174179346,-0.0466744317452512,0,0,0,0,0,0
X002304.SZ,0.175240689627944,0,0,-0.0974269816385262,0,0,0,0,0,0,0,0,0,0,0,0.171572477057589,0,0,0,0,0,0,0,0,0,0,0,0,0.0580649705189038,-0.0261168555094444,0.10390053146996,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.130245777022051,0,0,0.0234604811000887,0,0.168477360144176,0,0.00667861122680182,0,0.0128334761346185,0.0551858747110125,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0967582051626831,0,0,0.14405855510558,0,0.11706187832149,0,0,0,0,0,0,0,0,0.0243943570307266,0,0.0242339685960155,-0.0159053076096343,0,0,0,0,0,0,0,0,0,0.0335399818484751,0,0,0,0,0,0,0,0,0,0.0172796753433452,0,-0.10340636626729,-0.019004742714967,0,0,0,0,0,0
X000625.SZ,0,0.0472548291909749,0,0,0,-0.0668038609462771,0,0,0,0,0,0.109255784275483,-0.0728921713826724,0,0,0,0,0,0,0,0,-0.0291362425520059,0,0,0.0655005305394729,0.188725693166758,0,0,0,0,0,0,0,0,0,0,0,0,0.104393403705353,0,-0.026607244534489,0,0,0,0.206655737731362,0,0,0,0.020858026987044,0.0617033883611841,0,0.0446632992664397,0,0,0,0,0,0,0
X000063.SZ,0,0,-4.33680868994202e-19,0,0,0,0.0362021459944862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015948155754513,0.0801855615470589,0,0,0,0,0,0,0,0.119083386994595,0,0,0,0,0,0,0,0.14055434501734,0.229550970257684,0.0146623456373938,0,0.0144595697429755,0,0,0,0.0408660027952083,0,0.0105297148904121,0.0439520970935168,0,0,0.00323682788161818,0,0,0,0,0,0
X600690.SH,0,0.124076288301129,0,-0.0099878086868368,0.0676103709735729,0,0,0.0656717862037957,0,0,0,0,0,0,0.101925812827164,0.178452014983215,0,0.024386991380606,0,0,0,0,0,0,0,0,0,0,0,0.146998420280179,0,0,0,0,0,0,0,0,0,0.0199837452506811,0,0,0.142732038920404,0,0,0,0,0,0,-0.0148586618835865,0,0,0.0579998233841721,0,0,0,0,0,0
X600741.SH,0,0.19449664560507,0,0,0,0,0,0,0,0,0,0,0,0,0.0466011178591181,0,2.16840434497101e-19,0,-0.0451515205662044,0,0,0,0,0,0,0.489701790323769,0,0,0.0318639731058094,0,0,0,0,0,0.0216244016750016,0,0,0,0,0.0837173271344389,0,0,0,0,0,0.0562493776859422,0,0,0.010556694011104,0,0,0,0.0228924058080404,0,0,0,0,0,0
X600703.SH,0.00291053765837938,0,0,0.229076956183097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205100429542114,-0.0173018172897369,0,0,0.07812464412118,-0.12029456537198,0,0,0,0,0,0.0237481330728559,1.73472347597681e-18,0,0,0,0,0,0,0.0217273379279672,0,-0.0204968615337935,0.0699646102620993,0,0,0,0,0,0,0,0,-0.102616623326155,-0.135559115982556,0,-0.0343773263065529,0.0598899223472974,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0.0772433397943469,0,0,0,0,0,0,0.0703923545700349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228294324145184,0,0,0.103263178440165,0,0,0,0.081127317456489,0,0.0850389420617502,0,0,0,-0.0251845894966107,0,0,0.01444244447315,0.0298408102540734,-0.204903534565509,0,0,0,0,0
X002241.SZ,0,0.0122441177503434,0,0,0,0,0,0,0,0,0.0231557964419481,0,0,0,0,0,0,0.12470019149952,0,0,0,0.093594154625775,0,0,0,0,0,0,0.0846650479607135,0,0,0,0,0,0.320813840094933,0,0.0649682438542072,0,0,0.428637068099794,-0.465274426409127,0,0,0,0,0,0.322556080270232,0,0,-0.0472591779495014,0,-0.0840765892962425,0.0957396249949772,0.00572696793817783,0,0,0,0,0
