,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X300124.SZ,X600104.SH,X000725.SZ,X000063.SZ,X600031.SH,X003816.SZ,X000596.SZ,X002371.SZ,X002129.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X002049.SZ,X600089.SH,X000661.SZ,X000100.SZ,X002241.SZ,X002180.SZ,X300142.SZ,X600702.SH,X601877.SH,X000157.SZ,X600584.SH,X600741.SH,X002236.SZ,X600522.SH,X000733.SZ,X600460.SH,X002074.SZ,X000977.SZ,X000066.SZ,X000799.SZ,X300003.SZ,X002294.SZ,X600183.SH,X002007.SZ,X002414.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0245712578400054,0,0,0.190718459367878,0,0.180135273995689,0,0,0.0819832338654241,0,0,0,0.012056070894564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145908436557182,0,0,0,-0.0692787426524927,0,0,-0.0230775463799675,0,0,0,0,0.0767395184799582,-0.0241579110391888,0,0.0969368010981141,0,0,0,0,0,0.0121995814534542,0,0,0,0,0,0
X000858.SZ,0,0,0.0246613986672359,0,0.247219984477104,0,0.644905146620775,0,0.0496816056832049,0,0,0,0,0,0.0259901105416407,0,0.0116259272043712,0,0,0,0.0338103434425589,0,0,0,0,0,0,0,0,0,0.0501528300112197,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419139973594771,0,0,0,0,0,0,-0.0193998513604176,0,0,0,0,0,0,0
X002415.SZ,0,0.0564943204193171,0,0,0,0,0,0,0,0.128153367890495,0,0,0,0,0,0,0,0.00840269097912151,0,0.0210341030219375,0,0,0,0,0,0.330540300734481,0,0,0,0.162006769399384,0,-0.00500161259850559,0,-0.0806210195022951,0,0,0.235798119863627,-0.264645181146838,0.037952368191166,0,0,0,0.0678055091942221,0,0,0,0,0,0,0,0,0.0209250010343721,-0.041772640409098,0,0,0,0,0,0
X000568.SZ,0,0.412941346139668,0.0900568260796939,0,0,0,0.389806174486138,0.0562228974699661,0,-0.0184173723700894,0,0.10925935739034,0,0,0,0,0,0.066326447499864,0,-0.0381974198024323,0,0,0,0,-0.218235456229956,0,0,0,0,0,0,0,-0.0466191645881579,0,0,0,0,-0.0816078859600286,-0.0774250900584812,0,0,-0.0853991677041473,0,0,0,0,0.249610951866954,-0.0391171407740819,0,0,0,0.0247454506520533,-0.0438999273436341,0,0,0,0,0,0
X600809.SH,0,0,0.105470589291206,0.118459058991401,0,0,0.215040779308737,0.0725709339172645,0,0,0,0,0,0,0,0,0,0,0,0.0563057344578688,0,0,0,-0.0405700694139304,0,0,0,0,0,0,0,0,0.0527750023907118,0,0,0,0,-0.0932905019248217,-2.71050543121376e-20,0,0,0,-0.0212161241512821,0.244140791023149,0,0,0,0,0,0,0,0.000294814467341407,0,0,0,0,0,0,0
X600276.SH,0,0.163100960850393,0,0,0,0,0,0,0,0,0,0,0,0,0.0261236396023371,0,0,0,0,0,0,0,0.0232818943058988,0,0,0,0,0,0,0,0.0847774919474658,0.092062999935142,0,0,0.0271579955353003,0,-1.38777878078145e-17,0.00519800292845931,0,0,0,0,0.0148738462775909,0,0.269656797164174,0.116469579171629,0,0,0.0813523873129077,0,-0.0478101077090875,0,-0.0239959185747182,0,0,0,0,0,0
X002304.SZ,0,0.36463046320562,0,0.37611904054524,0,0,0,0,0,0,0,0,0,-0.0227153693867134,0,0,0.196947232674393,-0.003834967159335,-0.0301150893378764,0,0,0,0,0,0,0,0,0,-0.0215078575436779,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161044695096619,0,0,-0.076631228179003,0,0,0,0,0,-0.00490480023201285,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.134302838942563,0,0,0,0,0.0549808494426984,0,0.0624487788019404,0,0,0,0.119670910294083,0,0,0,-0.0423605307303481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104699258869368,0,0,0,0,0,0.00568639430396661,0,0,0,0,0,0,0,0,0,0.00726099548191198,0,0,0,0,0,0,0
X000651.SZ,0,0.186930549477025,0,0,0,0,0.0262819199395943,0.338054346475643,0,0,0,0,0,0,0,0,0,0,-0.0119951732104609,-0.0195136483659022,0.0953832820216497,0.0753972956699862,0,0,0,0,0,0,0,0,0.0148441869624171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345939604381046,0,0,0,-0.00443760446988932,-0.00748670447779322,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.185018042482339,0,0,0,0,0,0,0,0.0719663910600335,0.268431419248255,0,0,0,0,0,0,0,0,0,0,0,0,0.0140783254377673,0,0,0,0,0.295346428905833,0,0,0.156611906618002,-0.0142033146374598,0,0,0,0,0,0.0805161855371393,0,0,0.532644182309466,0,-0.0263346029008833,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.176632108971632,0,0,0,0,0.166685075536525,0,0,0,0,0.0598619778688952,0.0870963098766319,0,0,0,0,0,0,-0.310490394629775,0.0643199052493494,0.136514530752466,-0.013069266722718,0,0,0,0.0384235740461832,0,0,0,0,0.0728339955815028,0,0.178465725104212,0,0,0,0,0,0.168280951864608,0,0,0,-0.0356121586371145,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.063857545228923,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0405052572200372,0,0,0.156759633449798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282824889694168,0,0,0,0,0,0.0689750014983864,0,0,0,0,0,-0.0140833081365947,0,0,-0.0291855562154414,0.0456970851515401,-0.0294365371155303,0,0,0,0,0,0
X000725.SZ,0,0,0,0.101034016774547,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.00270439137828122,0,0,0,0,0,0,0.0224084467035761,0,0.0905469694070682,0.0660794882692226,0,0,0,0,0,0,0.0327995912068586,0,0.0379853293059861,0,0,0.0524212615332654,0,0,0,2.16840434497101e-19,0.076805880623768,0,0,0.117220592782557,0,0,0,-0.00585380265661854,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0282849847806348,0,0.0717780029589278,0,0,0,0,0,0,0,0,0,-0.0176242199598655,0,0.102590601486368,0.0906421996650179,0.0695928281624922,0,0,0,0,0,0,0,0,0,0,0.0112851631269163,0,0,0,0,0.112594937861941,0,0.287655266617735,0,0,0,0,0,0,0,0,0,0.251485442399654,0,0,0,0.0549345483592923,0.00123327427661,0,0,0,0,0,0,0
X600031.SH,0,0.338414002291626,0,0,0.0361726445761974,0,0,0.104549762835887,0,0,0.104336000351292,0,0,0,0,0,0,0,0,0,0,0.0558440247017191,0,0,-0.193984437730657,0,0,0,0.0818697435320592,0.0315847248826605,0,0,0,0.277632742535266,0,0,0,0,0,0,0,0.038101309232579,0.0259700357047486,0,0,0,0,0.0128637333840834,0,0,0,-0.0272155746274255,0,0,0,0,0,0,0
X003816.SZ,0,0,0.00135522540326895,0,0,0,0,0,0.0144987719743719,0,0,0.00328699716793423,0,0,0,0,0,0,0,-0.027721600087405,0,0.0233188018493108,0,0,0.00698659811932734,0.250045006853972,0,0,0,-0.0128393954971603,0,0,0,0,-0.0115772594351939,0,0,0,0,0,-0.0351052402267836,0.0524692163578189,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0136721402622058,0,0,0,0,0,0,0
X000596.SZ,0.0747356501775337,0,0,0,0,0,0.354890771390191,0,-0.124250230095033,0,0,0,0,0.164237597151937,0,0,0,-0.0101108988135623,0,0,0,0,0,0,0,0,0,0,0.0323323519084733,0,0,0,0,0,0,0,0,-0.0352251904312177,-0.0384232541027284,0,0,0,-0.0193975017629106,0.107284617738762,0,0,0,0,0,0,0,0.00526784296262924,-0.00720599501229319,0,0,0,0,0,0
X002371.SZ,0,0,0.0935521705644773,0,0,0,0,0,0,0.00457758943493484,0,0,0,0.111878986587676,-0.00429688373879958,0,0,0,0,0,0,0,0,0,0.440491884483766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253160933558261,0,0,0,0,0,0,0.0269985991392314,0,0,0,0,-0.0194739136332524,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858784929804564,0,0,0,0.215484945998155,0,0.007537254889959,0,0,0,0.117727648876794,0,0,0,0,0,0,0,-0.0366897645994571,0.148574832343584,0,-0.0733905098555412,0,0,0.2652490349731,0,0,0.0499080167405831,0,0,0,0,-0.0621470081915027,0,0,0,0,0,0.0749228454899242,-0.0453483265576688,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0.0238142079701549,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.134881304561152,0,0,0,0,0,0.144539600561697,0,0,0,-0.178392505523542,-0.489699800283162,0,0,0,0,0,0.231917699342069,0,0.1050923622926,0.0250083951803916,0,0,0,0.0578898170696413,0,0,0,0.021338224746757,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290392738997941,0.231594473372413,0,0,0,0.056315156444808,0.149032333754163,0,0,0.164033849384153,0,0,0,0,0,-0.0557226365323716,-0.153899424648558,0,0,-0.141485463041444,0,0,0.637621864329037,0,0,0,0,0,0,0,0,-0.220067065628939,-0.0519204263652594,0.0122840687919824,0.051247579312586,0,0.066019322248741,0,0.0666481181638526,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.109321521930887,0,0,0,0,-0.0214753141933516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553817300701534,-0.0219129187776455,0,0,0,0.195988026165953,0.00717175111537684,0,-0.0299589632344438,-0.0110712802327742,0,0,0,0.0609465961133422,1.73472347597681e-18,0,0,0,0,0,0,0.0237226166056627,-0.24803238728,0.0233727008298573,0.000400426453213925,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.160630302547475,0.0819338518962861,0,0,0,0,0,0,0,0,0,0,0,-0.0376224236426458,0,0.158336340517304,0,0,0,0.127136152491082,0,0,0,0.0102548645988926,0,0,0,0,0,0.063870093247518,0,0,0,0,0.331847966667299,0,0,0.0201274956137619,0,0,0.0803740243929445,0,0.000765424712755935,0,1.73472347597681e-18,0,0.00891491109193653,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0.0788808714478113,0,0,0,0,0,0,-0.0134790084024536,0,0.0892586754761227,0,0,0,0,0.0319142107365118,0.205854687917319,0,0,0.0155253540163773,0,0,0,-0.0243753636666779,0,0,0,0,0,0.23424797212472,0,0,0.0336188770874124,0.0219386840638573,0,0,0,0,0,0,0,0,0.0278932976676878,-0.0330423111262403,0,0,0,0,0,0
X002049.SZ,0,0,0.12346466692319,0,0,0,0,0,0,0.0390657509944972,0,0,0,0.0715086221664398,-0.132691417899604,0,-3.46944695195361e-18,0.0488243782701594,0,0,0,0,0,0.0749739371394901,0,0,0,0,0.302677181019618,0,0,0,-0.198961288825916,0,0,0,0,0,0.0704064745425126,0,0,0,0.0465760676074213,0,0.411944021806993,0,0,0,0,0,0,-0.0375839382441475,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,-0.00205592963471176,0,0,0,0,0,0,0,0,0.1270988908803,0,0,0,0,0,0.0766025875376348,0,0,0,0,0,0,0,0.050063980627053,0.0195326522684395,0,0,0,0.143925437900796,0,0,0,0.0110027617700356,0,-0.00303051579829326,0,0,0,0,0,0.110628280616262,0,0.0311258451837908,0.0066622770500633,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0.250128194679886,0,0,0,0,0,0,0,0,0,0,0.0661665638665428,0.0224711245202375,0,-0.0188778344120636,0,0,0,0,0,0,0,0,0,0,0,0.15230334139821,0,0,0.0119814785334101,0,0,0,0.121847857643287,0,0,0,0,0.0736410765070803,0,0,0,0.142119504642901,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.140675740995591,0.0635103424632309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162482101351681,0,0,0,0.0300183169030659,0,0,0,0.00593716296521616,0.0488885363544612,0,0,0,0.0267998721610316,0,0,0,0,0.111540559955432,0,0,0,0,0.00222330835773465,0.0402549929021036,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130734635541045,0,0,0,0,0.0161221754221204,0,0.0549668604252765,0,0,0.144028329156369,0,0,0,0,0,0,0,0,0.0945270461932084,0.00710417154008868,0.306526402944644,0,0,0.060649707374818,0.139587941308093,0,0,0,0.0824979965639396,0,0,0,0,0,0.0194438390472654,0,0,-0.0181772243443235,0,0,0,0,0,0,0
X002180.SZ,0,0,0.151450083327053,0,0,0,0,0,0,0,0,0,0,0.0227687517454634,0,0,0,0.0300539565652221,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297303878715774,0,0,0.243863953835756,0,0,0,0,0,0,0,0,0,0,0.0881794759059902,0,0,0,0,0,-0.0351440802385713,-0.0451889871543975,0,0,0,0,0,0
X300142.SZ,0,0.0324235217371915,-6.93889390390723e-18,0,0,0.15507804822369,0,0,0,0,0,0,0,0,0,0,0,0.139236917494908,0,-0.0801167177007078,0,0,0,0,-0.0710112681152163,0,0,0,-0.132620878268616,-0.099564797164735,0,0,0,0,0.00126689837551464,0,0,0,0.232306178640653,0,0,0,0,0,0,0,0,0.144053121614326,0,0,0,-0.0119784129841823,0.0303170392643338,0,0,0,0,0,0
