,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X000100.SZ,X600031.SH,X600690.SH,X600276.SH,X000338.SZ,X600372.SH,X600741.SH,X000157.SZ,X002241.SZ,X600703.SH,X600271.SH,X600089.SH,X600066.SH,X600118.SH,X002236.SZ,X601877.SH,X600177.SH,X000550.SZ,X000581.SZ,X000568.SZ,X002475.SZ,X600582.SH,X002129.SZ,X000623.SZ,X000050.SZ,X300124.SZ,X000800.SZ,X000559.SZ,X300146.SZ,X600060.SH,X002294.SZ,X002292.SZ,X000977.SZ,X600839.SH,X300003.SZ,X000400.SZ,X002465.SZ,X002456.SZ,X002007.SZ,X000869.SZ,X600166.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0.0875974200325191,0,0,0.0836163265662957,0,0.0933444510098764,0,0,0,0.348203479519049,0,0,0,0,0.139862559180703,0,0,0,0,0.0609331097513605,0.181200865282053,0,0,0,0,0,0.0559915242011153,0,0,0.0302420926534692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128270410383579,0,0,0,0,0,0,0
X600519.SH,1.73472347597681e-18,0,0,0,0,0,0.0383714827575853,0.063392420162318,0,0,0,0.135224715442576,0,0,0,0,0,0,0,0,0,0,0,-0.0274182676193029,0.0622719931819861,0.0491335685510218,0,0,0,-0.0584257058062749,0,0,0,0,0,0,0,0,0.0378886934973963,0,0,0,0,0,0,0,0,0,0.171998391481696,0.0337801162089941,0,0,-0.00598244282365581,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.262423650599267,0,0,0,0.18743437966483,0,0,0.105465107044701,0,0,0.0317623604006761,0,0,0.0797669815871102,0,0,0.0892840495672981,0,0,0.0595617098048478,0,0,0,0,0,0.0618323323917407,0,0,0,-1.73472347597681e-18,0,0.020680917203791,-3.46944695195361e-18,0.120295588712373,0.0358621111230649,0,0,0,0,0,0,0,0,-0.000574585608776545,0,0,0,0,0,0
X000651.SZ,0.223576660762891,0.1569431048313,0.0892457311478842,0,0,0,0,0,0,0.0239941278324587,0,0,0,0,0,0,0,0,0,0.0931817349501561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1127426975211,0,0,0,0,0,0.0414454752007101,0,0,0,0.0246381672546609,0,0,0,0,0,0,0.031657617067133,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.180224829018334,0,0,0.00997922317545898,0.0871939355536872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214208899480444,0,-0.103956236909631,0.117660427029313,0,0,0,0,0,0,0,0.129968397264904,0.201272544188169,0,0,0,0,0,0,0,0,0.116299612187453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0.0694012110798084,0,0,0,0,0.140668215253142,0.0172852034470106,0,0,0,0,0,0,0.224257252649927,0,0,-0.0347356603142652,0,0,0,0,0,0,0,0.20036348944094,0,0,0,-0.0287071430493169,0,0.0336717472028202,0,0.104098575920672,0,0,0,0,0,0,0,0,0.0177076690788617,0,0,0,0,0,0,0,0,0,0,0.0629320848076249,0,0,0,0
X000858.SZ,0.0551595547685593,0,0.00140714052989601,0,0,0,0,0.162048354622482,0,0.0228202756222006,0.150802033802899,0.13541250923483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802140016941734,0,0,0.173210607335097,0,0,0,0.00961344796588576,0.0262141638370715,0,0.0182294554621013,0,0,0,0,0,-0.0097969114163007,0.0838328521990429,0,0,0,0,0,0.0487158013437614,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.13559795643983,0,0,0.0300668843975289,0,0,0.296949067688493,0,0,0,0,0,-0.157295632384538,-0.054288060857694,0,0.0482178373713805,0,0,0,0.017065796305895,0.2870196995078,0,0,0,0,0,0,0,-0.0074428361989306,-0.041150588339139,0,0,0,0,0,0,0,0,0,0,-0.0242900355526182,0,0.363662592548789,0,0,0,-0.0267620082216829,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0342303141619353,0.153732092673087,0,0,0.23753326860951,0,0,0,0,0,0,0,0,0,0,0,0.0923804640878116,0,0,0,0,0,0,0.0631474888615059,0,0.0375340355532847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114554688885179,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X000100.SZ,0,0.028914737368751,0.280280173604113,0,0,0,0,0,0,0,0,0.0669169867451182,0,0,0,0,0,0,0,0,0.0524935308129613,0,0,0,0,0.0506446189263326,0.0179599998700003,0.0110346756384283,0,0,0,0,0,0,0,0.018967152919157,0,0,0.341728335188129,0,0,0,0.0200769463788734,-0.0173807850564725,0,0,0,0,0,0,0,0,-0.00721012738823793,0,0.151696796797191,0,0,0,0
