,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X000063.SZ,X003816.SZ,X600703.SH,X002241.SZ,X000625.SZ,X000596.SZ,X000100.SZ,X002371.SZ,X300142.SZ,X002129.SZ,X000157.SZ,X002179.SZ,X002049.SZ,X600741.SH,X600702.SH,X000799.SZ,X002007.SZ,X601877.SH,X002236.SZ,X600584.SH,X600779.SH,X002414.SZ,X300146.SZ,X601799.SH,X300003.SZ,X600460.SH,X600183.SH,X000800.SZ,X002074.SZ,X000066.SZ,X000977.SZ,X002508.SZ,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.131793550964294,0,0,0,0,0,0.0260678534885796,0,0,0,0,0,0,0,0,0,0,0,0,0.0181312242599795,0,0.0138297726930835,0.0340696504481005,0.110567926868446,0,0,0,0,0,0,0,0.0549093178217646,0,0,0,0,0.0449490196625292,0,0,0,0,0,0,0,0.0971796501701239,0,0,-0.105077766330798,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.111759090826121,0.0709763929270259,0.346402105120621,0,0,0,0,0,0,0,0.0415369942103273,0,0,0,0,0,0,0.0823070608672977,0,0,0,0,0,0,0,0.0438420641944671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757629164069034,0,0,0,0,0,0,0,0,0,0,-0.00514614056964192,0,0
X002415.SZ,0,0,0,0,0.00497912151683258,0,0,0,0,0,0,0,0.0395416111893381,0,0,0.0578338191534504,0,0,0,0,0,0.152810466796404,0,0.0380948976145875,0.0434307787265557,0,0,0,0,-2.71050543121376e-20,0,0,0.0364718202050037,0,0,0,0,0,0,0,0,0,0.0841089785084407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.0261621213513552,0,0,0,0,0,0.0923541863338509,0.0463679294387043,0,0,0,-0.0657783691892174,0,0,0,0,0,0,0,0.0143553096489031,0,0,0,0,0.00502790856306657,0,0,0.0330040263599018,0.195232248720423,0,0,0,0,0,0,0,0,0,-0.130225096995412,0.130299839879514,0,0,0,0,0,0,0,0,0,0,0.173126658493803,0,0,0,0,0.0199266251868576,0,0
X600809.SH,0,0,0,0,0,0.0641289332830414,0,0,0,0,0,0,0,0,0,0.116600990686838,0,0,0,0,0,0.03487301649226,0.0136634874085499,0,0,0.0386182092743007,0.0626994910792676,0,0.0597942960147828,0.0945045883780248,0,0.0727173195139285,0.468993609076777,0,0,0,0,0,0,0,0.0537672399057985,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0359677114777997,0,0
X000568.SZ,0,0.303610976789541,0,0,0.263627292445974,0,0,0.109603149493242,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134242857426397,0.110048642803938,0.0297958866589143,0.0662143932202141,0.0227068672533131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267605613440119,0,0,0,0,0,-0.00644653171584383,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0177418516946628,0,0.0955877185136471,0,0,0,0,0.0571154766568398,0,0,0,0,0,0,0.0114473590912886,0,0.200114168227912,0,-0.0366694955449428,0.00574849530130029,0.141996396346866,0,0,0,0.049221691098024,0,0,0,0,-0.0116291216854285,0.0527142253705245,0,0,-0.077596485189965,0,-0.0419810132548278,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121742005652692,0,0
X002304.SZ,0,0,0,0.259153466652741,0.189959795742216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288575073174074,0,0,0.0829688250359888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127811196735418,0,0.0379375411075969,0,0,0,0,0,0,0,0,0,0,0,-0.0307715694595482,-1.38777878078145e-17,0,0,0,0.00872582046931595,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333538089313936,0,0,0.179658159427858,0,0.299531378596636,0.029716155957809,-0.0606321351377414,-0.00679486009959351,0.13892974483706,0,0,0.150770406790393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00969172908954896,0,0,0,0,0,0,0,0,0.00562033768175633,0,0,0,0,-0.049594366275545,0,0
X600690.SH,0,0,0,0,0,0,0.0892950410156127,0,0.0465899570569037,0,0,0,0.209886453701049,0,0,0.0843579879133505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0423152317611887,0.042573046257059,0,0.317820245742173,0.0849047143083982,0,0,0,0,-6.93889390390723e-18,0,0.044560677710892,0,0,0.110854188905861,-0.151731621063519,0,0,0,0,0,0,0,0,0,0.0214527481466465,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281155613901505,0.3011302273297,0,0,0,0.0588865267213019,0.0317034726894938,0,0,0,0,0,0,0.142029201406384,0.167057730396575,0,0,0,0,0,0,0,0,0,0.100599287727232,0.0746584856448234,0,0,0,0,0,0,0,0,0,0,-0.0352867900675328,0,0,0,0,-0.00144771166034639,0,0
X600104.SH,0,0,0,0,0,0,0.143357653013822,0,0.0230447583342004,0,0,0,0,0,0,0.0316379878062269,0,0,0,0.023346354774689,0,0.0336825035669808,-0.106022997280891,0,0.0134577389135127,0.115599487114173,0,0,0,0,0,0.0516963800556482,-0.0804449211668935,0,0,0,0,0,0,-0.0218018443209334,0,0,0,0,0,0.0496995790482478,0,0.104368784837957,0,0.0413907377391319,0,0.0832850015695249,0,0,0,0,0.00731509364470693,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0552448120899672,0,0,0,0,0,0,0,0,0,0,0.118963451293916,0.015763604284669,0,0.322887549531659,0,0.0962310318501185,0,0,0,0,0,0,0,0.0605059404783127,0,0,0,0.0850008699087105,0,0,-1.73472347597681e-18,0.033032510938637,0.0260414029490689,0,0,0,0,0,0,0,0,0,-0.0721033552892929,0,0,0,0.0145501952370113,0,0
X300014.SZ,0,0,0,0,0,0,0,-0.118698659299439,0,0,0,0,0,0,0,0.577060032045533,0.0815160817778818,0,0,0,0,0.163983682838131,0,0,0,0,0,0,0,0,0,0.376042394751781,0,0,0,0,-0.110476738987787,0,0,0.182366044805152,0,0,0,0,0,0.166203824283799,0,0,0,0.63984944962809,0,0,0.139635160095566,0,0,0,-0.0683659631167906,0,0
X000661.SZ,0,0,0,0,0,0,0.227955083463335,0,0.0244917946911092,0,0,0,0,0,0,0.10986202664934,0,0,0,0,0,0,0,0,0,0.332445226057849,0.123716755790893,0,0.0998843614259324,0,0,0,0.135364089788336,0,0,0,0,-0.146405259955491,0,0,0.304283079310039,0,0,0,0,0,0,0,0,0,0,-0.088719309730865,0,0,0,0,0.0357527112210984,0,0
X300124.SZ,0,0,0,0,0,0.234093459536215,0,0,0,0,0.168621534164968,0,0,0.2374176342886,0,0,0,0,0,0,0,0.00979778517113683,0,0,0.130659114679572,0,0,0,-0.225402488095928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211876944726866,0.19162589841316,0,0,0,0,-0.0349314739452854,0,0,0,0,0,0,0
X000338.SZ,0,0.246088027083884,0,0,0,0,0,0,0,0,0,0,0,0.0490793241075249,-0.123158503419523,0,0,0,0,0,0,0.0635839788998977,0,0,0,0,-0.0103018902162617,0.0112442896633511,0,0,0,0,0,0,0,0,0,0,0,0.0533969583861166,0,0,0,0,0,0.168730812217241,0.035927007757187,0,0.0103497990936835,0,0,0,0.0308654944525941,0,0,0,-0.00346684385171971,0,0
X000063.SZ,0,0,0,0,0.119213364659758,0,0,0,0,0.0242958517551916,0.127791468862896,0,0,0,0,0.0492479010911023,0,0,0,0,0,0.0682822436595059,0,0,0,0,0,0,0,0,0,0,0.115928985208368,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0867359270770027,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0488707728845227,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00563272644019143,-0.0929897950331144,0.00189234742798901,0,0,0,0,-0.0525927214392857,0,0,0.0387418660240917,0,0,0,0,0,0,0,0.0115385867975403,0,0,0,0,0,-0.028329490757913,0,0,0,0,0,0,0,-0.0354506663694451,0,0.029229457300009,0,0,0,0,0.0203515792366053,0,0,0,-0.0298721150208012,0,0
X600703.SH,0,0,0.144730305555046,0.0544423430994047,-0.129901402708458,0,0,0,0,0,0,0,0.104854616151768,-0.0559867662183326,0,0,0,0,0,0,0,0,0,0,0.154885390346931,0.0337566077214229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180900841721682,0,0,0.0772845250147018,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.0524252506764877,0,0
X002241.SZ,0,0,0,0,0,0,0,0.0402357608154245,0.285935033177054,0,0,0,0.155171054799354,0.0964861569257502,0,0,0,0,0,0,0,0,0,0.11244416308426,0,0,0,-0.142421119262238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069704045024503,0,0,0,0.137946914260167,0,0,0,0,0,0,0,0,0,0.00714255817851395,0,0
X000625.SZ,0,0,0,-0.302517822657962,0,0,0,0,-0.0472729766365207,0,0,0,0,0,0.117777564739396,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.106790761047433,0,0.0174046956729053,0,0,-0.198228395448111,0.0423257762401803,0,0,0,0,0,0.340549287328758,0,0,0,0.1225528882566,0,0.410229259748442,0.0876937093201624,0,-0.395853148380262,0,0,0,0,0,0,0,0,0.0194614776143295,0,0
X000596.SZ,0,0,0,0,0,0.522624405213313,0,0.244241711430753,-0.162977418896226,0,0,0,0,-0.0280985079938064,0,-0.193060260741683,0,0,0,0.164205629768395,0,0,0,0,0,0.0179631323435855,0,0,0.434488064512543,-0.27845232192598,0,0,0.0134636567784558,0.0590279927468499,0,0.0208863760863492,0,0.108711377975894,0,0,0,0,0,0,0,0,0,0.182721350302278,0,0,0,-0.00586676611637293,0,0,0,0,0.0235706993686549,0,0
X000100.SZ,0,0.133876590334129,0,0,0,0,0,0,0,0,0,0,0.687815076745485,0,0,0.0861746111751929,0,0,0,0,0,0,0,0,0,0.0266175208345541,0,0,-0.00932956574627444,0,0,0,0,0,0,0,0,0,0,-0.0847069165088155,0,0,0,0,0,0,0.069239150765845,0,0,0,0,0,0,0,0,0,-0.0410563415498485,0,0
X002371.SZ,0,0.0255358201152934,0,0,0.106866211844403,0.00783320827544969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998541400366398,0,0,0.0250481967181623,0,0,-0.108722784451713,0,0,0.0645439443885322,0.494264953845502,0,0,0,0,0,0,0,-0.0623645501587778,0.0718924832954532,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0870234172075687,0,0,0,-0.0140871119785176,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543426229009741,0.116891961439723,0,0,0,0,0,0,-0.0791077152804162,0.534448226128419,0,0,0,0,0,0,-0.0329653885121004,0,0,0,0,0,0,0,0,0.0669115862892988,0,0,0.0945671842139187,0,-0.0466214523196788,0,0,0,0,0,0,0,0,-0.0962963917396275,0,0,0,0.0568620227005036,0,0
