,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X000063.SZ,X000338.SZ,X600031.SH,X300003.SZ,X002236.SZ,X002008.SZ,X600271.SH,X600809.SH,X601877.SH,X002456.SZ,X600867.SH,X300124.SZ,X000596.SZ,X600487.SH,X000100.SZ,X600066.SH,X600566.SH,X000625.SZ,X002294.SZ,X000661.SZ,X000977.SZ,X002179.SZ,X300136.SZ,X002180.SZ,X600498.SH,X002241.SZ,X000157.SZ,X000981.SZ,X000050.SZ,X002007.SZ,X300142.SZ,X002049.SZ,X000869.SZ,X600522.SH,X600779.SH,X002508.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.270458239567091,0.0642428617592619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045018496457134,0,0,0,0,0,0.00459014493308222,0,0,0,0,0,0,0,0,0,0,0.0758440217280205,0,0,0,0.0431017413724577,0,-8.67361737988404e-19,0,0.0439911441089508,0,0,0,0,0,0.0169732473209285,4.33680868994202e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0724066275607787,0.139406545456093,0,0,0.186342697420101,0,0,0,0,0,0,0,-0.0237305676502444,0.0239453316598249,0,0,0,0.0092752711883086,0,0,0,0,0,0,0.0289107448898059,-0.02524004585696,-0.14447917047764,0,0,0,0,0,0,-0.00967725800764907,0,0,0,0,0,0,0.0184065185719542,0.0292998055491366,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0254231065339252,0,0,0,0,0.00111927314473379,0,0,0,-0.129202368874266,0,0,0,0.17894799995353,0,0,0,0,0,0,0,0,0.105225108515221,0,0,0,0,0,0,0,0,0.119060715455355,0,0,0,0,0,0,0,0.0697229169751974,0,0,0,0,0.108406572114321,0,0,0.0218916284640817,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.167205679889738,0.0301010828446202,0.114448584123533,0,0.317061615340403,0,0,0,0,0,0,0,0,0.0886659423338868,0,0,0,0,0.0423881405760741,0,0,0.0707511251756403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153787712611754,-0.00632796902504617,0,0,0,0,0,0
X000651.SZ,0,0,0,0.414087909106737,0,0,0,0,0.154158325957421,0.330351370529288,0,0,0,0,0,0,0,0,0,0,0,0,0.114237479652614,-0.095004807588536,0,0,0,0,0,0,0,0,0,-0.000199760639043547,0,0,-0.081110594432233,0,0,0,-0.0245345006701429,0,0,-0.093498603699483,0,0,0.0849330104197302,0,0,0,0,-0.0214230062378065,0,0,0,0,0.0913617102798077,0,0
X600276.SH,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.111695344451052,0,0,-0.0488574443554111,0,0,0,0,0,-0.0293487207195093,0,0,0,0,0,0,0,0,0,0,0,0.0932467433284014,0.256507136264599,0,0,0,0,0,0,0,0,0,0,0,-0.000939316316973093,0,0.0970840644667453,0.046764565957998,0,0,0,0.0344138503124951,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0390630925947496,0,0,0,0,0,0.254757298441705,0,0,0,0,-0.0726848978281541,0.0677237299673614,0,0.071847195585903,0,0,0,0.329352504349261,0.0702651051051071,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.00511783519493965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151990656892161,0,0,0,0.0226870768691303,0.036867649414081,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0949434294407701,0,0,0,-0.0502777191468641,0,0.177067553618496,0,0.037123746511261,0.257601837080887,0,0,0.130450700239403,0,0.153807417611325,0,0,0,-0.0165174532185015,0.00965417765347226,-0.0100912258461043,0,0,0,0.0950987942024361,0,0
X600690.SH,0,0,0,0.379704452558982,0,0,0.130289053144327,0,0,0,0,0,0,0,0,0,0.0596668966282367,0.0383905520594302,0,0,0,0,0.0551357673660149,0,0,0,0,0,0,0,0,0,0,-0.0631794421150509,0,0,0,0,0,0,0,0,0,0.0213257987209906,0,0.127625633197668,0,0,0.0940204628551644,0,0,0.000769700215346073,0.0261540420638548,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.0941302871752471,0,0,0,-0.343060187126663,0,0,0,0,0,0,0,0,0,0,0.539336717859912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179881167657485,0,0,0,0,0.0188875076371243,0.220364250039702,0,0,0,0.000844282991677924,-0.00409262579912795,0,0,0,0.00537835175135231,0,0
