,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X002292.SZ,X600703.SH,X600690.SH,X002506.SZ,X002241.SZ,X000100.SZ,X000559.SZ,X600271.SH,X600118.SH,X600066.SH,X600031.SH,X600741.SH,X002236.SZ,X600372.SH,X000157.SZ,X002475.SZ,X000338.SZ,X600089.SH,X300124.SZ,X000568.SZ,X600177.SH,X002049.SZ,X002465.SZ,X601877.SH,X002074.SZ,X002129.SZ,X300003.SZ,X002294.SZ,X002456.SZ,X000977.SZ,X000869.SZ,X600867.SH,X002426.SZ,X002276.SZ,X600582.SH,X300001.SZ,X600498.SH,X000547.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387573301628848,0.0590237999293054,0.0106332309805895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242105208810538,0,0,0,0,0,0,0,0.0396515983906497,-0.0577928950139994,0,0,0,0,-0.013759162562165,0,0,0,0,0,-0.00499327351783486,0.0106089205403212,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.101011359036001,0,0,0,0,0,0.145506280754967,0,0,0,0,0,0,0,0,0.0375801945430753,0.060022636592886,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.00504363809973774,0,0,0,0.0453605487127408,-0.0298195583114227,0,0,0,0,0,0,0,0,0,0.0151956489746463,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038714858973488,0,0,0,0,0.165666849320149,0,0,0,0,0.0389448897994905,0,0,0,0.249747845722608,0.102507827102073,0,0,0.0719118463971872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163607655424431,0,0,0,0,-0.0102789412033495,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.075956091427688,0,0,0,-0.0026819866376529,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.000993047652661627,0,0,0.311073025577751,0,0,0,-0.0728144428493395,0.0168663616257446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00799221479950157,0.0168874165190431,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0127668491270151,0,0,0,0,0,0,0,0,0,0,0,0.000329984953099672,0,0,0,0,0,0,0.116075395926927,0,0,0.0477159241813138,0,0,0,0,0.0179919506782592,0,0,0,0.0767263212161995,0.152776712736503,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.106764934991295,0,0,0,0,0,0,0,0,0.130370110664407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106549434553851,0,0,0,0,0,0,0,0,0.0461936621364223,0,0,0,0.13136675450908,0,0,-0.00155109286817001,-0.00958462339360917,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0589977960782073,0,0,0,-8.67361737988404e-19,0,0,0,0,0.122153270318316,0,0,0,0,-0.0738370793331224,0,0,0,0,0,0.179965161436763,0,-0.0155056813811884,2.16840434497101e-19,0,0,0,1.73472347597681e-18,0.142390175003057,-0.00605439205869213,-0.0376295130964833,0,0,0,0,0,0,0,0.0348871121833345,0,0,0.0164327718730335,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139429049825583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.068530755196584,-0.0665309910287469,0,-0.019462898194881,0,0,0,0,0,0,0,0,0,0,-0.0441594386748824,0,0.116125404517496,0.0770461680319522,-0.136599402258284,-0.0132570115713085,0.0196142770644021,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0395145403474236,0,0,0,0,0,0,0.0041599590984925,0,0,0,0,0,0.193171692324523,0,0,0,0,0,0,0.0504533400238138,0,0,0,0,0,0,0.179859368702004,0,0,0,0.082124551039177,0,0,0,0,0.0402471156289059,0,0,0,0.0387875635173819,0,0,0,0,-1.38777878078145e-17,0,0.00584350773495529,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695146296033402,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.161400296115114,0,0.162869243144831,0,0,0,0,0,0,0,0,0.0553026134996408,0,0,0,0,0.0348592087887984,0,0.145638927285677,0.0295673043032177,0,0,0.0213713124582271,-0.000459840734562305,0,0,0,0,0,0
