,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X600104.SH,X000651.SZ,X600276.SH,X300124.SZ,X000725.SZ,X300014.SZ,X003816.SZ,X600031.SH,X002129.SZ,X002371.SZ,X002241.SZ,X000625.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X300142.SZ,X601877.SH,X600741.SH,X600460.SH,X000661.SZ,X600522.SH,X000100.SZ,X002180.SZ,X000733.SZ,X002074.SZ,X000157.SZ,X600702.SH,X600884.SH,X002236.SZ,X000799.SZ,X600584.SH,X601799.SH,X000800.SZ,X002414.SZ,X002176.SZ,X600183.SH,X002007.SZ,X002056.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.164498552658204,0,0,0.0486610025275846,0,0.11460901000988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187350815765165,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.00922618112784912,0,0,0,0,0,0,0,0,-0.0771942141002133,0,0,0,0,0,0
X000858.SZ,-6.93889390390723e-18,0,0,0,0.356815547187621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581019070295196,0,0,0,0,0,0,0,0,0,0,0.20272442091788,0,0,0,0,0.0876325447279809,0,0,0,0,0,0,0,0,0,0,0.0110212336627946,0,-0.011781195756999,-0.00734950937326402,0,0,0,0,0,0
X002415.SZ,0,0,0,0.00979902589802087,0,0,0,0,0,0,0,0.128161111843536,0,0,0,0,0,0,0,-0.398929609315089,0,0,0,0,0,0,0.0144986520525264,0,0,0,0,0,0,0,0,0,0,0,0.167756606130103,0.31541589971732,0.417256596619712,0,0,0,0,0,0.0124141080211291,0,0,0.137146811202223,0,-0.0457352604629071,0.140714678607617,0,0,0,0,0,0
X600809.SH,0,0,0.0779421681067831,0,0.359586656888287,0,0,0,0,0,0,0,0,0.0256862443696738,0,0,0,0,0,0,0,0,0.153717565834285,0,0,0.163091109810508,0,0,0,-0.0813997947467361,0,0,0.0019158927165937,0,0,0.092278934029161,0,0,0.182999259090625,0,0,0,0,0,0,0,0.0296061410243324,0,0,0,0,-0.00369108183306561,0.0204973356240181,0,0,0,0,0,0
X000568.SZ,0,0.395971791759579,0,0.0144531134050961,0,0,0.187375091547104,0,0,0,0,0,0,0,0,0,0,0.100162776567512,0,0,0,0.0241569196298769,0.0906089845859044,0,0,0,0,0,0,0,0,-0.0873233566442313,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893386488952523,0,0.000394498852075913,0.0587842479488014,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.19043600128646,0,-1.38777878078145e-17,0,0,0.109489576847993,0,0,0,0,-1.38777878078145e-17,0.0653907883248058,0,0,0,0,0,0.0318631541699566,0,0,0,0,0,0,0,0,0,0,0,0,0.0748906909427265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853769510902274,0.230312626937167,-0.0386692150602504,-0.0103280537303115,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.166159668779666,0,0,0,0,0,0,0.145628392051987,0,0,0.334687402644788,0,0,0,0,0,0,0.0361624958555182,0.123459940477523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199880014153605,0,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,-0.0546629780804701,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0105661659061488,0,0,0,0,0,0,0.133245913138997,0.433372150551725,0,0,0,0.0552320654056611,0,0,0,0,-0.00784886056308769,0,0,0,0,0.0715380956713354,0,0,0,0,0,0,0,0.152898535073368,0,0,0,0,0,-0.0624895203592375,0,-0.0168951071446414,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12639723362735,0,0,0,0,0.193840487938126,0,0,0,0,0,0,0,0.0189405634788444,0,0.115134502250836,0,0,0.0193267293535744,0,0.0682581931437781,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.064937240911944,-0.0156136727400454,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0347676313426862,0.127397203612147,0,0,0,0,0,0,0,0.140671738326752,0.164461809511685,0,0,0,-1.73472347597681e-18,0,0,0.0544406883691803,0,0,0,0.0230678375851527,0,0,0,0,0,0,0,0,0,0,0,0,0.00810017862750189,0,0,0.000563933029562518,0,0.0941831000859386,0,0,0.0278785606081659,0,0,0,-0.0415112890014204,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151257268768791,0,0,0,0.122378466621287,0,0,0,0,0,0.126961743568148,0,0,0,0,0,0,0,0,0,0,0,0,0.192968208421113,0.218235324686155,0,0,0,0,0.269696437837356,0,0,0,0.0105650718467598,0,0,-0.0355776427756853,0,0.122501800632202,0.369382782911377,0,0,0,0
X300124.SZ,0,0,0.130979533648868,0,0,0,0.188403617462518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759901322876776,0,0,0,0.0313667052045258,0,0,0.119517990601314,0,0.088458625513709,0,0,0,-3.46944695195361e-18,0,0,0.0852450501334153,0,0,0,0,0,0,0,0.0115886716118424,-0.093776658894773,0,-0.0858908257684077,0,0,0,0,0,0
X000725.SZ,0,0,0.00687157693175274,0,0,0,0.0395357337959907,0,0,0,0,0,0,0,0.064665901707524,0.0514282175504875,0,0,0,0,0,0,0,0.189305928368825,0,0,0,0.0132638905365778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144649416502776,0,0.176301588933246,0.00625017307361903,0,0,0,0.0324133577669348,0,0,-0.0470895822188859,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225996278692525,0,0,0,0,0,0,0,0.0606574850597952,0,0,0.182935420713797,0,0.014010443323309,0,0.0205543108531675,0,0,0,0.354098345042863,0,0,0,0,0.11910641277125,0,0.04017229220749,0,0,0,0,0,0,0,0,-0.119771398513807,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0.215238236301102,0,0,0.0938739405591152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774735761753821,0,0,0,0,0,0,-0.0324897713501147,0.0740855984900632,0,0.0993586033784406,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.23706726699343,0,0,0.0227677856831732,0,0,0,0,0.08145788076316,0.0445353317955861,0,0,0,0.065431072924429,0,0,0,0,0,0,0,0.0185122677790881,0,0,0,0,0,0.427000623704672,0,4.33680868994202e-19,0,0,0,0.0054516365080837,0,0,0,0,0,0,0,0.0146187173613694,0,0,0,0,0,0,0
