,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X000568.SZ,X600104.SH,X003816.SZ,X300124.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X600418.SH,X002179.SZ,X002463.SZ,X000977.SZ,X600584.SH,X600089.SH,X600703.SH,X000157.SZ,X600372.SH,X002028.SZ,X002049.SZ,X002236.SZ,X600183.SH,X600741.SH,X000066.SZ,X600522.SH,X600066.SH,X600839.SH,X601877.SH,X600460.SH,X002456.SZ,X002156.SZ,X600487.SH,X000800.SZ,X000661.SZ,X002085.SZ,X000921.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.294220176159618,0,0,0,0,0.102637891773543,0,0,0,0,0,0,0,0,0,0,0.119475395820046,0,0,0.0010804599173831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107218166366426,0,0,0,0,-0.0135833286489488,-0.00325256263155279,0,0,0,0,0.00674896499755197,-0.0125959922494769,0,0,0,0,0,0,-0.0637134657116594,0,0
X000858.SZ,0.462471484396873,0,0,0,0,0,0.100593289932603,0,0,0.255944284181643,0.0637691329291428,0,0,0,0,0,0,0.00330713665849522,0,0,0,0,0,0,0,0,0,0,0,0,0.0870161213887467,0,0,0,0,0,0,0,0,0.119118368848704,0.0219175508581439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0329709589390393,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.17380488795384,0.0491871784674023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361504947884563,0,0.352794059751691,-0.0233701868513114,0,0,0,0,0,0,0,0.0458757426893163,0,0,0.117387795313581,0,0,0,0,-0.133880809105947,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864414569584092,0,0.419864455614169,0,0.0411488306968775,0.0835841763034273,0,0,0,0,0,0,0,0,0,0.0928867671799999,0,-0.010065773957727,0,0,0.0701956009863204,0,0,0,0,0,0,0,0,0,0,-0.0363302700771705,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.121251072972374,0,0,0,0,0,0.0529598119184075,0,0,0.0482782948600034,0,0,0,0,0.229563737359375,0,0.0326293477187246,0,0,0.0454819688269209,0,0.00271970183712881,0,0,0,0,0,0,0,0,0,0.0409099052044621,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.000468916610621827,0,0,0,0,0,0,0,-0.0586134525660419,0,0
X600690.SH,0,0,0,0.0839294318018203,0,0,0,0.28206236531602,0,0,-0.0034663484546306,0,0,0,0,0.189955226046564,0,0,0,0,0,0,0,0,0,0.00435192918508556,0,0,0,0,0,0,0,0,0,0,0,-0.00142935147061447,0,0,0,0,0,0.043878531966161,0,0,0,0,0,0.067107985024466,0,-0.0180126762954552,0,0,0,0,0.0534080907527216,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.499193022650894,0,0,0,0,0,0,0,0,0,0.374281320196307,0.0111627386665392,0,0,0,0,0,0,-0.0255974181041402,0,0,0,0,0,0,0,0,0,-0.00651590658552667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.106809658884619,0,0,0,0,0,0,0,0,0,0,0,0.0452290971396962,0,0,0,0,0,-0.14355683739882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221280197182183,0,0,0,0,-0.0176606254793186,0,0,0,0,0.245357934103666,0,-0.0253236867888362,0,0,0,0,-0.00277142257206069,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.389006995709222,0,0,0,0,0,0,0,0,0,0,0.0155063977194178,0,0,0.324795287642757,0,0,0,0,0,0,0.0382695990361453,0,0,0,0,0,0,4.33680868994202e-19,0,-5.42101086242752e-20,-0.105059483746881,0.0575410542505365,0,0,0,0.123896117111287,0,0,0.0173821503616698,0,0,0,0,0,0,0
X000568.SZ,0.0293881092742759,0.30458595542853,0,0,0,0,0.277619921691923,0,0,0,0,0,0,0,-0.0672116382405661,0,-0.00146525882784857,0.0730872304359032,0,0.104370360642349,0.0335252273324554,0,0,0,0,0,0,0,0,0,0,0,0,-0.00280160949402148,0,0,0,0,0,0.0493892821009499,0.012067222974204,0,0,0,0,0,0,0.0191434213623378,0,0.0656257756645358,0,0,0,0,0,0,-0.0246210742951404,0,0
