,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X002475.SZ,X600276.SH,X600690.SH,X300014.SZ,X600104.SH,X002129.SZ,X000651.SZ,X000625.SZ,X300124.SZ,X002371.SZ,X000725.SZ,X002049.SZ,X600031.SH,X003816.SZ,X000596.SZ,X002241.SZ,X000063.SZ,X600703.SH,X000338.SZ,X002179.SZ,X600089.SH,X000661.SZ,X600522.SH,X601877.SH,X002180.SZ,X002074.SZ,X300142.SZ,X600884.SH,X000733.SZ,X600741.SH,X000100.SZ,X600460.SH,X600702.SH,X000157.SZ,X600584.SH,X000799.SZ,X002236.SZ,X601799.SH,X600418.SH,X600563.SH,X002176.SZ,X002414.SZ,X600183.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.322276333128022,0,0,0,0,0,0,0,0,0,-0.0496466885026122,0,0,0,0,-0.0301991836661895,0,0,0,0,0,0,0,0,0.0181170943127811,0,0,0,0,0,0,0.0643419262682617,0,0,0.0511712557395988,-2.16840434497101e-19,0,0,0,0,0.0241778974371718,0,0.00928595514195491,0,0,0,0,0,-0.00668985987170921,0.00663941475607215,0,0,0,-0.00574528440127633,0,0
X000858.SZ,0,0,0.365537840975782,0,0,0,0,0,0,0,0,0,0,0,0,0.0137888029135768,0,0.0480068863496565,0,0,0,0.0807917408692499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176549380228653,0,0,0,0,-0.0530563524600618,0,0.00945497886725426,0.0569903905933637,0,0,0,-0.0490653395382857,0,-0.000323141456813905,0,0,0,0,0,0
X600809.SH,0,0.127846651681958,0,0.241856066720097,0,0,0,0,0,0,0,0,0,-0.0593507974448692,0,0.0370633303143437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132415037155097,0,0,0,0,0,0,0.101028280911572,0,0,0,0,0,-0.0156510720172863,0.0159825705410343,-0.161473606210758,0,0,0,0.133154192529912,0,0.0272907080301476,0,0,0,0,0,0
X000568.SZ,0,0,0.163492116092622,0,0,0,0.0510619527222687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424542161853606,-0.0116484067140377,-0.0233245833216601,0,0,0,0,0.0476941657383591,0,0,0,0.400652599093,0,0,-3.46944695195361e-18,0,0,-0.00850222329620386,0,0,0,0,0,0,-0.0321543430306786,0,0,0,0,-0.0156636064426778,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,-0.0562277502279803,0.0579097673446273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.015370745131249,0,0,0,0,0,0,0,0,0,0.126323430214828,0,0.0357746055597129,-1.38777878078145e-17,0.726496134651215,-0.041884956127485,0,0,-0.0230420922048637,0,0,-0.0154847821180142,0,0,0.0240232337511819,0,0,0,0.00955459541615492,0,0
X002304.SZ,0,0.0313894073347303,0,0.265090519236769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433536248378939,0,0,0,0,0,0,0,0,0.0672640900554968,0,0,0,0.188961404837469,0,0,0,0,0,0.0155014552455538,0.0406081090494909,0.0151440502502313,0,0,0,0,0,0,0,0,0,-0.0210293886825307,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779224887828675,0,0,0,0,0,0,0,0.16190816684285,0,0.0483294595377288,0,0,-0.0311185113186681,0,0.107806808148775,0,0,0,0,0,0,0,0.219778721452547,0.170717868742016,0,0,0,0,0,0.0882610279240258,0.030614640663174,0,0,0,0,0,0,-0.101120625571294,0,0,0,0,-0.058452128877192,0,0
X600276.SH,0,0,0,0,0.23689497020765,0,0,0,0,0.0529135538183466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241362824487105,0,0,0,0,0,0,0,0,0.0669211200432034,0,0,-0.0765419848212286,0.0871480026316024,0,0,0,0,0,0,0,0,0.0445104084373612,0,0,0,0,0,0,0.0416228716723054,0,0,0,0.0220351611679017,0,0
X600690.SH,0,0,0,0,0,0,0.0980273765200991,0,0,-0.016062017049112,0,0,0.262368273611441,0,0,0,0,0,0.0433167084715528,0,0,0,0,0,0,0,0,0.0183905017813315,0,-0.0447885618073458,-0.00363449839384017,0,0,0,0,0.0903197091973418,0.0543411887831906,0,0,0,0.0694783340930604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00151105783227042,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408721024154319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111582743305823,0.0574507985968383,0,0.247399135590041,0,0.0159434061370308,0,0,0,0,0.0559230767679415,0,0,-3.46944695195361e-18,0,0.180051062034326,0.134042750581806,0,0,0,0,0.0421459113941435,0,-0.00373332749799921,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0537222849441992,0,0,0,0,0.155588519053,0,0.0366491462932408,0,0,0,0,0,0,0,0,0,0,0,0,0.0605738489397244,0,0,0,0,0,0,0,0,0,0,0.258898904307206,0,0,0.0205714394182113,0,0.00772235158973465,0,0,0,0.159789986573401,-0.00396028031334513,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0
X002129.SZ,0,0,0,0,0.10328958529739,0,0,0,0,0.0164795541534613,0,0,0,-0.0214111827061343,0,0.0483236056087513,0,0,0,0,0,0,0,0,0,0,0.124647115272634,0,0.112426187046013,0,0,0,0,0.113547889745762,0,0,0,0,0.114628145308082,0,0,0,0,0,0,0.112688984029041,0,0,0,0,0,0.0897452865572824,-0.0126782259504724,0,0,0,0.0982929025926416,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.195411459076225,0,0,0,0,0,0,0,0.17935630756493,0,0,0,0,0.102756802756202,0,0.116216498908214,0,0,0.124078884733519,0,0,0,0,0,0,-0.0541611011389111,0,0,0,0,0,0,0,0,0,0,-0.0947467684693133,0,0.0404315262217208,0,0,0,0,0,-0.0122737476728695,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.205922358769904,0,-0.0436745227916034,0,0,0.0879620001478681,0,0,0,0,0,-0.208588644199269,0,0,0,0,0,0,0,0,0,0,0.152857562339039,0,0.240610796590484,0,0.462526828919877,0,-0.0705117294649091,-0.0831557738145494,0,0,0,0,0,0.0206383286996962,0,0.0199693770742473,-0.136191563036925,0,0,0,3.46944695195361e-18,0,0,0,0,0.0517052065749753,0,0
X300124.SZ,0,0,0,0,0,0,0.0212753532129049,-0.107950038508045,0,0.0921967826348334,0,0,0,0.0327425108647465,0,0,0,0,0,0,0,0.124041175888513,0,0,0,0,0.215282484300766,-0.0331417142778848,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391682918314807,0,0,0,-0.018715163059795,0.0457860068321261,0,0,0,0.151615285544834,0,-0.0589516088263512,-0.0184464945372974,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.114429761932347,0,0,0,0,0,0,-0.0130849064025425,0,0,0,0.132868852871983,-0.0868407515517125,0,0,0.058380175611143,0,0.462935459362044,0,0,-0.219272638109031,0,0,0,0,0,0.265731641277777,0,0,0,0,0.489149991161934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204145760448133,0,0,0,-0.00581671646004671,0,0
X000725.SZ,0,0,0.00773071052489649,0,0.00899160404887351,0,0,0,0,0,0,0,0.0885608030334408,0,0,-0.000684045454126579,0,0,0,0,0,0,0,0,0.0575868731526938,0,0,0,0,0,0,0,0,0,0,0.0561752120412087,0.476447734058568,0,0,0,0,0,0,0,0,0,0.0179673377268875,0,0,0,0,0,-0.00271529977638867,0,0,0,4.33680868994202e-19,0,0
X002049.SZ,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.144211273970139,-0.0175497245461206,0,0,0.195773673602405,0,0,0.233940143813727,0,0.0123170859654758,0,0,0,0,0,0,0,-0.183716594796652,0,0,0,-0.255359916439427,0,0.0712306028837397,0,0,0.064962863284365,0,0,0,0,0,-0.0144817014500621,0.0319718745228087,0,0.0898177068388765,0,0,0,0,0.0960035976752766,0,0,0,0,0.00777600987736025,0,0
X600031.SH,0,0,0,0,0,0,0,0.0459899120614866,0,0.0443413023319702,0,0.0869160287207947,0,-0.113576202963794,0,0,0,0,0,0,0,0,0,0,0.190809144221432,0,0,0.0614012051911649,0,-0.0470542846032054,0,0,0,0,0,0,0.188945601156267,0,0,0.21034733875153,0,0,0,-0.0529446743114914,0,0,0,0,0,0,0,0.00783100206524631,0,0,0,0,0.0219599841124787,0,0
X003816.SZ,0,0,0,0,0.0760446053087823,0,0,0,0.114570829878207,-0.0183341106608355,0,0,0,0,0,0,0,0,0.0875348790142907,0,0,0,0,0.0317211959426277,0,0,0,-0.019768526889686,0,-0.0230042294561805,0,0,0,0,0,0,0.0214505929579614,0,0,0,0,0,0,0,0.0216487590383498,0,0.0792613747873186,0,0,0,0,0.0426504786877547,-0.0222964944688491,0,0,0,0.0128843540515047,0,0
X000596.SZ,0,0.455403265635269,0.00729094607712911,0,0,0.321651045128711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119437438950628,0,0,0,0,0,-0.0174759792570734,0,0,0,0.0544798162817799,-0.0885027801950561,0,0,-0.0379666983980649,0,0,0.345767900020106,0,0,0,0,-0.0308222992884166,0.0648889567290614,0.101015874352112,-0.0251254163846607,0,0,0.0529443074247921,0,0,0,0,0,0,0,0,0
