,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600276.SH,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X600031.SH,X300014.SZ,X002129.SZ,X002371.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X000338.SZ,X002179.SZ,X000625.SZ,X600703.SH,X300142.SZ,X601877.SH,X600089.SH,X000661.SZ,X600741.SH,X002180.SZ,X600460.SH,X000733.SZ,X000100.SZ,X600522.SH,X000157.SZ,X002074.SZ,X600884.SH,X600702.SH,X002236.SZ,X000799.SZ,X600584.SH,X600183.SH,X002414.SZ,X000977.SZ,X601799.SH,X000800.SZ,X600372.SH,X002432.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.250126185836118,0,0,0,0.119967745722824,0.0527334533109639,0,0,0,0,0,0.0035703653099717,0,0,0,0,0,0,0,0,0.229182389641313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0296447255659669,0,0,0,0,0,0,-0.0310728586043496,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.418481715896306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535689447440526,0,0.0298995706041852,0,0,0,0,0,0,0,0,0,0,0,0.116360528638995,0,0,0.0514478672062541,0.0749229293735916,0,0,0,0,0,0,0,0,0,0,-0.040953114114097,0,-0.0298827498575197,0.0158923151384965,0,0,0,0,0,0
X002415.SZ,0,0,0,0.184465376885059,0,0,0,0,0,0,0,0,0.116099401691426,0,0,0,0,0,0.0137800965675551,0,0,0,0,0,-0.462817046564897,0,0,0,0,0,0,0,0,0,0,0.173268959429014,0,0,0.139097379718902,0.258635660679689,0.223929294538223,0,0,0,0,0,0,0,0,0.06454885414544,0.0603477008775543,-0.0871781024826927,0.0557771378974584,0,0,0,0,0,0
X600809.SH,0,0.235133806939728,0.0116957261840558,0,0.311980953376329,0,0,0,0,0,0,0,0,0,0,0,0,0.0935684463469454,0,0,0,0,0,0,0,0.153985826980287,0,0,0,0,0,0,0,0.00808477390587542,0,0.0286428875733789,0,0,0,0.133136886208054,0,0,0,0,0,0.0522401439047684,0,0,0,-0.0385882550371858,0.0177517065733867,0.0403903639002665,-0.00427905035337141,0,0,0,0,0,0
X000568.SZ,0,0.21445563806502,0,0.123654415459285,0,0.0501276948540074,0,0,0,0,0,0,0,0,0,0,0,0.0115270049433877,0,0,0.0552798093173966,0.220147039857802,0,0,0,0,0.0260298997271989,0,0,0,0,0.044280214932206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381855674250116,0,0,0,0,0,0
X600690.SH,0,0.111175280390358,0,0,0.262361976244762,0,0,0,0,0.0783841081240324,0,0,0,0,0,0,0,0,0,0,0,0,0.0427643905902608,0,0.00339706946792713,0,0,0,0,0,0.177840321074194,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0692247702726819,0,0,0,0,0,0.0524755106839147,-0.00925551974167223,-0.0249364340187885,0,0,0,0,0,0
X002304.SZ,0.203055949423534,0,0,0.097186056951018,0.0624357670907114,0,0,0,0,0,0,0.146689038723252,0.0866013477517269,0,0,0,0,-0.13380515931004,0,0,0,0.176678277300004,0,0,0,0,0,0,0,0,0.0196871390284323,0,0,0,0,0,0,0,0,0.253793963144913,0,0,0,0,0,0,0,0.0497162744183274,0,0,0.0861793897261224,0,-0.00736477875815155,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.105644767230265,0,0,0,0,0.233021673179443,0.337627679658095,0,0,0.107765810312406,0,0,0,0,0,0,-0.168435538177252,-0.0217896362933966,0,0,0,0,0,0,-0.0764795213285232,0,0,0,0.277380210191663,0,0,0,0,0.103394905704418,0,0,0,0,0,0,-0.0511104244228602,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.01250064928194,0.185700396739234,0,0,0,0,0,0.094470260417532,0,0.0952170459789621,0,0,0,0,0,0,0,0,0,0.0061733167042496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789010627520945,0,0,0.0561099542963848,0,0,0,0.0169166872832529,0,-0.0140723837889639,-0.0127583493073282,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.00546442456289726,0,0,0,0,0,0,0,0,0,0,0,0,0.0543993076553131,0,0.0206393303497436,0,0.283745074681193,0,0,0,0,0,0,0,0,0,0,0,0,0.154724031972753,0,0.0920841459299422,0,0,0,0,0,0.0445934326795094,0,0,0.152516911282638,0.113556162530836,0,-0.0816026846073022,0.0626671806697253,0,0,0,0,0,0
