,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X002236.SZ,X000568.SZ,X600031.SH,X600271.SH,X000100.SZ,X002475.SZ,X002456.SZ,X600118.SH,X000338.SZ,X002292.SZ,X600177.SH,X002085.SZ,X002007.SZ,X002180.SZ,X000157.SZ,X000559.SZ,X600372.SH,X600867.SH,X300003.SZ,X300124.SZ,X002294.SZ,X002506.SZ,X600498.SH,X002074.SZ,X601877.SH,X002426.SZ,X600522.SH,X600089.SH,X002465.SZ,X002508.SZ,X000977.SZ,X600487.SH,X000050.SZ,X300136.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.131787592245902,0,0,0.349210742191137,0,0,0,0,0,0.0260978057743753,0,0,0,0.0473700863978181,0,0,0,0,0,0,0.0155771768508325,0,0,0,2.16840434497101e-19,0,0.0463320037299467,0,0,0,0,0.0326447947182272,0,0,0,0,0,0,0,-0.100892478600802,0.119052590902398,0,0,0,0,0,-0.0111999221572061,0.0504546393132718,0,0,0.0739994711663731,-0.015951416818941,0,0,0,0,0,0
X600104.SH,0,0,0.0686939097720119,0,0,0,0,0,0.332663711308601,0,0.00884703260757305,0.23387290540549,0,0,0.0435528430528294,0,0,0,0,0,0,-0.141353161912935,0,0,0,0.10429106458303,0,0,0.0342286854598799,0,0,0,0,0,0,0,0,0.0290199703886811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225325671634559,-0.095612288988248,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079986867571549,0,0.271840171255952,0.0595459174616972,0.108576030665748,0.0981835562041609,0,0,-0.391924040528213,0,0,0,0,0,0.0237269368802277,0,-0.0400184483430884,0,0.0181393502892053,0,0,0.361212006626114,0,-0.0171685195651985,0,0,0.0310514553822973,0,0,-0.0175114437102667,0,0,0,0,0,0
X000651.SZ,0,0,-0.0321761345564948,0,0,0,-0.0212392851994913,0,0,0,0,0,0,0,0,0,0,0,-0.139644300105825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110921672408348,0.0928944765971281,0,0.118615022763408,0,0,0,-0.0429471864428299,0,0,0,0,0,-0.11783603141659,0.10867924359618,-0.0297572123041468,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.124069356602911,0.0606679719752558,0,0,0,0,0.435377732526813,0,0,0,-0.03871029181683,0,0,0,0,0,0,0.137238602988663,0,0,0,0,0,0,0,0,0,0.0261729410966407,0.12923850614651,0,0,0,0,0,0.0254422600067521,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X600276.SH,0.131038812737237,0,0,0,1.35525271560688e-20,0,0,0,0,0,0,0.0994982841767105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070873569455598,0,0,-0.108632340980747,0,0,0,0.213235899325172,0,0.0041232277521195,0,0.0974419812086233,0,0,0,0,0,0,0,-0.106064689245813,0,0.0101848304673614,0,-0.0711203127966863,0,0,0,0,0,0,0
X002304.SZ,0.102868907315559,0,0,0,0.0696295248037447,0,0,0,0,0,0,0,0,0,0.0594745409877225,0,0.269955653817848,0,0,0,0,0,0,0,0,0,0,-0.00905071067559756,0.0645893844852825,0,0,0.116404529716179,0,0,0,0,0,-0.147594500718785,0,0,0,0.119455815070035,0,0,0.0643238510410617,0,0,0,0.0750279506688708,-8.67361737988404e-19,0,0.0176385977545664,0.0250592799980706,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.166557565401919,0,0,0,0.12710710593466,0.119215892647162,0,0,0,0,0,0.00170343380304564,0,0,0,0,0,0,0,0.0609568421247035,0,0,0,0,0,0,0,0,0,-0.016175259311846,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0827072589119798,0,0,0,0,0,0,0
X000625.SZ,0,0.107252848843635,0,0,0,0,0,0,0,0,0,0.0914825859625688,-0.0394391766977519,0.0621075896722254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255252843930683,0,0,0,0,0,0,0.0277791630493124,0.104659387029935,0.0973850299713416,0,-0.084222526719302,0.121774989285774,0,0.0185718268415153,-0.0207960480333004,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0595324467006059,0,0,0,0,0,0,0,0,0,0.0198457985557028,0,0,0,0,0,0,0.0466245088272508,0,0,0,0,0.0561254554916038,0.0078403532093102,0,0,0,0,0,0,0,0,0,0.0600813546104689,0,0.0261216208233757,0.100506137485199,0.0197342748134354,0,0,0,0,0,0.104465053305268,0,0.120886442860677,0,0,0.0209143114027166,0,0,0,0,0,0
