,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X002415.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X002475.SZ,X600031.SH,X000338.SZ,X600741.SH,X000596.SZ,X601877.SH,X600703.SH,X000661.SZ,X600809.SH,X002236.SZ,X000100.SZ,X300003.SZ,X600271.SH,X300142.SZ,X300124.SZ,X002008.SZ,X000625.SZ,X002007.SZ,X000157.SZ,X600487.SH,X002241.SZ,X600498.SH,X600177.SH,X002179.SZ,X000977.SZ,X002456.SZ,X002506.SZ,X600867.SH,X300146.SZ,X600066.SH,X600522.SH,X600566.SH,X600776.SH,X000050.SZ,X600089.SH,X002129.SZ,X600183.SH,X002371.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.231792531139643,0,0,0,0.00858593854822956,0,0,0,0,0.00181523731334803,0,0,0,0,0.0523772115781058,0,0,0,0.0676715464903627,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0365312204503524,0,0,-0.0233096174910501,0,0.0482126344946745,0,0,0,-0.000155645128600491,0,0,0,0,-0.00556582596885683,0,0.0100254604279962,-0.00961242630667037,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.332836015863018,0,0,0.147618306562865,0,1.73472347597681e-18,0,0,0,0.238197093908015,0.0840735522884057,0,0,0,0,0,0.0225021512049596,0,0,0,0,0.0658732325050351,0,0,0,0,0,0,0,0.0696891807539727,0,0,0,0,0,0,0,0,0,0,0,-0.00520738219639921,0.0738978610270749,0,0,0,-0.00801544777438381,0,0
X000651.SZ,0,0,0,0.150863486095261,0,0,0,0,0,0,0.0871699085409422,0,0.17758859470679,0.122184464111106,0,0,0,0,0.0680551105185312,0,0,0,0,0,0,0,0,0.0390296272741978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318355395340119,0,0,0,0,0,0,-0.0223734048765748,0,0,0,0,-0.0702903882003259,0,0
X600104.SH,0,0,0.0490553403896937,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0.121624905395151,0.130786622489887,0,0,0,0,0,0.0301457010196828,0,0,0,0,0,0,0.175083344004448,0,0,0,0.0637668554524277,0,0,0,0.0399797454676772,0.0168357564025401,0,0,0,0.0510723661878881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326097629507993,0,0
X002415.SZ,0,0,0.0605678838542264,0,0,0,0,0.065264729442444,0,0,0,0.0152981931202344,0.0372702154065646,0,0.0750412763280984,0,0,0,0,0,0.304462660311962,0,0,-0.00478782842972112,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265910033751285,0,0,0,0,-0.0291352731317526,0,0,0,0,0,0,0
X600276.SH,0,0,0.0711631897113305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0959583181556181,0.142473854841315,0,0,0,0.308524969959003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289415791455121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424163017036199,0,0,0,0,0,0
X002304.SZ,0,0.257210834210086,0,0,0,0,0,0,0,0,0,0.0431602937084237,0.0814660364292146,0,0,0.118957715667249,0,0,0,0.0568941779224803,0,0,0,0,0,0,0,0,0.0563673876372431,0,0,0,0,0,0,0,0,0,0.0792891127306034,0.012994706008069,0,0,0,0.0043260568986874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374392215440218,0,0,0.218539761045543,0,0,0,0,0.0649811196680157,0,0.0724895541266735,0,0,0.206561608276564,0,0,0,0.0401198902196191,0,0,0.112255632751017,0,0,0,0,0,0.171693544043469,-0.104843134840303,0,0,0,0,0,-0.222797522655295,-0.00290873269414731,-0.124838118357868,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216184853373767,0,0,0,0,0,0.0109572647863935,0,0,0,0,0,0,0,0,0.0199488377861984,0,0,0,0,0,0,0.0334963153355904,0.180762248947819,0,0.155847864178897,0.0987264803044565,0,0,0,-0.0492626738628689,0,0,0,0,-1.0842021724855e-19,0,0
X000568.SZ,0,0.26231525837746,0,0,0,0,0.0388688021888199,0,0,0,0,0,0,0.206009136552982,0,0,0,0.0338336249177836,0,0.0207207496632826,0,0,0,0,0,0,0,0,0,0,0.059674001646472,0,0,0,0,0,0,0,0,0.167689387396031,0,0,0,0.00816423674320401,0,0,0,0,0,0,0,-0.0229754208828909,0,0,0,0,0,0,0
X600690.SH,0,0.288496644114992,0,0,0,0,0,-0.0483649398099648,0,0,0,0,0,0.0136086852598328,0.136550089547906,0,0,-0.0681836427629422,0,0,0.157898261822857,0,0,0,0,0,0,0.0656998120059283,0,0.0843652120832911,0,0,0,0,0,0.00417919984131113,0.138527654188552,0,0,0,0,0,0,0,-0.0584989157319056,0,0,0,0,0,0,-0.00843858619704718,-0.0391122534599964,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0782985747618379,0,0,0,0,0.14842732033083,0,0,0,0,0,0,0,0,0.0354643040851799,8.67361737988404e-19,0,0,0,0.0363439937254713,0,0,0,0,0.204444168907684,0,0.0352157224872264,0,0,0,0,-0.0660928426156029,-4.33680868994202e-19,0,0.118057397587583,0.0519595568619295,0,0,0,0.0464935237040198,0,0,0,0,-0.0534880407281527,0,0
X600031.SH,0,0,0.297148372441264,0,0,0,0,0,0,0,0,0,0,0.128483095200761,0,0,0,0,0.0308385746331526,0.0229428500696829,0,0.0011362554690501,0,0,0,0,0,0.0957295070501202,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0398028528219304,0,0,0,0,0.227528613804924,-0.00331876240692955,0,0,0,0,0,0,0,0,0.0774159477987024,0,0,0,-0.0612695322780589,0,0
X000338.SZ,0,0,0,0.115437217271759,0,0,0,0,0,0.0199733170892635,0,0,0.133802269686358,0,0.237486241016938,0,0,0,0,0,0.0427300857284595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112602034342706,0,0,0.158917818653653,0,0.0862837656256745,0,0,0,0.252526180562795,0,0,0,0,-0.0634016912424942,0.111660024969631,0,0,0,0,0,0
