,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600066.SH,X600703.SH,X002236.SZ,X000568.SZ,X600271.SH,X000100.SZ,X600031.SH,X600118.SH,X002241.SZ,X600177.SH,X002292.SZ,X000338.SZ,X002007.SZ,X002475.SZ,X600372.SH,X000559.SZ,X002180.SZ,X002456.SZ,X002074.SZ,X002506.SZ,X300003.SZ,X600522.SH,X000157.SZ,X600867.SH,X002426.SZ,X002294.SZ,X002508.SZ,X000981.SZ,X600089.SH,X300124.SZ,X002085.SZ,X000869.SZ,X601877.SH,X002465.SZ,X000050.SZ,X600498.SH,X002179.SZ,X002249.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.360346227918301,0,0,0,0,0,0,0.15722904153103,0,0,0,0,0.130386082730859,0,0,0,0,0,0,0,0,0,0.022755660143024,0,0,0,0,-0.114345040375453,0.0970521818559025,0,0,-0.00631655451583581,0,0,0,0,-0.0524038226911875,0,0,0.170922661297334,0,0,0,0,0,0,0,0,0,0.00310743623328418,0,0,0,0,0,0,0
X600104.SH,0.126315450071081,0,0,0,0,0,0,0.281945197827435,0.0490527905602568,0,0.0869981393443297,0,0,0,0,0,0,0,0,0,0,-0.0979633696827233,0,-0.0287297465096444,0,0,0.0380633814942308,0.0108761419479068,0,0,-0.0393069470467755,0,0.0104567269797171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974520375413979,0,0,0,0.0135734886159262,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.000473041935310163,0,0,0,0,0.0956828949446609,0,0,0,0,0,0.0326729545251808,0,0,0,0,0,0,0,0,0.11841853440737,0.0954079491751854,0,0,0,0,0.015607660732434,0,0,0,0,0,0,0,0.0348956841368342,0,0,0,0,0.157873952896166,0,0,0,0.116382899526031,0,0,0,0.022335126936774,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.357851738572963,0,0,0,0.304281197633336,0,0,0,0,0,0.213214662929871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114096607180309,0,0,0,0,0.0319165856623561,0,0,0,0,0,0,0,0.00166499529949245,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.728461223031549,0,0,0,0,-0.0398664717936493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269552786356399,-0.0209432962293101,0,0,0.122719259599172,0,0,0,-0.0148433778384749,0,0,0,0,0,0.0473253772148674,0,0.0384185088028878,0,0,0,0,0,0,0.0307114370416846,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0340021180828952,0,0,0,0,0.171707183147529,0,0,0.0982940400599503,0,0.0535678729440361,0.019670926995744,0,0,0,0,0,0,0,0,0,0,0,0,-0.0299977172036605,0,0.0204660663365064,0,0,-0.002858601596459,0,0,0.0117301350244132,0,0,-0.0240566414336863,0,0,0,0,0,0,-0.0248469852318912,0,0,0,0,0.000959615872154794,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0392123807980039,0,0,0,0.276836376179202,0.0722003371667386,0,0,0,-1.38777878078145e-17,0.151305481731097,0,0,0.0550611077258415,0,-0.00100575080480614,0,0,0.00914497463418488,0,0,0,0,0,0,0,0,0,0,0,0,0.032114594726163,0.0275286330318781,0.0947368252403623,0,0,0,0,-0.0268605432455311,0.0287349898993654,0,0,0,0,0,0
X000625.SZ,0,0.241355254468692,0,0,0,0,0,0,0.231687269791961,0,0,0,0,0,0,0.157240704923266,0,0,0,0,0,0,0,0,-0.015771477503602,0,0,0,0,0,0,0,0,0,0.159782751442312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126138488378973,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0762247770342189,0,0,0,0,0,0,0,0.0279408520647681,0,0,0,0,0,0,0,0,0,0,0,0.144720925969263,-0.0126931897420058,0,0,0.0141113697038563,0,0,0,0,0.137639140996417,0,0,0,0,0.0204602883723141,0,0,0,0,0.125336674342025,0,0,0,0,0.0735052825104037,0,0,0,0.0365430219417123,0,0,0,0,0,0
X000063.SZ,0,0,0.0334314978208951,0.0769514855415431,0.0914246071044559,0,0,0,0,0,0,0,0,0,0,0.0488488303291141,0,0,0,0,0,8.67361737988404e-19,0,1.73472347597681e-18,0,0,0.00961084747123448,0,0.120532349945012,0,0,0,0,0,0,0,0,0.0521152767292495,0.130496887513548,0,0,0,0,0,0,0.0464529255257687,0.0582001054387344,0,0,0,0,0.00438285943414168,0,0,0,0,0,0
X600741.SH,0,0.0987719965620954,0,0.0796627400612604,0.171181861285628,0,0,0,0,0,0,0.0206825139524115,0,0,0,0,0,0,0,0,0,0,0,-0.00356840248397461,0,0,0.201798749506811,0.102918121906218,0.0091603341724091,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269605961300851,0,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0.0882450164522566,0,0,0,0.1589627417984,0,0,0.0475143017984051,0,0.130590179496015,0,0,0,0.0419713827164652,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152524300324674,0,-0.0922496232393808,0.0705622015846349,0,0,0,0,0,0,-0.242590345660694,0,0,0,0,0,0,0,0,0,0,0,-0.0116583695522868,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.333458816941632,0,0,0,0,0,0,0,0,0,0,0,0,0.064690293690391,0,0,0,0,0,0.085928447977325,0,0.0262760307219854,0,0,0,-0.256781541792378,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0228058875566099,0,0.0919159563234953,0,0,0,0,-0.012474756137227,0.0520607005852748,0,0,0,0,0,0
