,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X000100.SZ,X600703.SH,X002292.SZ,X600741.SH,X600066.SH,X600031.SH,X002475.SZ,X600118.SH,X002236.SZ,X002506.SZ,X002241.SZ,X000559.SZ,X000157.SZ,X600372.SH,X000338.SZ,X002085.SZ,X000568.SZ,X300003.SZ,X002049.SZ,X600177.SH,X002294.SZ,X002074.SZ,X600089.SH,X300124.SZ,X600867.SH,X600582.SH,X002465.SZ,X002180.SZ,X600498.SH,X002007.SZ,X601877.SH,X002456.SZ,X000869.SZ,X000550.SZ,X000050.SZ,X002508.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.111900950409027,0.178230236888511,0,0.240643306625903,0,0,0,0,0,0,0,0,-0.0348329682988773,0,0,0,0,0,0,0.0578236358608331,0,0,0,0,0,0,0,0,0,0,0,-0.00349387993280355,-0.020537151005279,0,0,0,0,0,0.0479453271339636,0,-3.46944695195361e-18,-0.0144421148279997,0.11347651884411,0,0,0,0,0,-0.0243272540791518,-0.0161597404875874,0,0,0,0,0,0
X600104.SH,0,0,0.398843571215523,0.075752470471289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368071291711987,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0300520789755727,0,0,0,0,-0.00238896832875023,-0.0101631651057348,0,0,0,0,0,0
X002415.SZ,0,0.255218189847106,0,0,0,0,0,0,0,0,0,0.328361623417092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890688722924039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210212572445641,0,0,0,0,0,0,0.0190216654555117,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.396998136230609,0,0,0,0.00690948319087788,0.0213940702301987,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0449861478856059,0,0,0.0491972249940357,0,0,0,0,0,0,0.0882140866793231,0,0,0,0.0198208366175411,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0976455526193885,0,0,0,0,0,0,0,0,0.0491154216833162,0,0,0.0932686695817209,0,0,0,0,0,0,0.203362670554516,0,0,0,0,0,0,0,0,0,0.126947942853836,0,0,0,0,0,0,0,0,0,0,-0.00555987043749405,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.136367700496713,0,0,0,0,0.103991159045841,0,0,0,0,0,0,0,0,0,0,0,0,0.0524193012080412,0,0,0,0,0,0,0,0,0,0,0,0.0675165099067471,0.108910643815696,0,0.0184798004302244,0,0,0,0,0.00754139515418133,0,0,0,-0.0173657780787854,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595619836959996,0,0,0,0,0,0,0,0,0.12147102303031,0,0,0,0,0,0,0,0,0,0.0859374872810876,0,0,0,0,0,0,0.0106728336176198,0.00964973371354585,0.0245811036811362,0,0,0,0,0,0,0,-0.00887120048292608,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0863798797199879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232664254421151,0.0251994601790586,0,0,0.0903149709341036,0,0,0,0,0,0,0.0845639209911797,0,0.0495832353605265,0.229562688145171,0.0870570564771998,0,0,0,0,0.0599029007287445,0,0,0.00572669993409565,0,0,0,0,0.124195674874643,0,0.00842672670205875,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.255112284336861,0,0,0,0,0,0,0,0,0,0.0023047333114029,0,0,0,0,0,0,0.104283487990398,0,0.0119351403500813,0,0,0,0.0312940530626371,0,0,0,0,0,0,0,0,0,0.0525318102755928,0,0,0,0.214556944819142,0,0.0819374050621358,0,0.0415093264566436,0,0,0.0417336688217118,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,-8.67361737988404e-19,0.179478869994019,0.111109174451363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777133684488422,0,0.0654514295177294,0,0,0.00659497121411335,0.0354668277788017,0,0,0,0.185359749434651,0,0,0,0,0,0,0,0.119955739963648,0.0246011709089481,0.114832346557076,0,0.0661235640271796,0,0,0,0,0,0,-0.00774445485213078,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.176419590622451,0,0.352348065010153,0,0.0785394072894611,0,0.0264719134963384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859145794045914,-0.170009937109818,0,0,-0.497328732490576,0,0,0,0,0,0,0,-0.0225608793715205,-0.20360737432422,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.266879068613104,0,0,0,0,0,0,0,0,0,0,0,0.107130954603211,0,0.0692325999715129,0,0,0,0,0,0,0,0,0,0.00123520519824786,0,0,0,0.04489306292546,0,0,0,0,0.0378401916200807,0.176749478441167,0,0,0,0,0,0,0.0163529979536863,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344760111377582,0,0,0,0,0,0,0,0,0.0985678085953017,0,0,0,0.136104287277834,0,0,0,0,0,0.0541484413735097,0,0,0,0,0,0.0186731760117487,0.0656723100244355,0,0.0530509285729412,0.0163765609930873,0,0,0.202154481948791,0,0.105215342641294,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192909771422563,0,0,0,-0.237135359453553,0,0,0,0,0,0.182806683985283,0,0,0,-0.0884822876477165,0,0.043899341470928,0,0,0,0.271135883298984,0,0,0.612168181417209,0,0,0,0.0907296916715682,-0.109704868889858,0,0,0,0,0,0
X600741.SH,0,0,0.173091588793138,0,0,0,0,0,0,0,0,0.0256050494597796,0,0,0,0,0,0,0,0,0,0.013382191893548,1.73472347597681e-18,0,0,0,0,0,0,0,0.258128937605982,0,0,0,0,0,0,0,0,0,0,0,0.129070351880318,0.0242969188644111,0.0399722919563886,0,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0.0470369228763902,0,0.0765392422832954,0,0,0,0,0,0,0,0,0,0,0.0120858913637251,0,0,0.0573409081492497,0,0,0,0,0,0.183435057511911,0,0,0,0,0,0.0825655744582777,0.181831528053549,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,-0.0455334793899791,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0232608056769814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24835516798301,0,0.170810041819953,0,0,0,0,0.224644443469078,0,0.0208072403962149,0.0976767848456418,0,0,0,0,0,0,0,0,0.0534359924680116,0,0,0.0234440146144157,0,0,0,0.00651389802630274,-0.0469876916388842,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31859740655445,0,0.0388615063946444,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0644773635659997,0,0,0,0.0655047631526085,0,0,0.0107170095467179,-0.0388887935166693,0.0398935709868218,0.0912344795577554,0,0,0,0,0,0,0,0,0.000202225563196812,0.0212719994212329,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.10363036713959,0,0.198737596583823,0,0.286281889286661,0.00968166431190921,0,0,0,0,0,0,0.0227230778752063,0,0,0.087825907284806,-0.0167060560040864,0,0.0720616594562017,0.0621213041089968,0,0,0.177115540442822,0,0,0,0,0,0,0.0432043924584839,0,0,0,0,0,0,0
X002236.SZ,0,0,-0.126462798272897,0,0,0.0733586940041055,0,0.222465026289057,0,0,0,0,0,0,0,0,0.0959662364986205,0,0,0,0.0951279720127155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786556733257085,0,-3.46944695195361e-18,0.359835385666731,-0.0700702795969726,0.30895224129774,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0772356296505492,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.0457081766340193,0,0,0,0,0.206955759007335,0,0,0,0.0392496149120024,0,0,0,0,0,0,0,0,0.287593766023088,0,0,0.0767062181838927,0,0.138401001676925,0,0,0,0,0,0.135480719016496,0,0,0.0556984684292649,0,0,0,0.038769333575721,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0445482983139425,0,0,0,0,0,0,0,0.0786337348459493,0,0,0,0,0.210650000210642,0,0,0,0,0,0,0,0.170479298501969,0,0,0,0.144268481588457,0.0688565712883823,0,0,0,0,0.0302693942439604,0,0,0.220347639053646,-0.033711123542716,0,0,-0.116187224484972,0.0623338966249824,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102206367132101,0,0,0,0,0.058244385946678,0,0.121540598350914,0,0,0,0,0.0393867521193991,0,0,0,0,0,0,0.07333015864132,0,0,0,0,0,0,0,0,0.291651412198309,0.0625451375048319,0,0,0.188742818220533,0,0,0,-0.0221764584425802,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0.153902177380361,0,0,0,0.0245933243115519,0,0,0,0,0.368988116948894,0,0,0.00470843697322539,0.0908058997255467,0,0,0,0,0,0,0,0,0,0,0,0,0.14229424060363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211332607667014,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417100240006515,0,0.0898236351264123,0.140415001648414,0,0.0860196913486847,0,0,0,0.0332630916698796,0,0,0.0354441601808605,0,0,0,0,0,0,0,0,0.00733332850987678,0,0,0.101806506407584,0,0,0.0223716748077296,0,0,0,0.00320383877327977,0.0292497408246663,0,0.0650364448108587,0,0,0,0
X000338.SZ,0,0,0,0,-6.93889390390723e-18,0,0,0.182267085139327,0,0,0,0,0,0.0668550319492447,0,0,0.292456317375071,0,0.105199904727861,0,0.0643169361741584,0,0.0382212226364926,0,0,0,0,0,0,0,0,0,0,0.0141077188081824,0,0.0552582173245164,-0.0268695296231023,0,0,0.0464960077679074,0,0,0.0656920715865982,0,0,0,0,0,0,0.02407850961914,0,0.0220574018188531,0,0,0,0,0
