,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600690.SH,X600031.SH,X600276.SH,X000100.SZ,X000338.SZ,X600372.SH,X000157.SZ,X002241.SZ,X600741.SH,X600703.SH,X600066.SH,X600089.SH,X600271.SH,X600118.SH,X000550.SZ,X601877.SH,X002236.SZ,X002475.SZ,X000581.SZ,X000800.SZ,X600582.SH,X000568.SZ,X000623.SZ,X600177.SH,X300124.SZ,X000559.SZ,X002129.SZ,X600060.SH,X000050.SZ,X002294.SZ,X000977.SZ,X000400.SZ,X300003.SZ,X002465.SZ,X002292.SZ,X000869.SZ,X600839.SH,X002456.SZ,X002049.SZ,X002007.SZ,X600312.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.109836838998167,0,0,0,0,0,0,0.0784357660136417,0,0,0,0,0.316835508693312,0,0,0.227386437954855,0,0,0.069650559066759,0,0,0,0,0.113552070224834,0,0,0.0941649816925664,0,0,-0.0242604105186237,-0.157815837555603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387618389917741,0,0,0,0,0,0
X600519.SH,0,0,0.0357125656435468,0,0,-0.0153466903701138,0.0239345497310306,0.14150427925197,0,0.0596478710165672,0.0835531195580397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.034825823484744,0,0,0,0.0807466235034921,0,0,0,0,0,0,0,0,0,0,0,0,-0.0259050172995904,0,0,-0.00776350774701929,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.197362301375921,0.307093074190911,0,0,0.0749676679836953,0,0,0,0,0,0,0,0.0269560813608648,0,0,0,0,0,0,0,0,0,0,0.0499938496647012,0,0,0,0,0,0.0560375088247808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266782643441529,0,0,0,-0.0129675852448557,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.245230092962797,0.0688574827977239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183654447932647,0,0.27307445657202,0.103909509965014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285036097237238,0,0,0,0,0,-0.0017592207311638,0.00245426192674941,-0.0345636530189739,0,0,0,0,0
X000725.SZ,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.213748567895788,0,0.109217875418393,0,0,0,0,0,0,0.0815847883460892,0.0779597301074874,0,0,0,0,0,0.0573794658766166,0,0.164982285553628,0.0325922160156105,0.168390836770228,0,0,0,0,0,0,0,0,0,0.0941909339987901,0,0,0.0990585689895846,0,0,0,0,0,0,-0.00830921483361044,0,0.0438870933380114,0,0,0,0
X000625.SZ,0.55830063118926,0,0,0,0,0,0,0,0.020667012063743,0,0,0,0,0,0,0,0,0.290579501577128,0,0,0,0,0,0.0180431519839525,0,0,-0.00129416270249847,0,0,0,0,0.0439359806629867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00938845264430552,0.00939977865837446,0,0.0309505185993744,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.294091416608432,0,0,0,0,0,0,0,0,0,0,0,0.274499858632911,0,0,-0.0825872380531,0.072506196441805,0,0.0427616234163702,0,0.0620036262256756,0,0,0,0,0,0,0,0,0.0810335569970676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126837816067889,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0181962994304213,0,0,0,0.0720996007652108,0.0743288386722166,0.063704934338202,0,0,0.267150914916579,0,0.0347908870199722,0,0,0,0,0,0,0,0,0,0,0,0,0.0226864449931101,0,0,0,0,1.73472347597681e-18,0,0,0.0352600084786573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177226944376056,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.125402396312696,0,0,0.154840807315514,0,0,0,0,0.107164532431951,0,0,0,0,0.00767063834139216,0,0,0,0.121733956328831,0,0,0,0,0.244971734290055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00289691428221092,0,0,0,0,0,0
X600690.SH,0.130212850037779,0,0.12880858165914,0,0,0,0,0.0722683066941404,0,0,0,0,0.204595409425154,0.113189745754238,0,0,0,0,0,0,0,0,0,0.079780099473297,0,0,0,0.16206616931842,0,0,0,0,0.0254595557698342,0,0,0,0.0191058087758213,0,0,-0.0203221729404468,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0
