,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600276.SH,X300014.SZ,X600104.SH,X000651.SZ,X002129.SZ,X300124.SZ,X000625.SZ,X002371.SZ,X000725.SZ,X003816.SZ,X002049.SZ,X600031.SH,X000596.SZ,X002241.SZ,X000063.SZ,X600703.SH,X600089.SH,X000338.SZ,X002179.SZ,X600522.SH,X601877.SH,X000661.SZ,X300142.SZ,X002180.SZ,X002074.SZ,X600741.SH,X000733.SZ,X000100.SZ,X600884.SH,X600460.SH,X600702.SH,X000157.SZ,X002414.SZ,X000799.SZ,X002236.SZ,X600584.SH,X601799.SH,X600563.SH,X002176.SZ,X600487.SH,X000800.SZ,X600418.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.299334738805268,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,-0.0305550435208409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290367494984123,0,0,0.0673614658046381,0,0,0.0468134555841442,0,0,0,0,0,0,0.0239490953339218,0,0,0,-0.0313905424577578,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.128411477080196,0,0,0,0.189742877041598,0.0451122278422106,0,0,0,0,0,0,0,0.0165482737804863,0,0,0.0305516822948982,0,0,0,0,0,0,0,0.0346016541138303,0,0,0,0,0,0,0,0,0,0,0,0.261866369331382,0,-0.00769367876653443,0,0,0,0,0,0,0.00689482171729136,0,0,0,0.0382648458483297,0.00543045536092314,0,0,0,2.16840434497101e-19,0,0
X600809.SH,0,0,0,0.219073171540274,0,0,0,0,0,0,0,0,0,0,-0.101181006127154,0.0762036358964067,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.00275803110844545,0,-0.0515699682920805,0.101896411803107,0,0,0,0,0,0.11641815369911,0,0,0,0,0,0,0,0,0,0,-0.0568015951494861,0.247044154006427,0,1.73472347597681e-18,0,0,0,0,0,0
X000568.SZ,0,0,0.177226349493319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101044590604721,0,0,0,0,0,0.0467883045523763,0,0,0,0,0,0,0,0,0.308207071129056,0,0,0.091746959881697,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.0209736007572004,0,0,0,0,-0.0202688209722569,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181896461981392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545872416565595,0,0,0.0758084775628652,0.537101465699345,0,-0.0235238001270698,0,0,-0.0549731822208041,0,0,0,0,0.0449130697330567,0,0,0,0.03338593746702,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709380998648625,0,0,0,0,0,0,0.301282976295231,0,0.0539627088588494,0,0,0,0,0,0,0,0,-0.0909217794607428,0,0,0,0,0,0,0,0,0,0,0,0.130410616326042,0.197500204587481,0,0,0,0.0106746442866984,0,-0.177232768560188,0,0,0,0,-0.0279575237788901,0,0
X002304.SZ,0,0.251153763300065,0,0,0,0.0710599983685825,0,0,0.0386352493063092,0,0,0,0,0,0,-0.0337668005341644,0,0,0,0,0.0264499192009077,0,0,0,-0.0445024152837323,0,0,0,0,0,0,0.166193958496653,0,0,0,0,0,0,0.213781599760517,0,-0.136247669221891,0,0,0,0,0,0,0,0,0.0553330928551689,0,0,0,0,0,0,-0.00103091360175502,0,0
X600690.SH,0,0,0,0,0,0.0682892721538757,0,0,0,0,0,0.181453180562377,0,0,0,0,0,0,0,0.00130912253115546,0,0,0,0,0,0,0,0,-0.0928552439801776,0.0759929217808819,0,-0.0258631426735263,0,0,0,0,0,0,0,0,0,0,0,0.192056068564937,0,0,0,0,0,0,0,-0.0438415341194061,-0.0356807282725936,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280806257548268,0,0,-0.0605890675141936,0,0,0.0696132553236072,0.247368688666962,0.0212322064028258,-0.0923013480584581,0,0,0.234381118443805,0,0,0,0,0,0,0,0,0,0,-0.0233804996298787,-0.00153225979860649,0,-0.0201753585036056,0,0,0.0188088989461707,0,0,0,0.0290096245725997,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099354425352913,0,0,0,0,0,0,0.0611958696380298,0,0,0,0,0,0.18331716174405,0.0525326261161909,0,0.145888479502742,0,0.225200525823658,0,0,0,0,0,0.0342310372626901,0,0.0284262469398248,0,0,0,0.145335030281034,0.0115926369094416,0,0,0,0.0521920677253481,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0506585647557305,0,0,0.08735569266697,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174016615343186,0.0278142185643251,0.260947924270822,0,0,0,0,0.0752332055960396,0,0,0,0,0,0,0,0,0,0.152972823087955,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047240346860755,0,0,0,0,0.00994192245287147,0,0.100653973222907,0,0,0.0244174467444734,0.12736293617449,0,0,0,0,0.188757311032641,0,0,0,0,0,-0.134511774167421,0,0.0118684412741159,0,0,0.207333732038859,0,0,0,0,0.083947207182762,0,0,-0.0273053631052823,0,0.01893781943526,-0.0119137723331161,0,0,0,0.00786781021672492,0,0
X002129.SZ,0,0,0,0,0.154544279160553,0,0,0,0,0.00188531241647534,0,0,0,0,0,0.0277439490397833,0,0,0,0,0,0,0,0,0.147750862135357,0,0,0.239409795065928,0,0,0,0,0.00387225051229202,0,0,0,0,0,0,0,0.0355027868790631,0,0,0,0,0.0356671668221069,0,0,0,0.0120935078405004,0,0.0803985621643444,0,0,0,0,0.0962756408346191,0,0
X300124.SZ,0,0,0,0,0,0,0,0,-0.00109622738181163,0.140400052304885,0,0,0,0,0,-0.0542138056449443,0,0,0,0,0,0.0513702033731167,0,0,0.128044236669453,0,0,0,0,0,-0.10629799318344,0.104432953036457,0,0,0,0,0,-0.0817208472995148,0,0,0,0,0,-0.00563101661680252,0,0.229236560323979,0,0.0780576344507884,0,0,0,0,0,0,0,0,0.0239958406673512,0,0
X000625.SZ,0,0,0,0,0,0,0,0,-0.0635905746408022,0.047435553951697,0,0,-0.370559125720388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115408296078873,0.385128132328064,0,0,0.51401610502536,-0.0209260296890081,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.108651554874369,0.110780349613676,0,0,-0.100527920878294,0,0,0,0.158827539830642,0,0
X002371.SZ,0,0,0,0,0,0.166994201622119,0,-0.0485756755372835,0,0,0,0,0,0,0.0472953241297971,0,0,0,0.116688042873039,0,0,0,0,0.350819614021668,-0.251542704601715,0,0,0,0,0.103650118063305,0.174417424386234,0,0,0,0,0,0,0.462336424146721,0.0456056512704603,0,0,0,0,0,0,0,0,0,-0.0734948447509925,0,0,0,-0.019056854722646,0,0,0,-0.0336302838490564,0,0
X000725.SZ,0,0,0,0,0.100027966422875,0,0,0,0,0,0,0.0452941737676618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195822109368089,0,0,0.0585570032604374,0,0.485369998055385,0,0,0,0,0,0,0,0,0,-0.0193708614190559,0.0216252417773274,0,0.0125191943489157,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.0349668659529335,0,0.0782953877824239,0.111382569087354,0,0,0.0557277994018691,0,0,0,0.000164928329582515,0,0,0,0,0.134130618853637,0,0,0,0,0,0,0,-0.0106507618807157,0,0,0,0,-0.0613222344993223,0,0,0.0624668591416041,0,0,0,0,0,0,0.0279704632609018,0,0,0,0.0296698171930659,0,0,0,0,0.0386204853408487,-0.00762548822662273,0,0,0,0.00576733268356232,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0.124119273152342,0,0,0.11984254616261,0,0,0.238183141279914,0,0,0,0,0.0314738169502525,0,0,0,0,0,0,-0.1910255552138,0,0,-0.0631984490398434,0,0.0998107938348268,0,0,0,0,0,0,0,0,0,0,0,-0.0434884571017866,0.0793177703019634,0,0,0.0824261340046003,0,0,0.116046596999612,0,0,0,0,0.0330820740076299,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.05382937554455,0,0,0,0,0,0.0712270410154605,0,0,0,0,0,0,0.0998399074369944,0,0,0,0,0,0,0.054658375739299,0,0,0.30431923531613,0,0,0,0,0,0,0,0,-0.131518336607697,0,0,0,0,0,0,0,-0.0126962658012809,0,0,0,0,0,0
X000596.SZ,0,0.0462397089385813,0.340347795733125,0,0,0,0.284053191641704,0,0,0.19639144448915,0,0,0,0,0,0,0,0,0.114968827283765,0,0,-0.156730265372884,0,0,0,0,0,0,0,-0.0432225841177384,0,0,0,-0.059875492186256,0,0,0,0,0.210681873040666,0,0,0,0,0,-0.131999005417345,0.018599332653263,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,-0.0201056433697743,0,0
X002241.SZ,0,0,0,0,0,0.701876657456396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243768921859804,0,0,0,0,-0.0648361469798733,0,0,0,0,0,0,0,0,0,-0.0910227027946856,0,0,0,0,0.0709813401594386,0,0.140461558071971,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0770427120999781,0,0,0,0,0,0,0.000303054479480062,0,0,0,0,-0.0309996560601091,0,0,0.0533953078222279,0,0,0,-0.061514513722322,0.0804189629231913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25758626897102,0,0,0.000675211647748558,0,0,4.33680868994202e-19,0,0,-0.00129281133073996,0,0,0,0.0204469482787165,0,0
X600703.SH,0,0,0,0.041380854403441,0,0.113338086496297,0,0,0,0.235577358225173,0,0,0,0,0,0,0,0,0,0,0,0.101767618363115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158765096047215,0,0,0,0,0,0,0,0,0,0,0,0.01099961135626,0,-0.0460094448587322,0,0,0,0,0.0269138218336286,0,0
