,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600031.SH,X000100.SZ,X600690.SH,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600703.SH,X600066.SH,X600089.SH,X600271.SH,X600118.SH,X000581.SZ,X000550.SZ,X601877.SH,X600582.SH,X002475.SZ,X600177.SH,X002236.SZ,X000800.SZ,X600060.SH,X000568.SZ,X000623.SZ,X300124.SZ,X000559.SZ,X002129.SZ,X000977.SZ,X300146.SZ,X000050.SZ,X002294.SZ,X002456.SZ,X000400.SZ,X600839.SH,X300003.SZ,X002465.SZ,X000869.SZ,X002292.SZ,X600312.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.14244731355394,0,0,0,0.0162083631791824,0.0607330853627214,0,0,0,0,0,0.259848696589744,0,0,0,0.220671711924516,0,0,0,0.0571805760952217,0,0,0,0.021584929586182,0,0.108658474666268,0,0,0.0962063969345892,0,0,-0.130213938295748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00605966796593629,0.0058206146455125,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,-0.103044671186566,0,0.102428796492174,0,0.0690755213047181,0,0.244262237667403,0,0,0,0,0,0,0,0,0,0,0,0.00525216248032912,0,0.0713247189463452,0,0,-3.46944695195361e-18,0,0,0.036959970073741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018440448831339,0,-0.0101550978360483,0,0,0,-0.00836987506577013,0,0,0,0,0,0
X000651.SZ,3.46944695195361e-18,0,0,0,0.213835536795036,0.221574439388761,0,0,0,0,0.0617331317721975,0,0,0.0427662886844592,0,0,0,0,0,0,0,0.0385504679335544,0,0.00610695794163852,0,0,0,0,0,0,0,0,0,0,0.0611799261614948,0,0,0,0,0,0,0,0,0,0,0.000995907823808597,0,0,0,0.235428944946541,0,0,-0.0125020264061975,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.276984618013607,0,0,0,0,0.161172094517576,0,0,0,0,0,0,0,0,0.0721212454698529,0,0,0,0,0,0,0,0,-0.159259701407372,0.17134570056002,0.168211635033588,0.0424509159133567,0,0,0.183399002795762,0,0,0,0,0,0,0,0.166205540865875,0,0,0,0,0.0147588091625297,0,0,0,-0.014690616971798,-0.00349036900285648,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0278549789133273,0,0,0.0187258569628284,0.0782465961955438,0.212397754377127,0,0,0,0,0,0.0263764407794018,0.0786418166529144,0,0,0.0750295494741967,0,0,0.124697056365695,0,0.0971367257453167,0,0.0178926621048227,0.0599872941275996,0,0,0,0,0,0,0,0,0,0.173770776412887,0,0.0965846732868854,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0.273997082468407,0,0.130618236761797,0,0,0,0,0,0.171727086714499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252993634949869,0,0,0,0,0,0,0,0,0.124196408994471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257331737333818,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.423260557812608,0,0,0,0,0,0,0,0,0,0,0,0.133252097325809,0,0,-0.0348139851977698,0.00892004244742751,0,0,0,0,0,0.012395047455385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209893267505,0,0,0,0,0,-0.00999088257111156,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.023637357549087,0,0,0,0.10699753864581,0.0172636350571923,0.120365255532369,0.0337081081722192,0,0.273031561755399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00684096619186334,0,0,0,0,0,0,-0.0319514563790509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148662044224377,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0748062585285626,0,0,0,0.164438862633041,0,0,0,0,0.0192595347905382,0,0,0,0,0,0.0548565370377428,0,0,0,0.0758063069451692,0,0.028047750478711,0,0,0.127028328954593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,-0.000454959662480066,0,0,0,0,0,0
X600031.SH,0.0917634579124858,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.837970271486436,0,0,0,0,0.0320413365605956,0,0,-4.33680868994202e-19,0,0,0,0,0.049710326221609,0,0,0,0,0.0152350112820275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010911156797242,0,0,0,0,0,0,0
X000100.SZ,0.0417113568751426,0,0,0,0.0737564675783812,0,0,0.0658811798000819,0.00996187742356736,0.116901471238987,0,0,0,0,0,0,0,0,0,0,0.0067595794353477,-0.0225985829929673,0,0,0.100024151515341,0,0,0,0.111473420302614,0,0,0.21788399609931,0,0.036083628099303,0,0,0,0,0,0,0,0,0,0.0110979314561309,0,0,0,0,0,0,0,0,-0.00616869251565586,0,0,0,0,0,0
X600690.SH,0,0,0.112644036011428,0,0,0,0,0.10678645802556,0.00264013170915723,0,0.216283209970987,0,0,0.147937306906674,0,0,0,0,0,0,0,0,0,0.0364627308216957,0.0683412878115584,0,0,0,0.0845229485028632,0,0,0,0,0,0,0,0,-0.0234007941011571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006041755617071,0,0,0,0,0,0
X600276.SH,0,0,0,0.179646233960152,0,0,0.0334707232777728,0,-0.141061674342431,0,0,0,0,0,0,0,0,0,0.0290236764509887,0.0963625971752516,0,0.0375760990609131,0,0,0,0,0.0126405298052047,0.0152339771432068,0,0,0,0,0,0,0,0,0.104244871188701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00562030291396674,-0.0108888467190679,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.169950231101678,0,0,0,0.604562742518767,0,0,0,0,0,0.0897680629443956,0,0.0151892611513324,0,0,0,0,0,0,0,0.0176152834259831,0,0.0885298130733535,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0126938811236001,0,0,0,0,0,0
X600372.SH,0,0,0.0881860795406708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00296411018787327,0.195840863514435,0,0,0,0,0.134572467705993,0,0,0,0,0,0.0956096747014226,0,0,0,0,0,0,0,0,0,0,0,0.0509925102184886,0,0,0,0,0,-0.0440553910168,0.0359104590713185,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0.0439840589476027,0,0.670436720859546,0,0,0,0.0608516442523653,0,0,0,0,0,0,0,0,0,0,-0.0864428327932226,0,0.0264439701727284,0,0.0778405776710494,0,0,0.0300207431231162,0.016130809191358,0,0.0665352442219839,0,0,0,0,0.198234955612996,0,0,0,0.00067129405897802,0,0,0,0,0,0,0,-0.0592967975847893,0.00199543325769038,0.101835891642355,0,0,0,0,0
X600741.SH,0.424160521503533,0,0.0649739790980304,0,0,0,0,0.0254985970513328,0,0,0,0.0351045552385621,0,0,0,0,0,0,0,0,0.113889114488009,-0.0217566107528603,0,0,0,0,0,0,0,0,0,0.0353344949628437,0,0,0.0610405827045903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
