,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X002475.SZ,X600690.SH,X000625.SZ,X000651.SZ,X600104.SH,X300124.SZ,X002304.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X000338.SZ,X000063.SZ,X002371.SZ,X600031.SH,X002179.SZ,X300014.SZ,X000100.SZ,X600089.SH,X600703.SH,X002129.SZ,X002236.SZ,X600372.SH,X000661.SZ,X002241.SZ,X002049.SZ,X000157.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600522.SH,X000800.SZ,X002007.SZ,X601799.SH,X600183.SH,X600460.SH,X002463.SZ,X002074.SZ,X300142.SZ,X600418.SH,X002180.SZ,X002028.SZ,X002294.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0996667828773117,0,0,0.271107374642337,0.0549695906259971,0,0,0.0220676148886291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091084708118967,0,0,0,0,0,0.0148517620847092,0,0.133210990610214,0,0,0,-0.00691806067715373,0,0,0,0,0,0,0
X000858.SZ,0.313432189108193,0,0,0,0,0.212493359730211,0,0.10858317740354,0,0,-0.0966802086326098,-0.0828123753357909,0.023990324987181,0,0,0,-0.00129594966060502,0,0,0,0,0.0906970500521907,0,0,0,0.0574260524478647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765117281738274,0,0,0.00844757768541196,0,0,0,0,0,0,0.00040536786938442,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0588766928804078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212924975991459,0,0,0,0,0.109592063713714,0,0,0,0,-0.0177095277736549,0,0,0,0,0,0.0051781632067495,0,0.0665604235363668,0,0,0.1239780180926,0,0,0,0,0,-0.0361595648253043,0,0
X600276.SH,0,0,0,0,0.0722348699043772,0,0.0590845782141168,0,0.0300154496926772,0,0,0,0,0,0,0,0.109998073066318,0,0,-0.0574905446169451,0,0,0,0,0,0,0,0,0.0140620938857433,0,0,0,0,0,-0.0171802145628934,0,0,0,0,0.0195196280058949,0,0,0,0,0,1.73472347597681e-18,0,0,0.302799220378459,0,0,0.00888684673435456,-0.00293239033819676,0,0,0,0,0,0
X000568.SZ,0.314201871917013,0.158332606033585,0,0,0,0.180886056567861,0,0,0,0,0,0.155727582138197,0,0,0,0.292036393189781,0.0726782944077279,0,-0.0423286998460086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00134409353161431,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436686822184058,0,0,-0.00574695984954138,-0.00522453060263218,0,0,0,0,0,0
X600809.SH,0.264779519582791,0,0,0,0.116813658418345,0,0,0,0,0,0,0,0,0,0,0.349505370639494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368453492624953,0,-0.0441155573692113,-0.0698274622059184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245072946860535,-0.0572422179360152,0,0,0,-0.00411359318858586,0,0
X002475.SZ,0,0,0,0,0,0.27112954415584,0,0,0,0,0,-0.233134251373963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102294821916666,0,0,0.135312717258331,0,0,0,0,-0.0311655143302168,0,0,0.0623790156541016,0,0,0,0,0.231973985924148,0,0,0.0704006568539408,0,0,0.204397981483434,0,0,-0.044708686488728,0.0831917844672595,0,0,0,0,0,0
X600690.SH,0.186492859158799,0.027148765340173,0,0,0,0,0,0,0,0.0323478511359392,0,0,0,0,0,0.120863951086153,0.0581723581541438,-0.026557219929792,0,0,0,0,0,0,0,0,-0.000999652456340153,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0220851898101346,0,0,0,0,-0.0200001316517989,0,0,0,0.0111392013819142,0,0,0,0,-0.0579541577053365,0,0
X000625.SZ,0,0,0,0.297880249606601,0,0,0,0,0,0,0,0,0,0,-0.139342632039993,0,0.247816968453631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762249481620174,0,0.0549360446993458,0,0,0,0,0,0,0,0.362037094867554,0,0,0,0,0.00750736755164534,0.00214798606140104,0.0119120409267315,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449812261171966,0,0,0,-0.0191337972213375,0,0,0,0,0,0,0,0,0,-0.168334412821157,0,0,0,0,0,0.119835760479912,0,0,0.0336074703640558,0,0,0,0,0.0686319297556193,0,0,0,0,0,0,0.0702297281599614,-0.150469802935641,0,0,0,0.0171430393517952,0,0
