,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X002475.SZ,X002241.SZ,X600031.SH,X600066.SH,X000338.SZ,X002456.SZ,X000100.SZ,X601877.SH,X002508.SZ,X300124.SZ,X300003.SZ,X600089.SH,X600177.SH,X300136.SZ,X600271.SH,X002085.SZ,X600522.SH,X002294.SZ,X000157.SZ,X002007.SZ,X002008.SZ,X600118.SH,X600809.SH,X600487.SH,X600566.SH,X600699.SH,X600867.SH,X002074.SZ,X600372.SH,X000559.SZ,X000623.SZ,X000596.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,-0.0172205437584362,0,0,0,0.133515993082875,0,0,0,0,0.00201950024556944,0,-0.0501379799960293,0,0,0,0,0,0,-0.0186884778583147,0,0.113616832208928,0,0,-7.43187191713235e-05,0.205629933288044,0,0,0,0,0,0,0.122767169401102,0.024208582042648,0,0,0,0,-8.67361737988404e-19,0,0,0.351960545314877,0.0883918576508406,0,0.0121704185750947,-0.0235585211613561,0,0,0,0,0,0
X600104.SH,0,0,0,0.169833725243573,0,0,0,0,0.186515286700335,0,0,0.394360710541159,0,0,0,0,-0.178083913197198,0,0,0,0,0,0,0.0593673464742017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652603275554494,0,0,0,0,0,0,-0.0321393629676965,0,-0.309306828325234,0.0043713606213723,-0.0315973951817628,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.308994580822907,0,0.0662730309071965,0,0,0,0,0.112073107419888,-3.46944695195361e-18,0,0.292190392019253,0,0,0,0,0,0,0,0,0.192664344498552,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0937726401640278,-0.0423120225012229,0,-0.192894063816877,0,0,0,-0.0301393747539442,0,0,0,0,0.00117889919284109,0.00962805684065009,0,0,0,0,0,0
X000651.SZ,0.0603569646302513,0,0,0,0,0,0.0812599476484855,0,0.174989768094158,0.0468940428593946,0,0,0.0596693936870052,0,0.0924615146224921,0,0,0,0,0,0,0,0,0.129378754548986,0.0243235603640476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0465615471393044,0,0,0,0,0,-0.022256603437456,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0343182236040146,0,0,0.0157928856318404,0,0,0,0,0,0.615409691904521,0,0.0505764403054396,0,0,0,0,0,0,0,0.0946634514567496,0,0,0,-6.93889390390723e-18,0,0.00958312709453023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.121835648498251,0.0648963536965149,0,0.0810398369249731,0,0,0,0,0,0,0.15212490347919,0,0,0,0,0,-0.152920578174664,0,0,0,0,-0.0313555558237489,0,0,0,0,0,0,-0.175577368519139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107802488680652,0,0.0234009328476845,0,0,0,0.00533564481399586,0,0,0,0,0,0
X000725.SZ,0,0,0.117451462422696,0,0,0,0,0,0,0,0,0,0.140133177376518,0,-0.0100780554703003,-0.167981665228485,0,0,0,0.202454949665041,0,0,0,0,0,0,0.245782704848948,0,0,0.406367817695043,0.332684797184176,0,0,0,0,0,0,0.020666176533502,0,0,0,0,0,0.257074303418792,0,0,0,0,0,0.0137513056522946,0.0306021353993648,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.483699360977228,0,-0.116548226485621,0.127549373757896,0,0,0,0,0,0,0,0,0,0,0.135617691666714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115436396844243,0,0,0.752436897422819,-0.262027014699489,0,0,0.0126910971024422,0,0,0,0,0,0
X600690.SH,0,0.319800038415312,0,0.04795533739308,0,0,0,0.0138180284849641,0,0,0,0.283849835401196,0,0,0.175744535703259,0,0,0,0,0,0,0,0,0,0,-0.140023918430798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256362688135335,0,0,0.0244634852651328,-0.00192937756086497,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0208386919385455,0,-0.0469286644023142,0,0.0891980424330943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159636021928243,0.0148800886247157,0,0,0,0,0,0,-0.0249084670576745,0,0,0,0,0,0.0489696202259184,0,0,0,0,0,0,0,-0.0168316627803103,0.330737131902412,0,-0.0168004906656468,0,0,0,0,0,0,0
