,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X600066.SH,X000338.SZ,X000100.SZ,X002475.SZ,X002241.SZ,X002236.SZ,X600118.SH,X600271.SH,X601877.SH,X600177.SH,X002456.SZ,X600372.SH,X000157.SZ,X002085.SZ,X300124.SZ,X002007.SZ,X600089.SH,X300003.SZ,X002294.SZ,X600699.SH,X600522.SH,X600867.SH,X002180.SZ,X000559.SZ,X000066.SZ,X002508.SZ,X002292.SZ,X600498.SH,X002074.SZ,X002426.SZ,X000623.SZ,X300136.SZ,X000550.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0906204808513131,0,0,0,0,0.0275634541559262,0,0,0,0,0,0.177128449701958,0,0,0,0,0,0.19126603748705,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00740850592419875,0.00433348968652163,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744526200465842,0,0,0,0,0,0,0,0,0,0,0,0.0380735892123349,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607940186828867,0,-0.0462147520487061,0,-0.0137388563727334,0,0,-0.162752358415575,0.156720164172541,-0.0899151457355907,-0.0442230241567026,0.000923510821806112,-0.00203893353118648,0,0,0,0,0,0
X002415.SZ,0,0,0,0.050343840946257,0,-0.00561090110551446,0,0,0,0,0,0.00448953187593785,0.0242305862924166,0,0,0.043396017964084,0,0,0,0,0,0,0,0.15803848527301,0,0,0,0,0,0,0,0.0932882498561717,0.0325255164831262,0,0,0,0,0,0,0,0,0.0873745762761573,0,0,0,0,0,0,0.103261604374714,0,-0.0233611680376472,0.0170684952306875,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.531679623321387,0.825040876728287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0966323015550487,0,0,0,0,0.226045785863316,0,0.0176079819918641,0,0,0.202759767536094,0,-0.151679702748954,0.316408605244709,0,0,0,0,0.024378207791813,0.0172004564037495,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.130982267091208,0,0,0.118912756204534,0.0398767687273271,0,0.369001599775174,0.0634769398872865,0,0,0,0,0,0,0,0.0404198368424202,0,0,0,0,0,0,0,0,0,0,0,0.0251009362920296,0,0,0,0.0673827961860212,0,0,0,0,0,0,0.0373826963777255,0,0,0.00702308864895438,0,0.00915202020373954,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0517540386727652,0,0,0,0,0,0.257205339504962,0,0,0,0,0,0,0,0.0622960084130006,0,0.253737159472092,0,-0.0710305007622647,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210520728133218,0,0,-0.0216300281549499,0,0,0,0,0,0,0,0.0358073297590177,-0.148056385893431,0,0.0584107795209876,0,0.0217870449616192,-0.0345317149688859,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0725298350570853,-0.0183173892054511,0,0,0,0,0,0.239104368383226,-0.0213884522408029,0.0742123318370743,0.0388731128328991,0,0.0298806969983919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03921231416216,0,0,-8.67361737988404e-19,0.0270524552016136,-0.0963833383065632,0,0,-0.00983095089490274,0.021114620884711,0,0,0,0,0,0
X002304.SZ,0,0.0619213600542807,0,0,0,0.0299454164660548,0,0,0,0.00145156955175879,0,0,0,0.376024295788522,0.0718196411453424,0,0,0,0,0,0,0,0,0,0,0.0280080854049483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403006108576554,0,0,0,0,0,0,0,0.0574886501969925,0,-0.0549908757013229,0.0117502902468677,-0.0038235771187088,0,0,0,0,0,0
X000625.SZ,0,0.180004192617065,0,0.101080237070203,0.0994051765769173,0.0271456189178076,0,0,0,0,0,0,0.135515422057578,0.00535731523453255,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,-0.0134518911335186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00934569103861401,-0.00610795590305778,0,0,0,0,0,0
X000063.SZ,0.117444791009537,0,0,0.14039411542453,0,0,0,0,0,0,0,0,0,0,0,0,0.103447864346967,0,0,0,0,0,0,0.0415130967006004,0,0,0,0,0,0,0,0,0.0945448763881753,0,0,0,0,0,0,0,0,0,0,0.0801504598173343,0,0.0844110163705412,-0.0702240138506596,-0.102669344658027,0,0,0.00359338507136891,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.125474247059036,0,0,0,0,0,0,0,0,0.0219846759366946,0,0,0,0,0,0,0,0,0,0,0.0878197631621573,0,-0.0530674950804407,0,0,0,0,0,0,0,-0.162873224048037,0,0.122173563222855,0,0,0,-0.0258670430312928,0,0,0,0,-0.0142945969107649,0,-0.131277050806552,-0.0312783062367935,0.0231979363543868,0,0,-0.00630147222951599,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.0918162695000133,0,0,0,0,0,0.198102821487148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20064837216968,0,0,0,0.323095304030792,0,0,-0.0375204026423794,-0.0429355732829147,0.0336077896125022,0,0,0,0,0,0,0,0,0,0,0.00659224652019427,0,0.35094818836274,0.00739936673880631,-0.0022614529321855,0,0,0,0,0,0
X600031.SH,0,0,0.0673132367829637,0,0.214782693374104,0,0,0,0,0,0,0.111999268190271,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106379113169931,0,0.221138596919437,0,0,0,0.280913251062044,0,0,0,0,0,-0.0169792146572232,0,0.0162091093807064,0,0,0,0,0,-0.0285786014134501,0,0,0,-0.0687981637191483,-0.0126634793708719,0.00709873481553607,0,0,0,0,0,0
X600741.SH,0,0.441799280743192,0,0,0.0928244204376213,0,0,0.0489716768448503,0.0423875527480705,0,0,0,0,0,0,0.0695615483655594,0.0930663329175528,0,0,0,0,0,0,0.0954136602504601,0,0,-0.0494417798718906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110706082106378,0,0,0,0,-0.0332840067996042,0,-0.00400040147990614,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.504684953336808,0,0,0.0709646952945225,0,0,0,0,0,0,0,0,0.00927492818507309,0,0,0,0,0,0,0,0,0.132506853622533,0,0,0,0,0,0,0,0.116609824630902,0.00934058517054817,0,0,0,0,0,0,0,0,0.00442116597706889,0,0.0552137481062291,0,0.0498546616372811,0,0,0.0143770450591133,-0.0204932666684813,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,-0.112172361958391,0,0,0,0,0,0.109660551913173,0,0.155029588971759,0,0,0.0511141189714707,0,0,0,0,0,0,0.00690008075465926,0,0,0,0,0.210900167942165,0,0,0,0,0,0.050647868668707,0.231623863678688,0,0,0,0,0,0,0,0,0,0.176250359818672,0,0.0567439756440122,0,0.0385713041490777,-0.0373563334173496,0.0138363176797054,0,0,0,0,0,0
X000338.SZ,-0.073825654663677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752591403558912,0,0,0,0,0,0,0,0,0,0,0.0475025164937675,0.330611302394669,0,0,0,0,0.277527131810186,0,0.0501794180356458,0,0,0,0,0,0,0,0,0,0,0.0466822931228894,0,0.305589679085503,0,0.0501719751467372,-0.0276029455187493,0.0095373345459807,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.0479698827162968,0,0,0,0,0,0,0.0130835572650898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148884959697727,0,0,0,0.0983594874217902,0.0407352792032357,0,1.73472347597681e-18,0,0.0537388176149219,0,0,-0.0496600762612035,0,0,0,0.0552114360916588,-0.00700248359842768,0,0,0,0,0,0
X002475.SZ,0.2378446434419,0,0,-0.128779242871628,0,-0.194156006421363,0,0,0,0,0,-0.0137520868322554,3.46944695195361e-18,0,0,0,0,0,0,0,0.0247810819628506,0,0,0.0358776651097524,0,0.253707642029265,-0.290827800121613,0,0,0,0,0,0,0,0,0,0,0.152604515153176,0,0,0,0,0,0,0,0.0680335573174313,0.172971323407075,-8.67361737988404e-19,0,-0.0726094344454543,-0.0373426749664844,0.0129747847879732,0,0,0,0,0,0
X002241.SZ,0,-0.117554709602774,0,0,0,0.12795982762575,0,0,0,-0.114460978340697,0,0,0,0,0.0861577837359074,0.216293185584092,0.174190894886509,0,0,0,0,0,0,-0.0627326655679705,0,0,0,0,0,0,0,0,0,0,0.0830171087235283,0,0,0.103751125894858,0,0,0,0,0,0,0,-0.0690756937179974,0.16504928699578,0.255901431178229,0,0.0509022979427829,-0.0372631728019096,0.0176606124972609,0,0,0,0,0,0
X002236.SZ,0,0,0,0.0434278495259226,0,0,0,0,0,0.140264710146469,0,0,0,0,-0.0721627474804632,0,0,0,0,0,0,0,0,0.0493946259776535,0,0,0,0,0.288571280060969,-8.67361737988404e-19,0,0,0,0,0.119832111398979,0,0,0,0,0,0,0,0,0,0,0.0609510011775052,0.0348433253297493,0,0.146974509715563,0.0895446851452644,-0.00467612522384353,0.00853696866043201,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0.0796860598861441,0.0732747048955348,0,0,0,0.144075609594703,0,0,0,0.105081160098334,0,0,0,0,0,0.37498821918207,0,0,0,0,0.0741725128857845,0,0,0,0,0,0,0.0502508570188717,0.0807507321390431,0,0.0335339020454918,0,0,0,0,0,0.0380335321106123,0,0,-0.00461997791977567,0,0,0,0,0,0,0
X600271.SH,0,0,0.0725442815390583,0,0,0,0,-0.00274936965402701,0,0,0,0.0717076974846869,0.0384423073534115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705336977568175,0,0,0,0,0,0,-0.127686231529989,0,0.0641499470503025,0,-0.0248182199259908,0,0,-0.165186889698869,0.016446808834898,0.00981020854983316,0,0,0,0,0,0
X601877.SH,0,0.0943380693136299,0,0,0,0,0,0,0.37881447201674,0.0602153077829492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142606616521664,0,0,0,0,0,0,0,0,0,0.0291565885038658,0,0,-0.0564105008952505,0,0,0,0,0,0,0,0.0470405054331003,0,0,0.129326828664206,0,0.0138185497018529,0.00317846767461776,0,0,0,0.177595156529384,0,0
