,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X600276.SH,X600690.SH,X600703.SH,X000063.SZ,X000100.SZ,X600031.SH,X600271.SH,X600118.SH,X000338.SZ,X000157.SZ,X600372.SH,X600741.SH,X002292.SZ,X002236.SZ,X002475.SZ,X600066.SH,X600089.SH,X002241.SZ,X300124.SZ,X600177.SH,X601877.SH,X002129.SZ,X000559.SZ,X002456.SZ,X300003.SZ,X600839.SH,X600582.SH,X000016.SZ,X000568.SZ,X002294.SZ,X002276.SZ,X002223.SZ,X600435.SH,X000550.SZ,X000869.SZ,X002008.SZ,X000623.SZ,X000066.SZ,X600060.SH,X002007.SZ,X000800.SZ,X000581.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.122986586522622,0,0.0455831188283462,0.00519803332832466,0.0856655710496458,-8.67361737988404e-19,0,0,1.73472347597681e-18,0,0.145523616124759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159494245293062,0,0.0450589535240329,0,0,0,0,0,0,0,0,0,0,0,0.0472138271391584,0,0,0,0,0,0,0,0,0,0.000477071188114759,0,0.00843272772300569,0,0,-0.0456283943717902,0,0,0,0
X600104.SH,0.143755940312054,0,0,0,0.126511482543828,0.199790098879384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281863744411256,0,0,0,-0.0408230611719115,0,0,0,0,0,0,0,0,0,0,0,0.00149953784011472,0,0,0,-0.0303772211517484,0,0,0,0,0,0,0,-0.00116555767321769,0.0238808403304287,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.156060742310202,0,0,0,0,0,0.126858231535873,0,0,0,0,0.189470960109636,0,0,0,0,0.1826788363657,0,0,0,0,0,0,0,0,0,0,0,0,0.0931468845951551,0,0,0.0381088977857066,0,0,0,0,0,0,0,0,0,0,0,0,0.247554268901907,0,0.0172752085024784,-0.0115072342090421,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00344424759903985,0,0,0.0227697509651062,0,0.0938614861125922,0,0,0,0,0,0,0,0,0,0.0715062439318476,0,0,0.0785609355214818,0,0,0,0,0,0.440185779136577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205444139986667,0.0109302534048569,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0751033363117425,0,0,0,0,0,0,0,0.00794008023764453,0,0,0.000520659382652525,0.0589565501348749,0,0,0.103740933826134,0,0,0.1553933332424,0,0,0,0,0,0,0,0,0.12224102235419,0,0,0,0,0,0,0,0.0760475428120225,0.141656459366575,0,0,0,0,0,0,0,0,0,0,0,-0.0281131267065271,0,0,0,0,0,0,0
X002304.SZ,0,0.316897533675853,0,0,0,0,0.193099142217313,0,0,0.0556029378518009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248044719279942,0.0655655598766436,0,0,0.0379344669002742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234446229482029,0.00508155061052993,-4.33680868994202e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0233099327583974,0,0.313398287514774,0,0,0.124527203162267,0,0,0,0,0,0,0,0.150851794833346,0.00585331870998006,0,0.0101385282435725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447907156289057,0,0,0,0,0,0.0603623803388156,0,0,0,0,0,0,0,0,-0.000246197364760437,0.0136153940377384,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0.0555680016307299,0,0.0277900523480678,0,0,0,0.136137515074278,0,0,0,0.0431927371754193,0,0.075280435304813,0.124843891652889,0,0,0,0,0,0,0,0.0854490021255087,0,0,0,0,0,0.0011624253486498,0,0,0.132608264853833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.111060124199029,0,0,0,0,0,0,0.0229564736965295,0,0,0,0.0261503285615417,0,0,0,0,0,0,0,0,0.257681372131785,0,0,0,0,0,0.0490493958526595,0,0,0,0,0,0,0.0821482777495698,0,0,0,0,0,0,0,0.000604418960688991,0,0,-0.0084737094996654,0.0209774788081075,0,0,0,0,0,0
X600690.SH,0,0,0,0.282601376697782,0,0.113242336353597,0.0109142071606661,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.00266723089956952,0,0,0,0,0,0,0.0916221567122693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161321886123186,0,0,0,0,0,0,0.0826239667655617,0,0,-0.00129022334700266,0.00211114714413794,0,0,0,0,0,0
