,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X000568.SZ,X002475.SZ,X600741.SH,X601877.SH,X600703.SH,X000596.SZ,X000100.SZ,X600271.SH,X600809.SH,X000661.SZ,X300003.SZ,X002236.SZ,X000625.SZ,X300124.SZ,X002008.SZ,X002007.SZ,X600487.SH,X000157.SZ,X300142.SZ,X002456.SZ,X002506.SZ,X600498.SH,X600867.SH,X600776.SH,X600066.SH,X600177.SH,X000977.SZ,X002241.SZ,X300146.SZ,X600522.SH,X000050.SZ,X002179.SZ,X600089.SH,X002180.SZ,X600566.SH,X002508.SZ,X002129.SZ,X002371.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.310926550936676,0,0,0,0.137621116614145,0,0,0,0,0,0,0,0,0,0,-0.0988781079625402,0,0,0,0.0262597070186278,0.0274892183039211,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00867257987384273,0,0,-0.0309520481055126,0,0,0,0,0,0,0,0,0,0.0274382899191975,0,0,-0.00719773054643151,0.0258108001148957,0,0,0,-0.0401956551954761,0,0
X000858.SZ,0,0,0,0,0,0,0.134117746043192,0,0,0,0.106502538124568,0.0760769446215424,0,0,0,0,0,0,0,0,0.19302608551435,0,0,0.0338294687797478,-0.0649660905177337,0,0.157898345505668,0,0,0,0,0,0,0,0,0.0112881205952805,0,0,0,0,3.46944695195361e-18,0,0.0418319692173696,0,0,0,0,0,0,0,0,-0.0351585643578276,0.00223407168184458,0,0,0,-0.0239491230093921,0,0
X000651.SZ,0,0.102865798064335,0,0,-1.73472347597681e-18,0,0.230570101344175,0,0,0,0.232941505476458,0,0,0,0.119729781788028,0,0,0,0,0,0,0,-0.109586715366514,0.0135337029496737,0,0,0,0.0179735417245458,0,0,0,0,-0.0432294187858522,0,0,0,0,0,0,0.020886193682127,0,0,0,0,0,0,0,0,0,0,0,0.00106904612013564,0.0315807235615295,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0928238564832067,0,0.125746894509091,0.230667328623843,0,0,0,0,0,0,0,0,0.126924979424751,0.128764046190473,0,0,0,0,0,0,0,0,0,0,0,0.0564766225900732,0,0,0,0,0,0,0,0,0,0,0.0353447932758976,0,0.0179071529870233,0,-0.00934921845922651,-0.0382268972496194,0,0,0,0.0112766939857011,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0703169687389993,0,0,0,0.0311591799662596,0.0302237138229968,0,0,0,0,0,0.0700644022277157,0,0,0.243045183800142,2.71050543121376e-20,0,0.0873004543837413,0,0,0,0,0,0,0,0,0,0,0,0,0.0177544120020373,0,0,0,0,0,0,0,0.0777499842889909,0,0,0,-0.0298462335773168,0.0372863531895764,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0587675175162306,0,0,0,0,0,0,-0.224443136896542,0,0,0.226571892411965,0.0815802523937551,-0.0247962293358219,0,0.025701230251151,0.0496098628658504,0.345042019724693,0,0,0,0,0,0,0,0.0779712992208594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00594670601722155,0.036570385726785,0,0,0,0,0,0
X002304.SZ,0,0.0563497779009032,0,0,0,0,0,0,0,0.0873344940412338,0,0,0.280067401324841,0.168868916585749,0,0,0,0,0,0,0.0171690892553153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447684768656206,0,0,0,0,0.0329330585279405,0,0,0,0,0,-0.0137532433923595,0,0,0,0,-0.012356955488777,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0566164076676182,0.125074218888164,0,0,0,0.160976911278932,0,0,0,0,0.18695966772263,0.103405273690592,0,0,0,0,0,0,0,0,0,0,0,0.0742240015500527,0,0,0,0,0,0,0,0,0,0.0154955102824587,0.0754371895032502,0,0,0,0,0,0.10490666122547,0,0,-0.0380488701745073,0.0271625279760343,0,0,0,0.0459051271483713,0,0
X000063.SZ,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779344567105111,0,0,0,0,0,0.100642926905372,0,0.517226124895493,0.00384639233548598,0.0963035253505827,0,0,0.0430962764980405,0,0.0741629633950056,0,0,0,0,0,0,0,0,0.0923246529429564,0,-0.0172874864866348,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0335917257270688,0,0,0.0519335520659167,0,0,0,0.375607890968559,0,0.0720001035456952,0,0,0,0,0,0,0,0.0187097837957841,0,0,0,0,0,0.304013218183444,0,0,0,0,0,0,0,0,-0.0527330851424677,0,0,0,0,0,0.0314001804140669,0,0,0,-3.46944695195361e-18,-1.73472347597681e-18,0.00774088976569918,0,0,-0.0281872794599022,0.0230307732584159,0,0,0,-0.0209577425053454,0,0
