,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X600031.SH,X002506.SZ,X002292.SZ,X600066.SH,X002241.SZ,X002236.SZ,X600118.SH,X000157.SZ,X600741.SH,X002049.SZ,X000559.SZ,X002465.SZ,X002475.SZ,X000338.SZ,X600372.SH,X600089.SH,X000568.SZ,X300124.SZ,X600177.SH,X002294.SZ,X600498.SH,X600867.SH,X300003.SZ,X000869.SZ,X000977.SZ,X002074.SZ,X601877.SH,X002456.SZ,X600582.SH,X002426.SZ,X002129.SZ,X000550.SZ,X600584.SH,X002085.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441006244001594,0,0.026440618979044,0,0,0,0,0,0,0,0,0,0,0,0.178573640695159,0,0.036146248723339,0.0165319064639443,0.0216773313884483,0,0,0,0,0,0,0,0,0,0,0.0228337254908699,0,0,0.0100089386357332,2.71050543121376e-20,0,0,0,0,0,0
X600104.SH,0,0,0,0.078034822540625,0,0,0,0,0.175623265578734,0,0,0,0,0,0,0.0177595078366656,0,0.115323070693496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190898454470509,0.0724226841798638,0,0,0,0,0,0,0,0,0,-0.00754634962796316,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815175236351069,0,0,0,0,0.0556765814796269,0,0,0,0,0,0,0,0,0.406017691841218,0,0.0835966848762097,0.0742726295479043,0,0,0.0112407797869934,0,0,0,0,0,0.0394133268655828,0.0138477397988097,0,0,0,0,0,0.0659887779499264,0,-0.0133642398750787,-0.0300291161685455,0,0,0,0,0,0
X000651.SZ,0,0,0.0673366823420413,0,0,0,0,0,0,0,0,0,0.242601520137583,0,0,0,0,0,0.011217516784853,0,0,0,0,0,0,0,0,0,0,0.229884250214275,0,0.127529892041322,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.182620645866035,0,0.00102066472184751,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0326540517994908,0,0,0,0,0,0,0,0,0,0,0.0352544435153145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146420117154092,0,0.0377883653940123,0,0.0319447492062104,0,0,0.0460508539607026,0,0.0240961453773392,0.00706715180400278,0,0.0959693783755153,0,0,0,0.204205741866967,0,0,-0.00665537043906288,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151230471609451,0.118500920200776,0.134020657849314,0,-0.014441196837401,0.146247596844913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283726281483965,0,0,0.166361358735016,0,0.0882091729483852,0,0,0,-0.0434613488938682,0,0,0,0,0,0,-0.0100759557786853,-0.0192393587254575,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.169649015605273,0,0,0,0,0,0,0,0.085635355513826,0,0.0669997511174672,0,0,0,0,0,0,0,0,0,0,0,0.116162301606996,0,0.0584493051542359,0.0534602763604713,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.00719416743630847,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0427032959012109,0,0,0,0,0.0799345164807981,0,0,-0.0752648125159794,0.135084998217183,0,0,0,0,0,0,0,0.0398125454295588,0,0.0478753257387446,0,0,0,0,0,0,0,0.0246045154504733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0112904720404623,0,0,0,0,0,0,0,0,0,0,0.0164255331111918,0.00340073212907345,0,0,0,0,0,0,0,0.222786138857211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322038212689984,0.257503954921143,0,1.0842021724855e-19,0.240583278568166,0,0,-0.0179005652943365,0,0,0,0,0,0
X000063.SZ,0,0,0,0.000665163457034446,0,0,0,0,0.124335687254174,0,0,0,0,0,0,0,0,0.0822559504878752,0,0,0,0,0,0.00976493249864739,0,0,0,0,0,0,0.197515545889345,0.122628339444843,0,0,0.0280252529488629,0,0,0,0,0,0,0.0713732881720555,0.118047716722113,0,0,0,0,0.0414024726634544,0,0,-0.00826466074342935,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000582700098430099,0,0,0,0,0,0,0,0,0,0,0.000386066553445843,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581610968318273,0,0.125843082570197,0,0,0,0,0,0.192012056853419,0,0,0,0,0,0,0,0.0282084028627969,0,0.106689144338766,0,0,0,0,0,0,0.170481267754536,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0182674881022515,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662972042820272,0,0,0,0,0,0,0,0.0371406008913241,0,0,0,0,0,0,0,0.139308407111809,0,0,0,0,0,0.0170217308252826,0,0,0.146945142462031,0,0,0.0399156469159772,0.0249450328683007,0,0,0.0743971401816662,0,0,-0.0528525596841041,0,0,0,0,0,0
X600031.SH,0,0,0.10132111898341,0,0,0,0,0,0,0.0215111366657381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00457537050879141,0,0,0,0,0.0272818280107248,0,0.0428989364112432,0.248419801066195,0,0,0,0,0,0,0,0,0.215377960473716,0,0,0.0746981074226775,0,0,0,0,0,0,0,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222254195489843,0,0,0,0,0,0,0,0,0,0,0,-0.0963191612874068,0,0,0,0,0,0,0,0,0,0,0,0,0.332051136693522,0,0,0.152387327329122,-0.122530127543359,0.111200145914919,0,0,0,-0.0370286147698631,0.00545145231801748,0,0,0,0,0,0
X002292.SZ,0,0,0,-0.0354014689496053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161938403814018,0,0,0,0,0,0,0.0215330024141906,0,0,-0.194103281350488,0,0.247521221984139,0,0,0.411388387227533,0,0.244509836126172,0,0,0.389790607839466,-0.0843937866854415,0,-0.00399603474100964,0,0,-0.0806604483225692,-0.034370987666705,0,0.138612812095878,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801502217947683,0,0,-0.0329337726226489,0.166078504498796,0,0,0,0.0768592429217562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852494793489905,0.308530101107191,0,0,0.0229050561533776,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0404201207974887,0,0,0,0,0,0,0,0.12060705048818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948277451784051,0,0,0,0.198311361033957,0,0,0.0142827000668102,0,0,0.0780421498821136,0,0,0,0.262055983917442,0,0.02590716595392,0.0130449496158858,0,0,0,0,0,0
X002236.SZ,0,0,0.191248043892923,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.216123122564951,0,0,0.019345085634349,0,0,0,0,0,0,0,0,0.0984417133996754,0.0157855520423144,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0663409771184146,0,0.0762188599196301,0,0.0106692945992707,0,0,0,0.0285181257791482,0,0.00689345490698816,-0.00305357900749687,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073247240226225,0,0,0,0,0,0,0,0,0,0,0,0.163932232152718,0.0604404942514856,0,0,0.0616309062002694,0,0,0,0,0,0,0,0.0492699978111194,0.248042970183183,0.127545637189706,0,0,0,0,0,0.0932001346480848,0,-0.0356603453047383,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258520560216328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576454503613989,0.196673888543123,0,0,0.184848892429075,0,0,0,0,0,0,0.0313720220628816,0,0.0345432277433211,0,0,0.0173600528338312,0,0,0,0,0,0.0119842759434095,0.00498953666106076,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.0999422122588715,0,0,0,0,0,0,0,0,0.00736523096876856,0,0.0829066041197474,0,0,0,0.0587138982190153,0,0,0,0,0,0,0,0.0867296326217667,0,0,0,0,0,0,0.0374381601364625,0,0.162050665495539,0.0169793004514299,0,0,0,0,0,0,0,0,-0.0199480198072758,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170882682298249,0,0,0.392762878978103,0,0,0,0,0,0.107849029420799,0,3.46944695195361e-18,0,0.104861988326354,0,0,0,-0.454869550479856,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.129441988827169,0,0,0,-0.0312138672870701,0.152178502022563,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22320963343847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534700139820707,0,0,0,0,0,0,0.105219408904034,0,0,0.0230831015758249,0,0.00446699434384833,0,0,0,0.372728447922856,0.0106249245673874,0,0.0210626810394238,0,0,0,0,0,0,0
X002465.SZ,0,0,0,0,0,0,0,0,-0.0714905930781434,0,0,0,0,0,0,0.0634964790522746,0,0,0,0,0,0,0.000704789156789956,-0.0225079490608163,0,0,0,0.0791723793372045,0,0,0.0458065399284516,0,0,0,0,0.0541225123818946,0.00139969289950904,0,0,0,0,0.20065316951116,-0.0624966894278262,0.0729699375026481,0,0.242880637042097,-0.0292878011257271,0.0785942973217419,0,-0.0229237396846553,0.0423104220035667,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14622688087151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763811341582331,0,0,0,0,0,0.0512345839842985,0,0.00972912251167502,0,0.0414976612432488,0,0,0.00756053226530688,0,0,0,-0.104384263421917,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427475688390807,0,0.0106177454938475,0,0,0,0.0668919220257848,0,0,0,0,0,0,0.267849250067129,0.14974102334265,0,0.0102063376823747,0,0,0,0,0,0,0.0940958478366949,0,0,0.0302494549649234,0,0,0,0,0,0,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658768035771898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187086417883318,0,0.211767648329374,0.0673423975040045,0,0,0,0,0,0,0.0219470137888272,0,0.0143268796867265,0.0821096367035137,0,0,0,0,0,0,0,0,0,0
X600089.SH,0,0,0.213267133222663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070811381687188,0.0739835038986979,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0185020307550871,0,0,0,0,0,0.0286234042949732,0,0,0.121550963499154,0,0,0.0645788473141738,0,0.0123706655813147,0,0.152925451821645,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346554922007067,0,0,0,0.0407529320016801,0,0,0,0,0,0,0,0,0,0,0.0872623159152166,0.118295132180427,0,0,0.104904547387888,0,0,0,0.0650714296562283,0,-3.46944695195361e-18,0,0,0.178307311483261,0,0,0,0,0,0,-0.0350780297812465,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.117321805075614,0,0.11333142567835,0,0,0,0,0,0,0,0,0,0,0,0.200588601523583,0,0,0,0,0,0,0,0,0,0.0328650577353416,0,0,0,0.158804303738067,0,0,0.0760088705148615,0,0.218048750995686,0,0,0.172901066763927,0,0,0,-0.0554754893890778,0.0799188300027419,0,0,0,0,0,0
