,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X000651.SZ,X002475.SZ,X600690.SH,X600104.SH,X300014.SZ,X600031.SH,X000725.SZ,X300124.SZ,X002371.SZ,X000063.SZ,X000661.SZ,X600703.SH,X000625.SZ,X000338.SZ,X002129.SZ,X002241.SZ,X000596.SZ,X003816.SZ,X300142.SZ,X000100.SZ,X002049.SZ,X002179.SZ,X600702.SH,X000799.SZ,X600460.SH,X600779.SH,X002074.SZ,X002007.SZ,X600741.SH,X601877.SH,X002236.SZ,X000157.SZ,X600584.SH,X601799.SH,X002414.SZ,X600089.SH,X600183.SH,X300003.SZ,X300146.SZ,X600884.SH,X000800.SZ,X000977.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0670767980888894,0,0,0,0,0.0550989380499025,0,0.173825168142902,0,0,0,0,0,-0.017074775802127,0.0461684438429086,0,0,0,0,0,0.103142270717344,0,0.0423983307199111,0,0,0,0,0,0.111956791888067,0,-0.00507920272717531,0,0,0,0,0,0,0,-0.0981654692101233,0.037145181771323,0,0,0,0,0,0,0,0,0,0,0,0.0292461785554556,0,0,0,-0.0124163083164397,0,0
X000858.SZ,0,0,0,0,0,0.21874523304092,0,0,0,0,0,0,0.082186209120499,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0.118783532428308,0.0512628895162531,0,0,0,0,0,0,0,0,-0.0039996212893173,0.0492660416096121,0,0,0,0.0263681942899217,0,-0.0716361572951757,0,0,0,0,-0.070258882262318,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.170964968514402,0,0,0,0,0.157317348419691,0,0.0664544055095484,0,0,0,0,0,0,0,0.0654161114392392,0,0,0,0.00966343761262181,0,0,0,0,0,0.0116014375792992,0.0988412584429657,0,0,0,0,0,0,0.0375626474923412,0,0,0.0205045654713098,0,0,0,0,0,0,0,0,0.108418700181243,0,-0.0178270184639224,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.159975967479995,0.133176153982687,-0.0041350387941391,0,0,0,0,0,0,0.118724006493237,0,0,0,0,0,0,-0.166836571192733,0,0,0,8.67361737988404e-19,0,0,0,0,0.495949341619777,-0.000111005176240828,0.0621651012959651,0,0,-0.311073253887114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133499553283736,0,0,0,0,0,0
X600276.SH,0,0,0,-0.110956050673612,0,0,0.152210337910839,0,0,0,0,0,0,0,0.279984338598468,0,0,0,0,-0.0339244188548093,0,0,0,0,0,0.195010057545152,0,-0.0880177903722628,-0.100062300363103,0.121641581604838,0,0,-0.105519981679127,0,0,0,0,0,0,0,0,0,0,0,0,0.0277684019404803,0,-0.0788504442292939,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.738538087969992,0,0.0833710772389128,0,0,0.110821526370698,0,0,0,-0.222051777190516,0,0,0,0,0,0,0,0,0,0,0,0,0.125630816558815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599542955453101,0,0,0,0,0,0.0132649310759574,0,0,0,0,0,0.00693179570215348,0.00987760770493347,0,0,0,-0.0935086815089745,0,0
X002304.SZ,0,0,0,0.155692978119419,0,0.191668022448427,0,0,0,0,0,0,0,0,0,0,0,0,0.310051902964602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117746428829193,0,-0.0583159669388115,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.147450035788376,0,0,0,0,0,0,0.191892976590671,0.00699455457671383,0,0,0,0,0,-0.0844391319103726,0,-0.0119737869339331,0,0,0,0.0776333545146233,0,0,0,0,0,0,0,0,0,0,-0.0466113213343814,0,0,0,0,0,0,0,0,-0.0778107748910411,0,0,0.0935698910018823,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0174399559064747,0,0.00542423132862755,0,0,0,0,0.0611934269954225,0,0,0,0,0,0,0,0,0,0,0.012017272341174,0,0,0,0,0.140314522642683,0,0,0,0.0340546194492509,0,0,0,0,0,0,0,0,0.113094250253873,0.0694300269859855,-0.0656802099877578,0,0,0,0,0,0,0,0,0.0394972023687471,0,0,0,0,0,0,0
X600690.SH,0,0,0.303351207365915,0,0.210903234205952,0,0,0,0,0,0,0,0,0.273441261164843,0,0,0,0,0,0,0,0.00443276274317683,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.0136994480159069,0,0.0266090418015566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00206412399915969,0,-0.052678041252311,-0.0331473281728491,0.00715948409691793,0,0,0,0,0,0
