,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600809.SH,X600690.SH,X600031.SH,X000725.SZ,X002475.SZ,X600104.SH,X002304.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X000100.SZ,X000596.SZ,X000157.SZ,X600703.SH,X002241.SZ,X002129.SZ,X002179.SZ,X600741.SH,X000625.SZ,X002007.SZ,X300142.SZ,X002371.SZ,X002236.SZ,X601877.SH,X002049.SZ,X600584.SH,X000799.SZ,X002414.SZ,X600183.SH,X000800.SZ,X601799.SH,X300003.SZ,X600779.SH,X300146.SZ,X002008.SZ,X002074.SZ,X600089.SH,X000977.SZ,X600118.SH,X000066.SZ,X600707.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.14369305502871,0,0,0,0,0,0,0.135992011027985,0,0,0,0,0,0,0.0267691352436986,0.0680824085419351,0.0602683089252088,0,0,0,0,0,0,0,0,-0.0866780159696723,0,0,0,0,0.192110150693121,0,0,0,0,0,0.00783639799471251,0,0,0,0,0,0,0,0,0,0.0270232419736318,-0.0500050493183763,0,0,0,0.000813305168781128,0,0
X000858.SZ,0.0454343267163815,0,0,0,0,0.261454994644778,0.123355035880556,0,0,0,0,0,0.125314479109219,0,0,0,0,0,0,0,0.0909989314229617,0,0,0,0,0.0280745140448627,0,0,0,0,0,0.06706372433004,0,0,0,0.151501563721269,0,0,0,0,0,0,0.0463135854184874,0,0.0542735767056838,0,0,0,0,0,0,-0.0146105238376921,0,0,0,0,0.0132327230475984,0,0
X002415.SZ,0,0,0,0,0,0.146289406412658,0,0,0,0,0,0,0.0208495189837975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329283893457892,0,0,0.226699430083826,0,0,0,0,0.0938604244845437,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0164479142606645,0,0.0527654601220333,0.0469553050749565,-0.053365447722129,0,0.056939089910406,1.0842021724855e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0956462211078616,0.0754815341778712,0,0,0,0.0406183185600771,0,0,0,0,0,0,-0.0992708957380781,0,0,0,0.0308301466657132,0,0,0,0.232281895787232,0,0,0,0.049683412498177,0,0,0,0,-0.0240979226406127,0,0,0,0,0.00931770347989277,0,0,-0.12402597009759,0,0,0,0,0,0,0,0,0.00123235139845237,0.0143749409365339,0,0,0,0.0437744192499076,0,0
X000651.SZ,0,0,0,0,0,0,0,0.11756514153362,0,0,0,0,0.0359344983490932,0.0901572877379745,0,0,0,0.0115376108507099,0,0.119684222929951,0.0485141059060332,0.0902708455179591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156297766788124,0,0,0,0,0,0.0445217760279066,0,0,0,0,-0.0129374693155906,-0.0170531201749743,0,0,0,0,-0.0286898681468926,0,0
X000568.SZ,0,0.453252529210819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933786275863591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205668004695889,0,0,0,0,0,0.1570345076575,0,0,0,0.0176272556754221,0,0,-0.0139507206694208,0,0,0,-0.0432090223984709,0,0,0,-0.0105831336654523,0,0
X600809.SH,0,0,0,0,0,0.0333292861690056,0,0,0.23207471162697,0,0,0,0.0192002455834936,0.0703806057869903,0,0,0.135559303770965,0.0684831943488113,0,0,0.176633132125948,0,0,0,0,0,0,0,0,0,0.115329713467172,0,0,0,0,0.212578786597529,0,0,0,0,0,-3.46944695195361e-18,0.0380637755339007,0,0.0604046950909155,0,0,0,0,3.46944695195361e-18,0,0,-0.0529148836002702,0,0,0,-0.033446660903943,0,0
X600690.SH,0,0,0.121603142986422,0,0.0162733369113243,0,0.224174904362393,0,0,0,0,0,0,0.113649261360179,0,0,0,0,0,0,0,0,0,0,-0.0478178547383495,0.0584283125695165,0.0319466396356811,0,0,0,0,0.131147349193656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436664009743248,0,0.00457322693516488,0,0,0,0,-0.0176710370839261,0,0
X600031.SH,0,0,0,0,0,0,0.092416008418204,0,0,0,0,0,0,0,0,0,0,0.122145459630144,0,0,0,0.0667005704016939,0.114764722554143,0.0808723079374851,0.33614908537299,0.167215727745503,0,0,0,0,0,0,0,0.0358627203501241,0,0,0,0.016499594696202,0,0,0,0,0,0,0,0,0,0,0.0636357558226324,0,0,-0.0238359367102788,0,0,0,0,0.0326324514789634,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0494531925677466,0,0,0,0,0,0,0,0,0,0,0.257608466683059,0,0,0.106202578405731,-3.46944695195361e-18,0.128898956169929,0,0,0,0,0,0,0,0,0,0.000347265451053853,0.0109173956036057,0.00441412825822095,0,0,0,0,0,0,0,0,0.0517126636333883,0,0,0,0,0,0,0.0442608485151429,0,0,0,-0.0545089942202469,0,0
