,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X002292.SZ,X600690.SH,X600703.SH,X600741.SH,X000100.SZ,X600066.SH,X600031.SH,X600118.SH,X002506.SZ,X002236.SZ,X002241.SZ,X000559.SZ,X002475.SZ,X600372.SH,X000157.SZ,X000568.SZ,X600177.SH,X000338.SZ,X002085.SZ,X002074.SZ,X300003.SZ,X300124.SZ,X002294.SZ,X600089.SH,X002465.SZ,X600867.SH,X002049.SZ,X600498.SH,X601877.SH,X002456.SZ,X002180.SZ,X000981.SZ,X002007.SZ,X002512.SZ,X000869.SZ,X000050.SZ,X300001.SZ,X600699.SH,X600582.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.225670596624892,0,0,0.271398207763177,0,0,0,0,-0.03653261185545,0,0,0.0129498905895442,0,0,0,0,0,0,-1.73472347597681e-18,0,0.021237204149448,0,0,0,0,0,0,0,0,0,0,0,-0.00304932277015376,0,0,0,0,0,0,0,0,0,0.02665600703177,0,-0.0545723726231163,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0.243817053587256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119919363306842,0,0.0386295629586906,0,0,0,0,0,0,0.00281289994267214,0,0,0,0,0.130519089262865,0,0,0,0,-8.67361737988404e-19,0.0087483902243097,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.132091413066183,0,0,0,0,0,0,0,0,0,0,0,0,0.295307731426801,0,0,0,0,0,0.0510934408285259,0,0,0,0,0,0,0,0.0775908725704213,0.0208684188004275,0,0,0,0,0,0.0542614402026927,0,0,0,0.213336786071254,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0190216244726304,0.0690104367890371,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.312544729910696,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315377147441192,0,0,0,0,0,0.127992772838926,0,0,0.103189385348463,0,0,0.040326325669324,0,0.103255344594223,0,0.0400844518333795,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0995104539402936,0,0,0,0,0,0,0,0.132274194372217,0,0,0.043800584468727,0,0,0,0,0,0,0.0450523921739269,0,0,0,0,0,0,0,0,0,0.0430780309092452,0,0,0,0,0,0,0,0.0392670019124682,0,0,0,0.00820504114836326,0,0,0,0,0,0,0
X002304.SZ,0,0.0568709903954966,0.0123152561497197,0,0,0,0,0,0,0.0664793397424493,0,0,0,0,0,0,0,0.0771086441061558,0,0,0,0,0,0,0,0,0.0862732998109342,0,0,0,0.145290635110264,0,0,0,0,0,0,0,0,0,0.105504121281942,0,0,0,0,0,0.0313012805665036,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0136681716461587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25569885685885,0,0,0.0574670563552714,0,0,0,0,0,0,0,0.0573911703466979,0,0,0,0,0,0,0,0,0,0,0,0,-0.00919403684827071,0,0,0,0,0,0,0
X000725.SZ,0,0,0.122291877773951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399772668905613,0.0638309888096123,0,0.0931505359920983,0,0,0.0673340897646483,0,0.122308692176372,0,0,0.0137869682438745,0,0,0,0.201064664203758,0,0,0,0,0,0.0885527622629065,0,0,0,0,0,0,0,0,0,0,0.00461843427593562,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.198834897742567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22488114323078,0,0,0,0,0,0,0,0,0,0,0,0,0.0974304326872873,0,0,0.134109919156251,0.0712766353203875,0,0,0.0808519904305253,0,0.00803140457362807,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0370019496363079,0,0,0.0482881732725649,0,0,0,0,0,0,0,0.0239825396147835,0,0,0,0,0,0,0,0,0,0.195234121516272,0.0601397717534738,0.0125075551255224,0,0,0,0,0,0,0.0807859724321153,0,0,0,0.0790080649334693,0.0654299913663689,0,0.152958523634966,0,0,0,0.0916789559585109,0,0,0,-0.00038427051840836,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153369522115603,0,0,-0.00682700145212556,0,0,0.106119486798369,-0.180336407866404,0.139439569161833,0,0,0,0,0,0,-0.010086003251702,0,0,0,0.0959806685757561,0,0,0,0,0.544296839116658,0.30956880108018,0,-0.165025537231444,0,0.0585248542854901,-0.0879309374397569,0,0,0,0,0,0
X600690.SH,0,0,0,-0.275261584663524,0,0,0,0,0,0,0,0,0,0,0,0,0.111729689389255,0.203506946274052,0,0,0,-0.0399254885998225,0,0.0271196541926535,0.427831036170355,0,0,0,0,0.180252405399916,0,0,0,0,0,0,0,0,-0.287302192088397,0,-0.157313049470287,0,0,0,0,0,0.0984945215179184,0,0,0,0.0717442011788924,-0.359301617446013,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0.033442072415047,0,0,0,0,0,0,0,0,0,0,0.135708500415243,0,0,0,0,0.0357812915199831,0,0.123338205860992,0,0,0,0,0,0,0,0,0,0.0420380544554958,0.0420789864070203,0.0266629036263836,0,0,0,0,0.167646333284121,0.127642690344207,0,0,0,0.00245409889422477,0,0,0,0,0,0,0
X600741.SH,0,0.193666851683568,0.127721251561765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760514828485081,0.0576860696265799,0,0,0,8.67361737988404e-19,0,0,0,0,0.216297136250599,0,0,0,0,0,0,0,0,0,0,0,0.0749019064843765,-1.73472347597681e-18,0,0,0,0,0,0.00843584156906975,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0.0948042165560853,0,0,0,0,0,0.202849530785146,0,0,0,0.0158229423407664,0,0,0,0,0,0.126499720220955,0,0,0,0.0944395226148237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00692278495674343,0.0625292204762168,0.13752090139339,0,0,0,0,0,0,0,0,0.0224758393155353,0,0.0200907032104495,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0.0101099796135075,0.321037201569402,0,0,0,0,0.0166676184996613,0,0,0,0,0,0,0,0,0.00370066064432013,0,-6.93889390390723e-18,0.170757887700771,0,0,0,0,0,0,0,0.0938438360886527,0,0,0.0471049993249797,0,0,0,0,0,0,0,0,0,0,-0.0560028721374447,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.00212298189981913,0,0,0,0,0,0,0.0569410554915342,0,0,0.0329938161071928,0,0,0.21520303555564,0,0.16914677119577,0.154839094656705,0,0,0,0,0,0.18203994983009,0,0.0293734247412261,0,0,0,0,0,0,0,0,0,0.0308914108219657,0,0,0,0,0.0178911341365647,-0.0453771429624587,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146921675664101,0,0,0.0974145632761846,0,0.158841332259333,0,0,0.158541050467718,0.0378238095559973,0,0,0,0,0,0,0,0,0,0,0,0.202825238118346,0.029433269510808,0,0,0,0,0,0.15715279256648,0,-0.0554543593497212,0,0.0335692033577088,0,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0.0856142217765415,0,0,0,0,0,0,0.0495844069057449,0,0,0,0.13938552744269,0,0,0,0,0,0,0,0,0.139496782998805,0.167346830439641,0,0,0,0,0,0.0510156233669556,0,0.106665089422791,0,0,0,0,0,0,0.193816245679251,0,0,0,0.0592625204058639,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270410461405431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359116244402068,0.322303496507921,0,0,0,0,0,0,0,-0.00378322874055201,0,0,0,0.0130564636554652,-0.114830631785012,0,0.129366190082721,0,0,0,0
