,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600031.SH,X600690.SH,X600809.SH,X002304.SZ,X002475.SZ,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X300124.SZ,X000100.SZ,X000063.SZ,X300014.SZ,X000157.SZ,X600703.SH,X000596.SZ,X002241.SZ,X002129.SZ,X600741.SH,X000625.SZ,X601877.SH,X002179.SZ,X002007.SZ,X002371.SZ,X300142.SZ,X002236.SZ,X002049.SZ,X002414.SZ,X600584.SH,X300003.SZ,X601799.SH,X600183.SH,X000800.SZ,X002074.SZ,X000799.SZ,X000066.SZ,X300146.SZ,X002008.SZ,X600707.SH,X600089.SH,X000977.SZ,X002294.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.178298906497525,0,0,0,0.16013790588676,0,0.0701730751519129,0.0353748756665085,0.0394676340023884,0,0,0,0,0,0,0,0,0,0,0.0953775517758237,0,0,0,0,0,0,0,0,0,-0.140058818881769,0,0,0,0,0,0.0290497814191626,0,0,0,0,0.0405544166419968,0,0,0,0,0,0,0,0,0.0219595620369217,0,-0.0141349011192092,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.263974289736251,0,0,0.157102467766293,0.126477986057363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498515537281083,0,0,0,0,0,0,0,0,0,0,0,0.0119000680917123,0.128530734868044,0,0,0,0,0,0,0,0,0,-0.00272960362623446,-0.0189972346723188,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0308343740576323,0,0.183929438881801,0.190475969645633,0,0,0,0,0,0,0,0,0.00619670198343816,0,0,0,0,0,0,0,0,0.0589272074968006,0.121638905837005,0,0,0.364501561834586,0,0,0,0,0,0,0,0,0.0277439901469104,0,0,0,-0.00501700654797901,0,-0.014990917070926,0,-0.118382375430431,0,0.0178312718254375,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0552893562373273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225722050831218,0,0,0,0,0,0,0,0.1746394841517,0,0,0,0,0,0,0,0,0.108809966305202,0,0,0,0,0,-0.151795799488803,0,0,0,0,0.117116743358587,0,0,0,0.0217390724016516,0,0,0,-0.0341060935451441,0,0
X000651.SZ,0,0.044323654804157,0,0,0,0,0,0.151096999416774,0.0364096069903174,0.100599591349696,0,0,0,0,0,0,0.0562862730797509,0.0548648685375764,0,0,0,0,0,0,0.0522356890827015,0,0,0,0,0,0,0,0,0,0,0,0,-0.121552647742926,-0.0339078353883377,0,0,0,0,0,0,0.0339035703700335,0,0,0,0,-0.00352679899150264,-0.050364369790621,0.0370683557128112,0,0,0,0,0,0
X000568.SZ,0,0.693628988535983,0,0,0,0,0,0,0,0.0297564155525597,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0548579448806756,0,0.0261588152948884,0,0,0,0,0,0,0,0,0,0.283252394854822,0,0,0,0.000165393086374304,0,-0.0897259715301585,0,0,0,0,-0.0295735862282052,0,0,0,-0.0291179017182501,0,0
X600031.SH,0,0,0.019357990325232,0,0,0,0,0,0.204452937660525,0,0,0,0,0.0713679492751372,0,0,0,0,0,0,0,0.14973010712755,0,0,0,0,0,0,0,0,0,0,0,0.263329643800379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,-0.01999869121565,0,0
X600690.SH,0,0,0.244617125975434,0,0,0.0583669513881016,0,0,0.293061390375385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0733061964367741,0.186982346465323,0,0,0.0462227773957104,0,0,0,0,-0.0179252513667397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435207845158446,0,0,0.00488215209911367,0,0,0,0,-0.0758915829342794,0,0
X600809.SH,0,0.126611639028387,0,0.0677134728342459,0.0577448245592566,0,0.392428000865626,0,0,0,0,0,0,0,0,0,0.0925032581254931,0,0,0.0337747023533117,0,-0.134381213524072,0.143519594099704,0,0,0,0,0,0,0.0734443680811656,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.194601627220229,0,0,0,0,0,0,0,0,0.0359698639698503,0.00803277732805709,-0.0510637580662591,0,0,0,0,0,0
X002304.SZ,0,0.244277909498262,0,0,0,0.0522241356809438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282594504650983,0,0,0,0,0,0,0,0,0,0,0.0256354752301427,0,0,0,0,0.0474760711220627,0,0,0.214883151171708,0.110883612576155,0,0,0,0,-0.0496447480890502,0,0,0,0,-0.0338832781939554,0,0,0,0,-0.076063233623154,0,0
