,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600690.SH,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000725.SZ,X300124.SZ,X002371.SZ,X000338.SZ,X002304.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X000100.SZ,X002179.SZ,X300014.SZ,X600089.SH,X000157.SZ,X600703.SH,X002463.SZ,X600372.SH,X002241.SZ,X002236.SZ,X000977.SZ,X000921.SZ,X600066.SH,X002028.SZ,X600741.SH,X600522.SH,X002049.SZ,X600183.SH,X000661.SZ,X600584.SH,X601877.SH,X002129.SZ,X000800.SZ,X002223.SZ,X601799.SH,X002180.SZ,X600177.SH,X002085.SZ,X600487.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0603111615836258,0,0,0,0.237631697131883,-0.0321239033843414,0,0,0,0,0,0,0,0.0657355432066048,0,0.01274850642369,0.0361615872150266,0,0,0,0,0,0,0,0.00867394624555405,0,0,0,0,0,0,0,0,-0.00582666790670988,0,0,0,0.0570079953107845,0,0,0,0,0.0253345144109339,-0.00951451802655143,0,-0.00598625562793374,0,0,0,-0.00498126807290286,-0.0086043888346996,-0.0143117886350423,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0154808117802808,0.432342170066699,0,0,0,0,0,0,0,0,0.241188990235893,0,0,0.0881693198763737,0,0,0,0.00160837514704419,0,-0.043551737911387,0,0.0697658012774144,0,0,0,0,0,0,-0.01423293931032,0,0,0.0285453603678896,0,0,0,0,0,0,0,0,0,0,0,0,-0.00261013681613249,0,-0.00870368819020658,-0.0267051344306865,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.388561767331885,0,0,0,0,0,0.0550372667614321,0.110505278961394,-0.0506647836619223,0,0,0,0.110342515973541,-0.0126996808246999,0,0,0.0122522984689074,0,-0.10971123894408,0,-0.0355772055206115,0,-0.0753339822664227,0,0,-0.0168694074801778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21084079259214,0,-0.0208070885000146,0,0,0,-0.0723749774449291,-8.67361737988404e-19,0.0527112073833263,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0558378244321299,0,0.0695768420853044,0,0,0,0,0,0,0.120468388659309,0,0,0,0,0,0,0,-0.0345021115489519,0,0,0,0,0,0.161359496683367,0,0,0,0,0,0,0.0836600013297456,0,0,0.0368218439819116,0,0,0.0949133853641579,0,0,0,0,0,0,0,0,-0.0055079348974919,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0858049031103422,0,0,0,0,0,0,0.00743410664373235,0,0,0,0,0,0,0.045985233881501,0,0,0.0400680776962904,0,-0.0739018141419702,0,0,0,0,0.231299029126263,0,0,0,0.0331453195665107,0,0,0,0,0,0,0,0,0,0,0,-0.0463893703774637,0,0,0,-0.00667590502440528,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242744751706524,0.14176342422714,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.29962932400278,0,0,0,0,0.203582846267114,0.00940055575233111,0,-0.107240941694489,0,0,0,0,-0.0271405811429457,0,0,0,0,0,0
X000568.SZ,0,0.752722279731882,0.447645278162341,0,0,0,0,0,-0.00179195049126841,0,0,0,0,0,0,0,0,0.00813784092328527,0,0,0.0305657290334861,0,0.0565015428449579,0,0,0,-0.142121464303453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805855201474245,0,0,0,0,0,0.0484912588678183,-0.0371172620749676,0,0,0,0.0358936808743407,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.271716621409093,0,0.0430278305075728,0,0,0,0,0,0.16501790037541,0,0.00479087046164725,0,0,-0.119710103073641,0,0,0.194542023934165,0,0,0.261978406897696,0.0323113505871738,0,0,0,0,0,0,0.0086795727258585,0,0,0,0,0,0,0,0,-0.158391243547119,0,0,4.33680868994202e-19,0,0,0,-0.0568310312308422,0,0,0,0,-0.00492492538345335,0.0760790113546066,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,-0.148187534538853,0,0,0,0,0,0.252403310871758,0,0,0,0,-0.0189837985771461,0.250872030611225,0,0,0,0.0398547654523289,-0.0826574865733554,0,0.378375782989405,0,0,0,0,0,0,0,0,0.0842602467978627,0,0.0515221622141793,0,0,0,0,0.125662427360315,0,0,0,0,0,0,0.0297398216002111,0,-0.202601611387714,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.445169701924262,0,-0.0464774319843239,0,0,0,0,0,0,0,0,0,0,0,0.0703761501470982,0,0.0600914742438706,0.0536103848484295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548574025591484,0,0,0.178839630860092,0,-0.0346466035328795,-0.0222956632655455,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134411230595584,0,0,0.06016279824434,0,0.0129625525401972,0,0,0,0,0,0,0,0,0,0.0727210082972159,0,0,0,0,-0.0282533843836602,0,0,0,0.00744206215678917,0,0,0,0,0,0.0094649782413743,0,0,0,-0.0349655061074299,0.0060588701092951,-0.0121383549310067,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0323993786792467,0,-0.0284383334652257,0,0,0,0,0,-0.0567590431750482,0.0194610686265375,0,0.0176356509825912,0,0.0466602339635616,0.150111504039848,0,0,0,-0.0159580695792869,0,0,0.0314941970505455,0,0.0988208801638314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329300024594168,0,0,0,0,0,-0.0156695503575116,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,-0.0296663778199025,0,0.128486569174023,0,0,0,0,0,0,0,0,0,-0.0626525644871985,0.123174514502162,0,0,0,0,0,0,0,0.0856633142546271,0,0,0,0,0,0.124415775193935,0,0,0,0.0990234726209197,0,0,0.0439255852092622,0,0,0,0,0,0,0,0,0,0.108738847598273,0,0.00350420171043459,0.0347207331462104,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291832329154126,0,0,0,0,0.116920876392216,0,0,0,0.0396968040536158,0,-0.0228819080286123,0,0,0,0,0.0111560513101055,0,0,0,0.120499665484056,0,0,0,-0.158703660777258,0,-0.00172883458730384,0,0,0,0,0.0839794545761085,-0.166069458565961,0,0,0,0,0
X000338.SZ,0,0,-0.120156794598346,0,0,-0.114100307957977,0,0,0,0.173263405520778,0,0,0,0,0,0,0,0.024551484237167,0,0,0,0,0,0,0.168297765990741,-0.023000261858626,0,0,0,0,0,0,0.276946563782611,0,0,0,0,0,0,0,0,0,0,0,0,-0.0569409142680526,0,0.0693990569774027,0,0,0,-0.0134869977268767,0,0,0,0,0,0,0
X002304.SZ,0,0.297678489917056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143050465452612,0.0747593627285301,0,0,0.0741890332077986,0.123152832166558,0,0,0,0,0,0,-0.0411281683743942,0,0,0,0,0.304272915531537,0,0,0,0,0,0,0,0,0,-0.126036386384599,0,0,-0.0293671438704934,0,-0.0135033317552911,0,0,0.0345630245261721,-0.0965664900155336,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130165087353793,0,0,0,0,0.0713459495709219,0,0.301248634239378,0,0.00315443245124648,0,0,0,-0.0484389341123163,0,0,0.0704678280953546,0,0,0,0,0,0.0187904954713259,0,0.111237207096785,0,0,0.161617973683582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,-0.2851999233813,0,0.125685442056422,0,0,0,0,0,0,0,0.0264592080745982,0,0,0,0,0,0,0,0.218428480380639,0,0,0,0,0.518606693138534,0,0,-0.0997535876636343,0,0,0,0,0,0,0,0,0,0,0.0538063046997262,0.542862311081944,0,0.137066506477966,0,-0.481522557658188,0.0504728034502407,0,0,0,0,0.0828199912132528,-0.087190341565342,0,0,0,0,0
