,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X601877.SH,X600271.SH,X300003.SZ,X002236.SZ,X300124.SZ,X002008.SZ,X600809.SH,X000100.SZ,X600487.SH,X600498.SH,X002007.SZ,X000625.SZ,X000661.SZ,X002179.SZ,X600867.SH,X300142.SZ,X000596.SZ,X000157.SZ,X600566.SH,X300146.SZ,X600177.SH,X002456.SZ,X600066.SH,X600089.SH,X002506.SZ,X600372.SH,X600522.SH,X002180.SZ,X600699.SH,X002294.SZ,X002241.SZ,X000977.SZ,X300136.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.512709100021609,0.10561758812441,0,0,0.0886097394303668,0,0,0,0,0,-0.0132945128762656,0,0,0,-0.084025549312046,0,0,0.00909750924357692,0,0.0363553337567224,0,0,0,0,0,0,0,0.278696575665214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0377275530600956,0,0,0.0056197772679776,0,0,0,0,0,0,0
X600104.SH,0,0,0.154737604863689,0,0.0111358473817979,0,0,0,0,0,0,0,0,0,0.0616911392081837,0,0,0,0.152574355742049,0,0,0,0,0,0,0.0885763396337751,0,0,0,0,0,0,0,0,0.0583247096797433,0,0,0,0,0,0,0,0,0,0,0,0,0.209605554300126,0,0,0,-0.0131214652714377,0,0,0,0,0,0,0
X002415.SZ,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142803976663683,2.16840434497101e-19,0.633714044582959,0,0.308443398763396,0,0.0937670599196293,0,0,0,0,0,0,0,-0.0996618265462752,0.0568536165989265,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0250618487352627,-0.0197837708544677,0,0,0,0,0,0,0
X000651.SZ,0.137402464823156,0.109222018035221,0,0,0,0,0.108080726248016,0,0.297163881778603,0,0,0,0,0,0.0883184468690374,0,0,-8.67361737988404e-19,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0673048819933326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016880846450132,0,0,0.00262506518060115,0.000506819447157121,0,0,0,0,0,0
X600276.SH,0,0.027800776209908,0.117972683928797,0,0,0,0,0,0,0.0441937541593871,0,0,0,0,0,0.0214965002892302,0,0,0.416075639034301,0,0,0,0.0253203719919397,0,0,0,0,0,0,0,0.0367959086948583,0,0,0,0.0736373959527518,0.0357570308353947,0,0,0,0,0,0,0,0.101303566929763,0,0,0,0,0,0,-0.0803047905439666,0.00581043589258282,0.0147464222473018,0,0,0,0,0,0
X000858.SZ,0.173111649680448,0,0,0,0,0,0.230839247909026,0,0,0,0,0,0,0,0.133413249482075,0,0,-0.0213200340735061,0,0,0,0,0.194812788008628,0,0,0,0,0,-0.0371688716895347,0,-0.0198713857529907,0,0.193841059810543,0,0,0.0191684795971983,0,0,0.0180406656147728,0,0,0,0,0,0,0,0,0,0,0,0,0.00388905575939071,0.0211634560692542,0,0,0,0,0,0
X002304.SZ,0,0,0,0,-0.0741813381302487,0.371808354004255,0,0,0,0,0,0,0.218209058937128,0,0,0,0,0,0.0924586247721132,0,0,0,0.170236823534377,0,0,0,0,0,0,0,0,0,0.254382423168717,0,0,0.177058077595982,0,0,-0.0419996647952859,0,0,0,0,-0.0267868824923629,0,0,0,-0.0616588702843771,-0.0566113382939554,0,0.162778393057177,0.00317551765960879,0.0507197232059937,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0846779609097494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139221367905774,0,0,0,0,0,0,0,0,0,0,0,0,0.300086623126726,0,0,0,0,0,0.0882829287176593,0,0,0,0,0,0.0416427513561755,0,-0.0322808429242212,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.114406478546544,0.115921099044202,0,0,0,0,0,0.0153996393254938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128326452747395,0,0,0,0,0,0,0,0,0.442463574782924,0,0,0,-0.0114446461331959,-0.0397896553497919,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140167534107204,0,0,0,0.102049635025956,0.477959832721754,0,0,0,0,0,0.125155777467926,0,0,0,0,0,0.0971008607134797,0,0,0,0,0,0,0,0,0,0,0.0390905629162498,0.00304161556484907,0,0.0310675307548015,-0.0297712553688041,0,0,0,0.178652070147667,0,0
