,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X000625.SZ,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002241.SZ,X600031.SH,X002236.SZ,X600066.SH,X000338.SZ,X000100.SZ,X002508.SZ,X002456.SZ,X601877.SH,X300124.SZ,X600271.SH,X600118.SH,X002085.SZ,X600089.SH,X600522.SH,X600177.SH,X000157.SZ,X300136.SZ,X300003.SZ,X002007.SZ,X600372.SH,X000981.SZ,X002008.SZ,X002294.SZ,X600867.SH,X600699.SH,X600487.SH,X600566.SH,X600809.SH,X000066.SZ,X000596.SZ,X002074.SZ,X300115.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.120215042057304,0,0,0,0,0,0,0.234055677800005,0,0,0,-0.0346140075692909,0,0,0,0,0,0.0473940426927453,0,0,0,0,0,0.0642348096016019,0,0,0,0,0,0,0.0194919801588421,0,0,0,0,0,0.145257972492297,0,0,0,0.155655331642736,0,0.0158901636802812,0,0,-0.00329138431600421,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.043340056058625,0,0,0,0,0,0,0,0.0320469167963398,0,0.1965530925433,0,0,0,0,0,0,0,0.106296112507192,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253739234986445,0.0703084826776551,0,0,0,0,0,0,0,-0.00659890427281742,-0.019265975671627,0,0,0,0,0,0
X002415.SZ,0,0,0,0.153083206714541,0,0.0582803827919034,0,0,0,0,0,0,0,0,0,0,0,0.345239549558339,0,0,0,0,0.0125192953891884,0,0,0,0,0,0,0,0,0,0.0976721951606975,0,-0.12157226698311,-0.132521632589624,-0.216866689746592,-0.152059130707563,0,0.100591405804363,0,0,0,0,0,0,0,0.0311023350963659,0,0,-0.0104102335127208,-0.0118152365854014,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0949023551009089,0,0,0,0.0866057615559776,0,0.193281567930584,0.0353987968299986,0,0,0,0,0.0250116333294031,0.0924590050335988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0845397355086311,0,0,0,-0.0893490208292029,0,0,0,0.112608701316794,-0.0190017728779412,0.0376588344679553,0,0,0,0,0.0168855684020064,-0.010805967888357,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0612663038401676,0,0,0,0.135123441837477,0,0,0,0,0.289321725511428,0,0.0405145506046439,0,0,0.113391496121455,0,0.139902377769802,0,0,0,0.0505254978735789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075556027552185,0,0,0,0,0,0,-0.0600314896653647,0,0,-0.0337821373636683,0,0,-0.000864231475046381,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.102855195863204,0,0,0,0,0,0,0,0.085260062286659,0.0436027788658558,0.148265221286324,-0.391944991679686,0,0.105835124854463,0,0,0,0,0,0,0,0,0,0,0.0966268316753296,0,0,0,0,0,0.272539227799322,0,0,0,0,0,0.283337285842914,0,0,0,0,0,0,0,0,0.25704743612604,0.152357922212297,-0.0463517290328775,0.0266176676423671,0,0,0,0,0,0
X600276.SH,0,0,0,0.123233685097976,0,0,0,0,0,0,0,0.138624138336388,0,0,0,0,-0.0740784922684852,-0.0641461405523246,0,0,0,0,0.0556995178233026,0,-0.044248470637577,0,0,0,0,0,0,-0.034422972600847,0,0,0,-0.0178058103711089,0,0,0,0.129452272494431,0,0.109343460864822,0,0.00152024352765437,0,0.0762691406929532,0,0,0,0,-0.00203979476477426,0.0217275038178911,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.174665507770335,0,0,0,0,0,0,0,0.374328315864669,0,0,0,0.0987106223354187,0,0,0,0,0,0.0213576373011994,0.0197302713887618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0637652449275551,0,0,0.0747218032487406,0,0,0.0942004670821439,0,0,-0.0646391520502034,0.0723973596834788,0,0.0179299567409401,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.00971262889376178,0,0,0.173795014161301,0,0,0,0,0,0.0349575668943249,0,0,0,0,0,0.0338862498590524,0,0,0,0,0,0,0,0,0,0,0,0,0.0243360441552827,0,0,0,0,0.00925537429746835,0,0,0,0,0,0.106802814222083,-0.0137472630086949,0,0,0.0405789065364111,0,0,-0.00182588021127378,-0.0155786929193141,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.00611485824746902,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0929870100558245,0,0,-0.178596919831408,-0.0526447284072969,0,0,0,0.0676928761463488,0,0,0.14202418483579,0,0,0,0,0,0,0,0,0,-0.124639809827675,0,0.0681718868810354,0,0,0.00533448750768896,-0.00570116080323969,0,0,0,0,0,0
