,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X600031.SH,X000725.SZ,X002371.SZ,X300124.SZ,X300014.SZ,X003816.SZ,X000063.SZ,X000338.SZ,X002241.SZ,X600703.SH,X002129.SZ,X000625.SZ,X002049.SZ,X601877.SH,X000596.SZ,X300142.SZ,X000661.SZ,X002179.SZ,X600089.SH,X000100.SZ,X600460.SH,X000799.SZ,X600741.SH,X002236.SZ,X000157.SZ,X600702.SH,X002074.SZ,X600884.SH,X600779.SH,X002414.SZ,X600584.SH,X601799.SH,X002007.SZ,X000800.SZ,X600183.SH,X002176.SZ,X000733.SZ,X300003.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.274412832470583,0,0,0.134097895752592,0,0,0,0,0,0,0,0,0,0.0950906071813132,0,0,0.0144466474393547,0,0,0,0,0,0,0.0210004142511303,0,0,0.047499668912902,0,0,0,-0.0528822599735706,0,0,0,0,0.076847341825175,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0472234825755815,0.349850160171035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00662804217839083,0,0,0,0,0,0,0,0,0.0919804139383301,0,0,0.220617733017372,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379500265110678,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.103241593354817,0,0,0,0,0,0,0.102670319352761,0,0,0,0,0.101871028985177,0.0210665089339614,0,0,0,0.0931635926135421,0.00167158987709388,0,0,0,0,0,0,0,0.0212695957735713,0,0,0,0.0979848579977452,0.0201300479196561,0,0,0.0478662050811525,0.0197996546160918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.00150088947334083,0,0.153599393031774,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0490861167268894,0,0,0,0,0,-0.0742750434124656,0,0,0,0,0,0,0,0.537699542896184,0,0,0,0.153193589342966,0,0,0.0149546478176463,0,0,0,0,0,0,0,0.0542272755831053,0,0,0,0.00480907460939563,0,-0.0304197426943349,0,0,0,0,0
X600276.SH,0,0.450106784215275,0,0,0,0,0,0,0,0,0,0,0,0.0501357684860809,0.13929371139949,0.0468354796709276,0,0,0,0,0,0,0,-0.285876077110192,0.124557839813965,0,0,0.140805608206326,0,0,0,0,0.048350546696221,0,-0.131903945287515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.042834965073919,0,0,0,0.0244722543370962,0,0
X000568.SZ,0,0.61351784973351,0,0.0356924303020244,0,0,0,0.0106197466897325,0,0,0,0,0,-0.0315145942766682,0.0269465581084859,0,0,0,0,0,0,0,0,0,-0.0485090493107179,0.0693562841678129,0,0,0,0,0,0,0.0525624999175445,0,0,0,0.013057108312046,-0.00888256720934982,-0.0322761827656113,0.0460452709350203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0687251511367655,0,0,0,0,0,0,0,0,0,0,0.192073276329067,0,0,0,0,0,0.218477438293405,0,0,0,0.0412879935282999,-0.174914086493515,0,0,0,0,-0.176905083399093,0,0.0564341477127189,0,0,0,0,0,0,0,0,0,0,0.0446804355410845,0,0,0,0,0,0,0,0,0,-0.0163035447659715,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.145456080147039,0,0,0.117876006767043,0,0,0,0,-0.0148362972231646,0,0,-0.143022290831218,0,0,0,0,0,0,-0.0574723540788016,0,0,0.0273819066124422,0,0,-0.0333898344517857,0,-0.0312126207316942,0.191341907463894,0.060463835235944,0,0,0,0,0,0.0911350615075152,0,0,0,0,0,0,0.0402473457052496,0,0,0,0,-0.0405036612497441,0,0,0,0,0,0,0
X600690.SH,0,0,0.00382191865151889,0.0978204107910051,0.191751575121837,0,0,0.18865334727986,0,0,0,0.118259252856237,0,0,0,0.0629060214812056,0,0,0,0,0,0,0,0,0,0,-0.0200993715463192,0,0,0,0,-0.071546646696464,0,0,0,0.0751751819764083,0.0261108514848331,0,0,0.0392430561400434,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.0121653825925411,0,0,0,0,-0.138883419530462,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393369359649474,0.129081790870218,0,0.0174305493520611,0,0.0808913788406622,0,0.0147926166075726,0,0,0,0.0478863483916077,0.0856397060217426,0,0.0556725459170557,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.0203056288671287,-0.0544661470716349,0,0,0,0,-0.0365033635658996,0,0,0,0,0,0
X000651.SZ,0,0.0472457496864895,0,0,0,0,0,0,0,0,0,0.0874465257936247,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0447056273216556,0,0.0388522166781561,0,-0.00574272188856999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751670602230352,0,0,0,0,0,0.108529974795008,0,0,0.0120989781355761,0,0,0,0.015945910003446,0,0
X600031.SH,0,0,0,0,0,0,0.165283432397536,0,0,0,0,0,0,0,0.172239570048911,4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0309266115552818,0,0,0,0,0,0,0,0,0,0,0.29549347416903,0.00840581962239824,0.0744698716271315,1.73472347597681e-18,0,0,0,0,0,0,0,0.0277626082283962,1.73472347597681e-18,0,0,0,0,0.00718610526040114,0,0,0,0.179121444057559,0,0
X000725.SZ,0,0,0,0,-0.0475911659960316,0,0,0.0431566619202657,0,0,0,0,0,0,0,0,0,0,0.0228861794481816,0,0.0177752389398506,-0.00890586015176827,0.042786436710136,0,0,0,0.0089829671924518,0,0,0,0.364067565620981,0,0,0,0,0,-0.0403696796115041,0,0,0,0,0,0,0,0.126345442465436,0,0,0,0,0,0.0361419383908649,-0.0038761446141552,-0.00263947248871861,0,0,0,-0.103322215268775,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.0229851365904737,0,0,0,-0.267082623152424,0,0,0,0,0.427887188469953,0,0,0,0.153715854999344,0,-0.0347914178869456,0,0.27835216643296,0,0,0,-0.0223349224104239,0,0,0.357257415847247,0.0182131392383275,0,0,-0.112590044150113,0,0,0,0,-0.381808467797696,0,0,0,0.0679254489183035,0,0,0,0,0.039886009341556,0,0
X300124.SZ,0.609000648920222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705129484286916,-0.221274936753889,0,0.0589268449441078,0,0.247875703807563,0.199542157902059,0,0.00178492990249645,0,0,-0.0572194568091567,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.253665227727135,0,0,0,0,0,0,0,0.116279051552596,0,0,0,0,-0.0208600644807356,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.00429422008080076,0,0,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0.322315710724013,0,0,0,0,0.191420226377618,0,0,0,0,0,0,0,0,0,0.374548498163706,0.233312433091978,0.0956088561788645,0,0,0,0,0,0,0.0147336498606801,0.0258397602083218,0,0,0,0,-0.00234942523339315,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0624225182947402,0,0,0,0,0,0,0,0,0,0,0,0.0207999516152437,0,0,0,0.0149884653772489,0,0,0,0,0.0402140166016346,0.135208741461713,0,-0.00792194262228935,-0.00515497725209349,0,0,0,0,0,0.0338308722578919,0,0,0,0,0,0,0,0.0175268067925356,0,0,0,-0.10839780583235,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14787862328836,0,0,0,0,0,0,0,0,0,0.0715427206807331,0,0,0.0285977468296889,0,0,0,0,0,0,0,0,0,0.0159938241799005,0,-0.155603218009549,-0.0434421087414321,0,0,0,0.0366821718614288,0,0.0685937997254472,0,0,0,0.128103317886269,0,0,0,0,0,0,0.0188201016004184,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.128291273178205,0,-0.0286490578391439,0.0629360295923943,0,0,0,0,0,0,0,-0.0636909770726914,0,0.154699672580103,0.0258452515418028,0.146929044433539,0,0,0,0,0,0,0,0,0,0.0718938408095345,0.0479515609685252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00560544774774742,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.573167289851525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.339311367475789,0,0.276728170717966,-0.124430692959666,0.0682216205058835,0,0,0.157567734978319,0,0,0.0756471760255808,0,0,-0.0379462082914007,0,0,-0.190518404363731,0,0,0,0,0,0,-0.0299468970153536,-0.138355277079666,0.168528825876469,0,0,0,0,0,0,0,0,-0.155664886672764,0,0
X600703.SH,0,0,0,0.0164637318492805,0,0,0,0,0,0,0,0,0,0.0866318247356674,0.0253264198867134,0.0362760581706792,0,0,0,0,0,0.300746846792414,0,0,0.0817718949394161,0,0,0.0646366732975832,0,0,0,0.142031717764636,0.00482926858028241,0,0,-0.0348312867902194,0,0.0221182486148847,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.00242495110307894,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940267508069587,0,0.29542285430945,0,0,0,0,0.0981939035945389,0,0,0,0.175153124426385,0,0,0,0,0,0,0,0,0,0,0,-0.0232963993149907,0.224437033210581,0,0,0,0,0,0,0,-0.0892297562739308,0,0,0,0,0,0.016404019929342,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,-0.0175008315850084,0,0,0,0,0,0,0,0,0,0.137712058396555,0,0,0,0,0,0,0,0,0,0,0.103070546763132,0,0,0,0.1510682290524,-0.0134833325614481,0,0,0,0,0,0.0518756212718711,0.00698417376651872,0,0.276723509391252,0,0,0,0,0,0.16014335209143,0,0,0,0,0,-0.0294770826753014,0,0,0,0,0,0
X002049.SZ,0,0,-0.00455549031961797,-0.198956301720638,0,0,0,0,0,0,0,0,0,0.412603466734518,0.113862943229956,0,0,0,0,0,0,0,0.157594552396959,0,0,0,0,-0.0148432729129631,0,0,0,0,0,0,0,0,0,0,0,0.175012307481229,0,0,0,0,-0.14163081364861,0,-0.105129542145791,0.161043297538941,0,0,0,0,0.0446232537156965,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,-0.141978247847067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434198735761675,0,0,0,0,-0.0313184342685888,0,0,0,0,0,0,0.275902784921503,0,0,0,0.0949329059424123,0.0205333783831639,-0.0048037307453435,0,0,0,0,0,0,0.158974459933728,0.111015379818443,0,0,0,0,0.0190507842936068,0,0,0,0,0,0
