,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X000625.SZ,X002304.SZ,X600276.SH,X600690.SH,X000063.SZ,X600031.SH,X600372.SH,X000338.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600703.SH,X600089.SH,X000100.SZ,X002236.SZ,X601877.SH,X000581.SZ,X002475.SZ,X000559.SZ,X000550.SZ,X600118.SH,X000050.SZ,X600066.SH,X000568.SZ,X002294.SZ,X600839.SH,X002456.SZ,X600271.SH,X002129.SZ,X000623.SZ,X300003.SZ,X300124.SZ,X002007.SZ,X000400.SZ,X000869.SZ,X000800.SZ,X600435.SH,X002292.SZ,X600867.SH,X600177.SH,X002038.SZ,X002049.SZ,X002465.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0.178834037883964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122947626069603,0,0,0.00692207319963276,0,0,0,0,-0.052489946827883,0,0,0,0,0.0911767480904691,0.08543821161461,0,0,0,0.0121723624475236,0,0,0,0,0,0
X600519.SH,0,0,0.0193586505517839,0,0,0,0,0.122938028445947,0,0,0,0,0,0,0,0,0.14012852977925,0,0,0,-0.0137054241272229,0,0,0,0,0.121515818423101,0,0,0,0,0,-0.117879144084204,0,0,0,0,0,0,0,0,0,0,-0.149500853631142,0,0.10699144360429,0,0,0.0254964438561807,0,0,0,-0.00381310103653656,-0.0305100270677771,0,0,0,-0.168888355677181,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234794674192973,0.05576978083197,0,0,0,0.0242124610811157,0.0641878158275068,0,0.0111352718106555,0,0,0,0,0,0,0,0,-0.156641609775116,0,0,0,0,0,0,0,0.0970152600301466,0,0,0,0,-0.0860780025269148,0,0.049376651688037,-0.0540020842333,0,0,0,0,0,0
X000651.SZ,0.0244814694493676,0,0,0,0,0,0,0,0,0.20791896627443,0,0,0,0,0.0535439132763898,0,0,0,0,0,0,0.125382422258577,0,0,0,0.15331672584525,0,-0.0251663827181026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604038340288096,-0.218757491641838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.178363144833354,0.0656381839505506,0,0,0.00263020377095151,0.143125750540649,0,0,0.193468367320009,0,0,0,0,0,0,0.0572734432227214,0,0,0,0,0,0,0.168518782710431,0,0,0,0,0,0,0,-0.0510485133652571,0,0,0,0,0,0,0.0172792917367413,0,-0.000569949459203084,0.0112341720794577,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813554774112823,-0.040644890167392,0,0.0179112472036559,0,0,0,-0.0878223170196133,0.0728453280678541,0.138453517295882,0.0416247216501315,-0.0422215369533,0,0.348899624953213,0,0,0,0,0,0,0,0,0,0,0.0705317384933338,0,0,0,0,0,0.0117032559278546,0,0,0,0,-0.0121137699334465,0,0,0,0,0,0,0
X000625.SZ,0.256485263253867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299817942659784,0,0,0,0,0,0.0825381586753285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991164786704307,0.0765435045363866,0,-0.0017413839184393,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.197110789491016,0,0,0,0,0,0.172807329029696,-8.67361737988404e-19,0,0,0,0,-0.0809516803466919,0,0,0,0.209395869360308,0,0,0,0,0,-0.11885138820899,0,0.035519889661452,0,-0.0667791213542657,0,0,3.14503463640915e-05,0,0,0,0,0,0,0,0,0,-0.07376974535532,0,0.403547147964279,0.0285518029114078,0,0,0,0.0098095681466861,0.0720625869960465,0,0,0,0,0,0
X600276.SH,0,0,0.0441936117661782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777970918825772,0,0.0416788205822942,-0.0338882218778183,0,0,0,-0.0539410780863708,0.113762707336318,0,0.0101535984085927,0,0,0,0.13118916648402,0,0,0,1.73472347597681e-18,0,0,0,0,1.73472347597681e-18,0.0209143423605055,-0.132570476043671,0,-0.003847939880675,-0.00248553908915502,0,0,0,-0.146149443670944,0,0
X600690.SH,0.0928843041332557,0.110254528089118,0.289014852938021,0,0,0,0,0,0,0,0,0,0,0.00743679654972506,0,0,0.13807341238402,0,0.0847881131823049,0.1039217565557,0,0,0,0,0,0,0.0771198242920751,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.0779670138822529,0,0,0,0,0,0,-0.0375071333438743,0.121832054055683,0,0,0,-0.0514414334356183,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916967681423843,0,0,0.0530614314270065,0,0,0,0,0,0,0,0,0,0,0,0.156486918725028,0.0429869410195997,0,0,0.0635043303939489,0.00860482921196262,0.0646964477884321,0,0.0504897354636308,0.0405136178459478,0,0,0,0,0,0,0.00149593931215138,0,0,0.00346494687951466,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0188331833189454,0,0,0,0,0,0,0,0,0,0.0708770540818851,0.0374471977818409,0,0,0,0,0,0,0.0170758839130855,0,0,0,0,0,0.164352298566266,0,0,0,0,0,0,0,0,0,0.0157252762131716,0,0,0,0.0786357012196358,0.0401824996754994,0,0,0.0131765467308241,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0.148208779527915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724384033057814,0,0,0,0.236997679764471,0,0,0,0.0988909262232684,0,-3.46944695195361e-18,0.109296069126216,-0.00952273283571441,0,0,0,0,0,0,0,0,0,0.202603870921721,0.058166977249443,0,0.0126066546977371,0.0504256342982157,0,0,0,0,0,0
X000338.SZ,-0.183035382253201,0,0,0.274591394307402,0,0,0,0,0,0.0776688347191344,0,0,0,0,0,0,0,0,0,0,0.00194055842824816,0,0,0,0,-0.0165419074443642,0.0432317544061468,0,0,0.138664388574001,0,0.0762818923657853,0,0,0,0,0,-0.0297641881441057,-0.00362191283575883,0,0,0,0,0,0,0,0,0,0,0.0474270849792425,0,-0.0111337660383968,0,0,0,0,-0.0192236302866686,0,0
X002241.SZ,0,0,0,0,0,0,0,-0.0171081667268903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436369825890113,0,0.0492487023550724,0,0,0,0.190137132628068,0,0,0,0,0,-0.00421073349789807,0,0,0,0,0.0176997629145761,0,0,0,0,0.007613102097752,0,0.205278312916931,0,-0.0103541511715926,-0.0176509983256646,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0.360746998398366,0.0255479517807558,0,0,0,0.0125473530592399,0,0,0,0.000836834981850068,0,0,0,0,0,0,0,0,0,0,0,0,0.0586234180948418,0,0,0,0.0199942237139504,0,0,0,0,0,0,0,0,0,0.0175300748934707,0,0.00895573493379924,0,0.00798105180705795,-0.0241181415111516,0,0,0,0,0,0
X600741.SH,0.0931388243044413,0,0,0,0,0.229944306943333,0.0981480156967045,0,0,0,0,0.0526883615597888,0,0,0,0,0,0,0.169872765411737,0,0,0,0,0,0,0.0121157783737933,0,-0.013164778840501,0,0,0,0,0,0,0,0.061602026350056,0.15969906768408,0,0,0,0,0,0,0,0,0,-0.0604759047330843,0,0,0,0,-0.0234147842697481,0,0,0,0,-0.0758718563032805,0,0
