,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000625.SZ,X000596.SZ,X000725.SZ,X002371.SZ,X000338.SZ,X000063.SZ,X600031.SH,X300014.SZ,X002179.SZ,X600703.SH,X000100.SZ,X002129.SZ,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X000661.SZ,X002241.SZ,X600741.SH,X000157.SZ,X600584.SH,X601877.SH,X600522.SH,X000800.SZ,X000977.SZ,X002007.SZ,X601799.SH,X600183.SH,X002074.SZ,X600418.SH,X002028.SZ,X002463.SZ,X600702.SH,X300142.SZ,X002294.SZ,X000733.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.103367460229379,0,0.226764865062322,0,0.0620853363215893,0.0881048185518934,0,0,0,0.0315477890623434,0,0,0.023627177494898,0,0,0,0,0,0,0.0531351769079018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158168334777912,0,0,0,0,0,0,0,0.00240623652628329,0,0,0,0,0,0,0
X000858.SZ,0.201768205135871,0,0,0.0948817175585452,0,0,0,0,0,0,0,0,0,0.217958629629307,0,0,0,0,0,0,0,0,0,0,0,0,-0.0486948815507839,0,0,0,0,0,0,0,0,0,0,0.134701342662325,0,-0.169840608002954,0,0,0,0.0309208965264524,0,0.0729960366799138,0.0383577593765229,0.0819866949812937,0,0.0509984549787708,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,-0.0186109027091863,0,0,0,0,0,0,0,0,0.0295585376780805,0,0,0.131071770221254,0,0,0,0,0,0,0,0.0749487480046764,0,0.0284686654519959,0,0,0,0,0,0,0,0,0,0,0.137671060298633,0,0,0,0,0.0449244623311123,0,0,0,0,-0.0057264001808503,0,0,0,-0.012221244624767,0,0,0,0,0,0,0
X000568.SZ,0.38903363616788,0,0,0,0.0240478226009936,0.318183881881016,0,0,0,0,0,0,0,0,0.241257545410446,0,0,0,0.0429234145818472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00553619761947811,0,0,0,0,0.0134020866515394,0.00373985523632988,0,0,0,0,0,0
X600276.SH,0,0,0,0.03386302314668,0,0,0,0,0,0,0,0,0,-0.19054073351583,0,0,-0.0771673814236148,0,0.0587436082131595,0,0,0,-0.0144926870886762,0,0.0924031485236832,0,-0.278445993636506,0,-0.0237513636153472,0.106467331854868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314404400461687,0,0,0.637603551430828,0,0,0,-0.0192607373115905,0,0,0,0,0,0,0
X600809.SH,0.0952795387090139,0,0,0.645636106641077,0,0,0.02356221542829,0,0,0,0,0,0,0,0,0,-0.00762838349529774,0,0,0,0,0,0,0,0,0,0.0872792230560576,0,0,0,0,0,0,0,0,-0.119684481804516,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105909518525297,0,0.0336006618239769,-0.0603283872207731,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.24062871389925,0,0,0,0,0,0,0,0,0,0,0,0,0.124352870364577,0,0.0700673698508359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387998990096835,0,0,0,0,0,0,0.040439078275291,0,0.246124161872029,0,0,0.0827174990392942,0.0708386703980711,0,0,-0.101470256653394,0.155267895927579,0,0,0,-0.11353984710879,0,0
X600690.SH,0.132888358623213,0,0,0,0,0,0,0,0,0,0,0.0580643056250014,0,0.0174295429336537,0,0,0,0.109841110181222,0,0.0484804135972597,0,0,0,0,0,0,0.00554038355370522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00654392598551424,0,0.0937461709018437,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,-0.0391706675169351,0,0,0,0.107949173154927,0,0,0,0,0.279051366128546,0,0,0,-0.00832060003329873,0,0,0,0.182742310461802,0,0,-0.102243963606719,0,0.0771312784238031,0,-0.074189642456827,0,-0.120503644909256,0,0,0,0,0,0,0,0,0.0038287545631121,0,0,0,0,0,0,0,0,0.0613856241294831,0,0,0,0,0.0327985756409056,-0.0748108764327085,0,0,0,0,0,0
X002304.SZ,0,0,0,0.249256611763496,0,0.000760081198678552,0,0,0,0,0,0,0,0.217120652502501,0,0,0,0,0.127557839189132,0,0.0736252503327215,0,0,-0.0448820608918957,0,0,0,0,0,0,0,0,0,-0.0156649201165462,0,0,0,0,0,0,-0.0230481927564415,0,-0.0603603545644225,0,0,0.121281084102815,0,0,0,0,-3.46944695195361e-18,0.0328689640502619,-0.0605362564429514,-0.116764602954422,0,0,0,0,0
