,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X002236.SZ,X000338.SZ,X600031.SH,X300003.SZ,X002008.SZ,X300124.SZ,X601877.SH,X002456.SZ,X000625.SZ,X600271.SH,X600487.SH,X600066.SH,X600809.SH,X000100.SZ,X002241.SZ,X600867.SH,X002294.SZ,X000981.SZ,X600566.SH,X600522.SH,X002179.SZ,X300136.SZ,X002508.SZ,X300142.SZ,X000157.SZ,X600089.SH,X600498.SH,X000050.SZ,X002049.SZ,X000977.SZ,X600177.SH,X600707.SH,X600584.SH,X000596.SZ,X000661.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.455328537332162,0.146209368072484,0,0.0580187808941914,-0.0174823780880412,0,0.00714062365186672,0,0,0,0,0,0,0,0,0,0.0840339434950168,-0.0340926381854751,0,0,0,0,0,0,0,0,0,0,0,0.0395334725042993,0,-0.024141819958241,0,0.0104461565271094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159877473996627,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0849680733876082,0,0,0,0.202410957871731,0,0,0,0,0,0,0,-0.0821888292391241,0,0,0,0,0,0,0,0,-0.053951202844318,0,0,0,-0.0620948841728634,0,0,0.0402992890771401,0,0,0,0,0,0,0,0,0,-0.186326254824495,0,0,0,-0.0292558042169273,-0.00688244554632883,0,0.121364907817137,0,0,0,0
X002415.SZ,0,0,0,0,0.0638937278651715,0.193818864878309,0,0.0569777997504997,0,0,0,0,0,0,0.171690543800618,0.20241379691714,0.00867954389764774,0,0,0,0,0,0,0,0.155361877094284,0,0.00965624574093114,0,0,0,0,0,0,0,0,0.101257065189048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238102810582185,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.327402544863489,0,0,0,0,0.237734063302684,0,0,0,0,0,-2.16840434497101e-19,0.0163374109423734,0,0.0335394786123003,0.0584183137674679,-0.0186949325681465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.112588060159651,0.105352675573629,0,0,0,0,0,0,0,-0.044648943715195,0,0,0,0,0,-0.0161914090386991,0,0,0,0,0,0,0
X000858.SZ,0.0524804969275541,0,0,0.106742272283461,0,0,0,0,0,0,0,0.719003180385876,0,0,0.0343031138609344,0,0.0176726520894784,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240336476832446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00790915846128534,-8.67361737988404e-19,0,0,0,0,0,0
X600276.SH,0.0427329004767573,0,0,0,0,0,0,0,0,0.182100903058604,0.0152267954017202,0,0,0,0.0158796315032244,0,0,0,0,0,0,0,0,-0.0184206191034363,0.206703550666913,0,0.145024678889161,0,0,0.0219564477090047,0,0,0,0,0,0,0,0,0,0,0,0,0.0874028821335101,0,0,0,0,0,0,0,0,0,-0.0030665154079854,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.218860159631774,0.015607700778251,0,0,0,0,0,0.0373374936723155,0,0.0268033293684212,0,-0.0295263667877961,0,0,0,0,0,0,0,0.265035143136419,0.0972528388890874,0,0,-0.0112531748494569,0,0,0,0,0,0,0,0.512710130653964,0,0,0,0,0,0,0,0.10590423488503,0.100757629262029,0,0,-0.016206364230735,0.027424363631677,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.23786261263017,0.130608091200409,0,0,0,0,0,0.182083621429524,0,0.226843299072923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305876132956817,0,0,0,0,0,0.0245543443787867,-0.0577524568328566,0,0,0,0,0,0,0,0.0104219224772684,-0.00803611762302389,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.276313110230472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127959585235358,0.187637914092721,0,0,0.353695110163101,0,0,0,0,0.107564957909908,0,0.0970785477997965,-0.0332969522113651,0,0,0,0,0.145524163553463,0,0,0.0475954093784658,0,0,0,0.314132199529047,0,0,0,0,0.0199322640218509,0,0,0,0,0,0
X600690.SH,0,0,0,0.187483476191285,0.418687153634688,0,0,0.162334108149948,0,0,0,0.0141808227739451,0,0,0,0,-0.0441278705964155,0,0,0,0,0,0,0,0,0,0,-0.0497674431767408,0,0,0,0,0,0,-0.0718451244070187,0,0.0443100495278584,0,0,0,0,0,0,0,0,0,0,0,0,0.0705600770686535,0,0,0.00227077189294273,0,0,0,0,0,0
X600703.SH,0,0,0.226561896483295,0,0,0,0,0,0,0,0,-0.147883480265256,0,0,0.156535937632849,-0.353900096823189,0,0.0257474807429028,0,-0.142847662575826,0.0290914887713434,0,0,0,0.246277051347532,0,-0.059738590459162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114010043333822,0,0,0,0.413098721185245,0,0,0,0,0,-0.0303800133586376,0,0,0,0,0,0
