,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X600271.SH,X300124.SZ,X002236.SZ,X000100.SZ,X000625.SZ,X600487.SH,X600498.SH,X300003.SZ,X600809.SH,X000661.SZ,X002008.SZ,X000596.SZ,X002007.SZ,X002179.SZ,X300142.SZ,X000157.SZ,X600089.SH,X600066.SH,X002180.SZ,X600177.SH,X600522.SH,X600867.SH,X600566.SH,X600372.SH,X002506.SZ,X002456.SZ,X300146.SZ,X002241.SZ,X600118.SH,X600183.SH,X600776.SH,X002294.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.279898080205764,0.0785024445021461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375969314245786,0,0,0,0,0,0.0715501382302277,0,0,0,0,0,0,0,0,0.0173604860306835,0,0,0,0,0,0,0,-0.0186225811489971,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0891543533912494,0,0,0,0.230063506051678,0,0,0,0,0,0,0,0,0.0660098758861075,0,0,0,0,0.096600624618768,0.0393947597424865,0,0.0131164597397343,0,0,0,0,0,0,0,0,0,0,-0.131772580847544,0.108172840706241,0,0,-0.00720999119641426,0,0,0,0,0,0,0.0150900851335673,0.0985306098277507,0,-0.0169748266304443,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108007750958599,0,0,0,0.687051083603723,0.0336012689843906,0,0.00830097654285534,0,0,0,0,-3.46944695195361e-18,0,-0.00787928299035968,0,0,0,0,0,0,0,0,0,0,0,0,0.0581232038953398,0,0,0,0,0,0,0,-0.0746345386664879,-0.0135004905633107,0,0,0,0,0,0,0
X000651.SZ,0.10128866709857,0,0,0,0,0,0.167207505665141,0,0.154579944751459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838138433522337,0,0,0.0525423241082481,0,0,0.0364198204406768,0,0,0,0,0,0,0,0,0,0,0,0,0.0514760989101911,0,0,0,0.00318619852889549,0,0,0,0,0.0217993759332756,0,0
X600276.SH,0,0,0.0277624824787443,0,0,0,0.070710489666757,0,0.245081279563401,0,0,0,0,0,0,0,0,-0.0471877638827716,0,0,0,0,0,0,0.383453763919319,0,0,0,0,0,0,0.0845681166971234,0,0,0,0,0,0,0.00885819458650158,0.042815098697846,0,0,0,0,0,0,0,0,0,0,-0.0546017476667141,0.0188177675588786,0.0361696540699636,0,0,0,0,0,0
X000858.SZ,0.235795374834756,0,0,0,0,0,0.240603466002722,0,0.0281741101722938,0,0,0,0,0.00170269954734235,0,0,0,0,0,0,0,0,0,0,0,0.277569353721048,0,0,0,0,0,0,0,0,0.117340674472784,0,0,0,-0.0437427797058192,0,0,0,0,0,0,0,0,0.0569112488711472,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X002304.SZ,0.0722817715822849,0,0,0,0,0,0,0,0,0,0,0,0,0.303027467775634,0,0,0,0,0,0,0,0,0,0,0.123082533814299,0,0,0,0.41253903889258,0,0,-0.0281202524561391,0,0,0,0,0,0,0,0,0,0,0,0.144621613055529,0,0,0,-0.0204575749677139,0,0,0,-0.0148938761270525,0.0447783734146883,0,0,0,-0.00623384333149859,0,0
X000725.SZ,0,0,0.0249247021124834,0,0,0,0,0,0,0.128192474872621,0,0,0,0,0,0,0,0,0,0.0557654504273018,0,0.0848491505853613,0.0673656797003988,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0311052742687153,0.0604991756765455,0,0,0,0.0332875963086426,0,0,0.000995314500488226,0,0,0,0,0.0203488057965365,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0257091569334311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515684168634081,0,0,0.278551563510707,0,0.0264684135551278,0,0,0,0,0,0,0,0.037698853807057,0,0,0,0,0,0,0,0,0.0168921322369209,0,0.122365868690257,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X000063.SZ,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0418039219857606,0,0,0,0.131156682492962,0.0261525060310028,0,0,0,0.21572706546445,0.182289400554087,0,0,0.0518336122152741,0,0,0,0,0.0482296750126266,0,0,0,0,0,0.150144069043979,0,0,0.160757796958752,0,0,0,0,0,0,0,0,0,0,0.0440036645570227,-0.0555095042239702,0,0,0,0.168208314652118,0,0
