,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X300003.SZ,X000596.SZ,X000100.SZ,X002236.SZ,X601877.SH,X300014.SZ,X300124.SZ,X600183.SH,X000157.SZ,X300142.SZ,X000625.SZ,X002007.SZ,X000066.SZ,X002456.SZ,X300136.SZ,X002179.SZ,X002371.SZ,X002008.SZ,X600271.SH,X000977.SZ,X002463.SZ,X002180.SZ,X600584.SH,X600177.SH,X000050.SZ,X600066.SH,X600498.SH,X002508.SZ,X600487.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0795850451498507,0,0,0,0,0.0486578644029281,0,0.612002237558655,0,0,0,0,0.0451785307162316,0,0.0844035533559491,0.0537495883071765,0,0,0,-0.0978018806318295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0674166522939048,0,0,0,0,0,0,-0.0453874826444349,-0.0310872595295206,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0709239008268799,0,0,0,0,0,0,0.44783245003459,0,0.000129227166159129,0.0107352260661129,0,0,0.030233047786818,0.00628631359642609,0.0500304514869074,0,0.0338107546870608,0,0,0,0.0258096049969212,0,0,0,0,0,0.00433794163618595,0,0,0.00765416296316313,0,0,0.0384553903738077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.180451984366376,0,0,0,0,0.236316558603564,0,0,0,-0.046492166603172,0,0,0,0.113661400447463,0.0403793526189366,0.0593723805787071,0,0,0,0,-0.136434133556525,0,0,0,0,0.00807684074375175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23674376025558,0,0.00759640665038365,0.0215713354906441,0,0,0,-0.0268783833076823,0,0
X600276.SH,0,0,0,0,0,0,0.000478812675143539,0,0,0,0,0,0,0,0,0.356559891363176,0,0,0,0,-8.67361737988404e-19,0.124443749495537,-0.00275803007948202,0,0,-0.0308282091753347,0,0,0,0,0.10180888359855,0,0.0521692266219368,0,0,0,0,0.0780343920041734,0,-0.0617192771784008,0,0,0,0,0,0,0,0,0,0,0,0,-0.0516960132604223,0,0,0,0.0126079305214622,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462640203491923,0,0,0,0,0,0,0,0.524366348318493,0,0,0,0,0,0,0,0,0,-0.0180213946368505,0,0,0,0,0,0.0492633860041301,0,0,-0.0398473604632379,0,0,0,0,0,0,0,0,0.127155423400768,-0.0616612575035682,0,0,0,-0.10273396940524,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944880838544578,0,0,0,0,0,0,0,0,0.0170423888142604,0,0.014258754887142,0,0,0,0,-0.0330213666806247,0,0,0,-0.044150955547035,0,0,0,0,0,0,0,0,0,0,0,0,0.0752330398001392,0,0.00372550297149596,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0228466206489718,0,0,0,0,0,0,0,0,-0.0455561299754824,0,0,0.283405550494895,0,0,0,0,0,0.0210963684709227,0,0.0315329813409139,0,0,0,0,0.22839703879034,0,0,0,-0.138989902681055,0.320511308581033,0,-0.0845025306908125,0.0179471531576421,0,0,0,0,0,0,0,0,0,0,-0.0368733289213379,0,0,0,0,0.0278814911073454,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.14844563545542,0,0,0,0.0672368554139907,0,0,0,0,0,0,0,0,-0.0311805446592514,0,0,0,0,-0.0466950242758727,0,0,0,0.0590303993552176,0,-0.101391604810511,0,0,0,0,0,0,0,0.170403863877733,0,0,0,0.118296488772792,0,0,0.122158321160374,0,0,0,0,-0.097026740900314,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063006979123325,0,0.00328584596239701,0,0,0,0,0,0.210652202596517,0,0,0.0363499653040596,0,0,0,0,0,0,0.0441152205250449,0,0,0,0,0,0.0101815891729559,0.00618536240862225,0.0191711683346478,0.00446069449088244,0.129029770983843,0,0,0,0,0,0,0.0203536733759031,0,0,0,0,0,0,0.0167707935268062,0,0
X002304.SZ,0,0.0386057229329098,0.0733605931158431,0,0,0,0,0,0,0,0,0,0,0,-0.0337617502925972,1.73472347597681e-18,0,0,0,-0.0254597125441487,0,0.244730418754921,0,0,0,-0.0157530262119972,0,0.0270251729920919,0,0,0,0.0341167509197006,0,0,0,0,0,0,0,0.0747445340260986,0.0551025298927004,0,0,0,0.00366922651779675,0,0,0,0,0,0,0.0138767115681835,0.0497834396114788,0,0,0,0,0,0
