,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X002475.SZ,X600741.SH,X000338.SZ,X002236.SZ,X300003.SZ,X600031.SH,X002008.SZ,X600809.SH,X300124.SZ,X002456.SZ,X600867.SH,X601877.SH,X600271.SH,X600066.SH,X000625.SZ,X600487.SH,X002294.SZ,X000100.SZ,X000596.SZ,X600566.SH,X002241.SZ,X000661.SZ,X300136.SZ,X000981.SZ,X300142.SZ,X000050.SZ,X002508.SZ,X002180.SZ,X002007.SZ,X002179.SZ,X000157.SZ,X002038.SZ,X600522.SH,X000869.SZ,X600498.SH,X000977.SZ,X600177.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0503147887050685,0.26857882781864,0.0768403697628062,0.115024470621412,0,0,0,0.0624234358105813,0,0,0,0.0462661969795237,0,0,0,0,0,0.0994170251179485,0.00688293263252714,0,-0.0212124256761803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0093773222997428,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.083961423357604,0,0,0.255984133833149,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0568917169535709,0,0,0,0,0,0,0.0677959157365792,0,0,0,0,0,0,0,0,-0.0376194281975365,-1.73472347597681e-18,0,0,0,0,-0.0263492966130129,0,0,-0.055127688449,0,0,0,0,0,0
X002415.SZ,0.0399572651326109,0,0,0,0,0,0.0995156000298703,0,0,0,0,0,0,0,0,0.197806463897394,0,0,0,0,0,0,0,0,0,0,0,0.233648313184774,0,0,0,0.187987454967938,0.179311430064642,0,0,-0.0461444272131762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00625860437780943,0,0,0,0,0,0,0
X000858.SZ,0.257095466133774,0,0,0,0.201181730070201,0,0.0269255537821266,0,0,0,0.244736943207358,0,0,0.0589507149291079,0,0,0,0,0,0.105009930349696,0,0,0,0,0,0,0,0,-0.103078466446048,0,0.0281815824094225,-0.00965837354190341,0,0,0,0,0,0,0,0,0,0,0,-0.00293785949098526,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.00246255725436516,0,0,0,0,0,0
X000651.SZ,0,0,0,0.418941143833683,0,0,0,0,0,0.180351644414124,0,0.115364920239604,0,0,0,0.0510927619739714,0,0,0,0.0483633681453938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230109942966349,0,-0.0855935946872428,-0.0340813227707762,0,0,0,0.12186991032409,0,0,-0.0634050276501729,0,0,0,0.0373857681822298,0.0774564870707493,0,0,0,0,0,0
X600276.SH,0,0,0,0.0521746129400717,0,0,0,0,0,0,0.11088528150752,0,0,0,0,0,0.321820141164595,0,0,0.0560902928136517,0,0,0,0,-0.111726841903291,0,0,0,0.137914682620558,0,0,0.238338502684265,0,0.132928506691662,0,0,0,0,0,0,0,0,0,0,0,0.0273246178978344,0,0,0,0,0,-0.0608638504061796,0.0199965853668614,0,0,0,0,0,0
X002304.SZ,0,0,0.138161788663813,0.238898961526306,0,0,0,0,0,0.138755960504152,0,0,0,0.106930114756753,0,0,0,0,0,0.13413287961003,0.0777207838031779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0427042600504076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295129734476433,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0088765368786255,0,0,0,0,0,0.034254976900693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198324621151458,0,0.175945545565791,0,0,0,0,0.0142027187299698,0,0.0905818695533317,0,0,0,0,-0.0883700644129421,0,0,0,0,0,0,0,0,0,0,0,-0.0174542646615513,0.0209375028179605,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280771726709014,0,0,0,0,0,0.0611010137261316,0,0,0,0,0,0,0,0.1301522285867,0,0,0.0611204707789334,0.152117287249527,0,0,0,0,0,0,0,0.0173820926017418,0,0,0.00651929928508638,0,0.0189757633095377,-0.0332752031204376,0,0,0,0,0,0
X600690.SH,0,0,0,0.410732448792649,0,0,0.111931787202364,0,0,0,0,0,0,0,0,0,0,0,0,0.0937117342336285,0.0216221579959003,0,0,0,0,0,0,0,0,0,0.0501898711544416,0,0,0,0,0,0,0,0,0.0230629158084051,0,0,0,0,0,0,0,0,0,0,0,-0.0112837888761704,-0.0239153641174495,0,0,0,0,0,0
X000568.SZ,0.0893942415942788,0,0,0.0400196631192148,0.10694331517977,0.101026410107118,0,0,0,0.350937853418065,0,0,0.110512647369638,0,0,0,0,0,0.0108004049918354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142240168469603,0,0,0,0,0.0967951838558327,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0147585732689703,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,-0.023705619839795,0,0,0,-0.134116320760235,0,-0.00472867385447833,0,0,0,-0.06882089318972,0,0,0,0,0.459117328395419,0,0,0,0.0405780815692565,0,0,0,0,0,0,0,-0.0958077165538403,0,-0.0321184918325687,0,0.463835181444253,0,0,0,0.449823353599733,0,0,0,0,0,0,0,0,0,0.0832132960098545,0.0100523293400508,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0298083501926857,0,0,0,0,0,0,0,-0.109771700536018,0,0,0,0,0,0,0,0,0,0.507844117664424,0,0,0.0139309720456198,0,0,0,0,0,0,0,0.0485316332235854,0,0.116739744493686,0,0,0,0,0,0.155521238409372,0,0,0,0,-0.110285443167587,0,0,0,0,0,-0.00136265006558839,0.0134497773678677,0,0,0,0,0,0
X600741.SH,0,0.36663752528827,0,0.0502716580197178,0,0.0270068440812422,0,0,0,0.189504068889433,0,0,0,0,0,0,0.0764041542486777,0,0.0961171256656747,0,0,0,0.00377742750713122,0.0234250824293094,-0.0714153713767442,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0382127531942813,0,0,0,0,0,0,0,0,0,0,0.0348388049110317,0,0.022537096668537,-0.0374321948154409,0,0,0,0,0,0
