,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X000625.SZ,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002236.SZ,X002241.SZ,X600066.SH,X000338.SZ,X000100.SZ,X002456.SZ,X601877.SH,X002508.SZ,X300124.SZ,X600271.SH,X002085.SZ,X600089.SH,X600177.SH,X600118.SH,X000157.SZ,X300136.SZ,X002007.SZ,X300003.SZ,X600522.SH,X002008.SZ,X600372.SH,X002294.SZ,X000981.SZ,X600699.SH,X600867.SH,X600487.SH,X600809.SH,X600566.SH,X000066.SZ,X002074.SZ,X300115.SZ,X002180.SZ,X000559.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.0927752690317843,0,0.0311360206059415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158060681487072,0,0,0,0,0,0.0754648505824819,0,0,0,0,0,0,0,0.160825709027795,0,0,0,0,0,0.187167002119556,0.170973694743188,0,0,0,0,0,0,0,0,0.0107984007708168,0,0,0,0,0,0
X600104.SH,0,0,-0.0782242478972756,0,0,0,0.0760314971057128,1.73472347597681e-18,0.156216309097663,0,0,0.331570453949866,0,0.350094519011437,0,0,-0.037991915122864,0,0,0,0,0,0,0.025047827820772,0,0,-0.149455072428975,0.0620288650600396,0,0,0,-0.0679451512013945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163855036071425,-0.00691874137088391,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0404750697626772,0,0,0,0,0,0,0,0.346438468885236,0,0,0,0,0,0,0.269416982549655,0,0,0,0,0,0,0,0.00737000938210535,0,0,0,0,0,0,0,-0.146020415367409,0.0841630017547529,0,0,0,0,0,0,-0.0552585154349184,0,-0.0351611106945685,-0.0120731783637909,0.0304454230076531,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.094838181713574,0,0,0,0,0,0.168917159449445,0.0827655606898983,0,0,0,0.00803799993972357,0,0.0141991637695776,0,0,0,0,0.105352495510385,0,0,-0.0301054881560767,0,0,0,0,0,0,0,0,0,-0.037641625583985,0,0,0,-0.0894832959814001,0,0.0888385390740056,0,0,0,0,0,0,0,0.0230843653568491,-0.00396827054846169,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0194276232901891,0,0.409214391816283,0,0,0,0.0160040049951728,0,0,0.119905108188124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272209684415044,0,0,0,0,0,0.120052367216727,0.142853497391125,0,-0.0179269127188898,0,0,0,0,0,-0.00103809350771169,-0.00142443571995533,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0203423881471312,0,0,0,0,0,0,0,0.138486800611893,0,0.167180092940484,-0.239133329595728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411005668235175,0,0,0,0,0,0,0.215762998691654,0,0,0.0806039088726938,0,0,0.0156091585998597,0,0,0,-0.0593336287197791,0.0624205563992121,0,0,0,0,0,0
X600276.SH,0,0,0.0551231452702421,0.163700895300308,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.000304299201527544,0,0,0,0,0,0,0.0135910613689328,0,0,0,0,0,0,0,-0.0356480660336649,0,0,0,0,0,0,0,0,0,0.0192766442731799,0.0496656418554358,0,-0.0633344819649737,0,-0.0818874404403727,0,0,0,0.00956350185402819,0.00512935004510426,0,0,0,0,0,0
X002304.SZ,0,0.158558358801125,0,0,0,0,0,0,0.161773213699421,0,0,-0.106332404879578,0,0.470460115010534,0,0.0636832376179191,0,0,0,0,0,0,0.0112154255250717,0,0,0,0,0,0,0,0,0,0,0.425051581786803,0,0,0,0,0,0,0,0,0.226197279667167,0,0,0,-0.0377795147984585,0,0,0,0.0417135802935927,0.0288529683232893,0.0902835567566297,0,0,0,0,0
X600690.SH,0,0.103497197882598,0,0,0,0,0,0.161095055487573,0,0,0,0,0,0.0204811676582262,0,0,0,0,0,0.0235689246379919,0,0,0,0,0.00628690968235388,0,-0.0116797930210211,0,0,0,0,0,0,0,0,0.0226385916653567,0.0100989132945391,0,0,0,0,0,0.119374002436978,-0.0146807649015562,-0.0903247855297702,0.02544716433969,0.0713260213814965,0,0,0,0,-0.00773554792037954,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.0959542401455692,0.0304978002286346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0986446878158777,0,-0.12811012237612,0,0,0,0,0,0,0,0.0669089991606587,0,0,0,0,0,0,0.0395165290452974,-0.0105846435095399,-0.129465604209447,0,0,0.0682363042513193,0,0,0,0,-0.00970347129808059,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0844310962279985,0,0,0,0,0,0,0,0,0,0,0,0.136625545774619,0,0,0,0.017610189324624,0,1.73472347597681e-18,-0.0377838521040792,0.157227640162322,0,0,0.048947786923599,0,0,0.116570195957849,-0.0720203041978072,0,0.17086532419002,0,0,0,0,0,0,-0.0655837946145152,0,0,0,0,0,0,-0.225203006479976,0.252932838908959,0,-0.00970270695115083,0.0114991866848586,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.109163922309741,0,0,0,0,0,0,0,0,0,0,0.0311318566239831,0,0,-0.139688939570061,0,0.030845356030413,0,0,0,0,0,0.0212299397119345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167446634692345,0,0,-0.00282225876875709,0,0,0,0,0,0,0.00511567078148845,0,0,0,0,0,0
