,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000651.SZ,X002475.SZ,X000568.SZ,X600031.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X300014.SZ,X300124.SZ,X600703.SH,X000338.SZ,X002371.SZ,X000063.SZ,X000625.SZ,X002129.SZ,X002241.SZ,X003816.SZ,X000661.SZ,X300142.SZ,X002049.SZ,X601877.SH,X000596.SZ,X000100.SZ,X002179.SZ,X600460.SH,X000157.SZ,X600702.SH,X000799.SZ,X002074.SZ,X600741.SH,X002414.SZ,X002007.SZ,X600089.SH,X600584.SH,X600183.SH,X002236.SZ,X600779.SH,X601799.SH,X000800.SZ,X600884.SH,X300146.SZ,X000733.SZ,X000066.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.242350589840935,0,0.0243229697688093,0,0,0,0.17335566436967,0.0917492687761343,0,0,0,0,0,0.00977486182444107,0,0,0,0,0,0.0328809767879474,0,0,0,0,0,0,0,0,0,0,0,0.0433080343616179,0,0,0,0,0,0,0,0,0,0.0147249179972133,0,0,0,0,0,0,0,0,0,0.0293694943475227,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.205061940297114,0,0,0.271473128913317,0.175594344243678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385678936218419,0,0,0,0,0,0,0,0,0.106074208405735,0,0,0,-0.0201801365733425,0,0,-0.0811449275095099,0,0,0.111697808673,0,0,-0.0214222536299077,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0521059344505742,0,0,0.065825926386488,0,0.0934464128380613,0,0.122192856332893,0,0,0,0,0.136858097380564,0,0.0766955547632672,0,0,0,0,0,0,0,0,0.0445182825855199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157982088320073,0,0.0658448783456409,0,0.0288698450287892,0,0,0,0.0068968142550414,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.265383720827387,0,0.179342486915229,0,0,0,-0.0672523171161571,0,0,0,0,0,-0.0110539691850621,-0.0649212576939316,0,0,0,0,0,0,0,0,0,-0.0136509807288748,0,0.073722597138088,0.413706344199846,0,0,0,0,0,-0.0339920305915127,0,0,0.00963008852183442,0,0,0,0,0,-0.10298055223933,0,0,-0.0398135306084137,0.0357632964784225,0,0,0,0,0,0
X600276.SH,0,0.0528953397021025,0,0,0,0,-0.234833800084241,0,0.134214980896306,0,0,0,0,0,0.0473562706457896,0,0,-0.00852779438596568,0,0,0,0,0,0.103387341472707,2.16840434497101e-19,0,0,0,0,0,0,0.0645815889188969,0,0,0,0,0.240619171052768,0,0,0,-0.175383817046638,0,0,0,0,0.0661599908977394,0,0.0266253239209292,0,0,0,-0.00644632997479538,-0.0516268883344156,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.0361441179100106,0,0,0,0,0,0,0,0,0,0,0,0.134081449000824,0,0,0,0,0.0472417248008428,0,0,0.0409916613539771,-0.0679756211900558,0,0,-0.0408716242010556,0,0.0709896841924794,0,0,0.00189018791132924,0,0,0,0,0,0,0.0565376226033953,-0.0570945115018386,0,0,0,0,-0.0429705464966547,0,0,-0.00341518562232796,0.120042923593832,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0370115079635743,-0.122140478481453,0,0,0,3.46944695195361e-18,0,0,0.0719767315667916,0,0,0,0.346746136552589,0,0,0,0.0456404924605077,-0.0268239082073589,-0.0187353848370828,0,0.0418438535591989,0.0735751598943494,0,0,0,0,0,0,0,-0.139121378233361,0,0,0,0,0.235971587594678,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X000568.SZ,0,0.296550132312107,0,0.123375191204811,0,0,0,0,0,0.0997255320746323,0,-0.150857064653883,0,0,0,0,0,-0.0539592844351045,0,0,0,0,0,0,0,0,0,0.136247884204587,0,0,0,0,0,0,0.00577702556807139,0,0,0,0,0,0,0,0.0873888180082974,0,0,0,0,0,0,0,0,-0.00999263369847402,0,0,0,0,0,0,0
X600031.SH,0,0.0391663122227453,0,0,0.151119574867146,0,0,0,0,0,0,0.0544408518579316,0,0,0.0335010915660978,0.117342439032638,0,0,0,0,0,0.029150254240165,0,0,0,0,0,0,0,0.00337461331071952,0,0.178315046505859,0.0735359637908883,0,0,0,0.0466753462481616,0,0,0,0,0,0,0.0165655159345818,0,0,0,0,0,0,0,-0.0480569962518651,0,0,0,0,0.0208200839764289,0,0
X002304.SZ,0,0,0,0.350078238152781,0,0,0,0.34779109937163,0,0,0.0318252516426609,0,0,-0.153686214392645,0,0.173233291373166,0,0.0160090162570467,0,0,0,0,0,0,0,0,0,0,0,0.0109449793746832,0,0,-0.0179511904410953,0,0.088134186888401,0,0,0,0,0.11160162525804,0,0,0,0,0,0,0,0.0453762728994464,0.113933917274587,0,0,-0.0727923515583186,1.73472347597681e-18,0,0,0,0,0,0
