,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X600031.SH,X002475.SZ,X000568.SZ,X002304.SZ,X600809.SH,X600690.SH,X600104.SH,X000725.SZ,X000338.SZ,X000661.SZ,X300014.SZ,X000063.SZ,X300124.SZ,X003816.SZ,X600703.SH,X000157.SZ,X000100.SZ,X002241.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X002129.SZ,X600741.SH,X002007.SZ,X601877.SH,X002179.SZ,X002049.SZ,X002236.SZ,X300142.SZ,X600584.SH,X002414.SZ,X600183.SH,X300003.SZ,X000800.SZ,X601799.SH,X000066.SZ,X000977.SZ,X002008.SZ,X002074.SZ,X000799.SZ,X600089.SH,X600177.SH,X600118.SH,X000050.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.188508901883616,0.0486875676186703,0,0,0,0,0.176697241684163,0.0644656319626559,0,0,0,0,0,0,0,0,0,0,0,0.0317031531293974,0,0,0,-0.0820802841257032,0,-0.0327478784475382,0,0,0,0,0,0.0021544632340989,0,0,0,0,0.0724764798260983,0,0,0,0,0,0,0.0157834955569147,0,0,0,0,0,0,-0.0241512181610404,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.324066032906457,0.123097222327394,0.12173545316397,0,0,0,0,0,0.00013554863172436,0,0,0,0,0.0331996088881635,0,0,0,0,0.0682801783330231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105970730120629,0,0,0,0,0,0,-0.0028862299930501,-0.0271454365613079,0,0,0,-8.67361737988404e-19,0,0
X002415.SZ,0,0,0,0,0,0,0.0232376099286278,0.0722875585975755,0,0,0.0731896602136633,0,0,0,0,0.0969501105768909,0,0,0,0,0,0,0,0,0,0,0,0,0.103404863707333,0,0,0,0.481608099180596,0,0,0,0,0,0,0,0,-0.00376048936865615,0,0,0.0241255430207734,0,-0.194716300221266,0,0,0,0,-0.00404858091388824,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755255087872574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00548744381426637,0.149113614856633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175511316031972,0,-0.00391887214490165,-4.33680868994202e-19,0,0,0,-0.00438733847474964,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0671556498478327,0,0.0964518056916619,0.0167682874123428,0,0,0,0,-0.13102622701695,0,0,0,0.040648245360088,0.119749764350607,0,-0.0509868090236602,0,0,0,0.106618927400855,0,0,0.0804104967594461,0.0877061837715993,0,0,0,0,0.0631983813932829,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275135733470108,0,0.00935718702349791,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.187466968038765,0.191429430812924,0,0,0,0,0,0,0,0,0.127494503065405,0.195161672019685,0,0,0,0,0.0324116975094023,0,0,0,0,0,0.0851509961662218,0,0,0,0,0,0,0,0.190240148273429,0,0,0,2.51904880966434e-05,0,-0.00952456918824354,0,0,0,0,0,-0.0125385726102749,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118652641806403,0,0.256916717323479,0,0,0,0,0,0.0901222387648117,0,0,0,0,0,0,0,0.0467321008148863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00944259230992604,0,0,0,-0.0617272018846839,0,0
X000568.SZ,0.0146614097033755,0.635581619731471,0.0483990350693883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311771542091962,-0.0840348203232387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0593401472320169,-0.0254588899861068,0,0,0.324667774978339,0,0,0,0,0,0,0,-0.0247430135124114,0,0,0,0.0218216255226587,0,0
X002304.SZ,0,0.189388428912602,0,0,0,0,0,0,0,0.0578985423992254,0,0,0,-0.0496810347262639,0,0,0,0,0,0,-0.0273872133003129,0,0,0,0,0,0,0,0,0,0,0,0.0697398149297177,0.000232892526795886,0,0,0,0,-0.0180604718878568,0.0958357301654709,0,0,0,0.137763519786852,0.145561815353715,0,0,0,0,0,0,-0.0429235312423534,0,0,0,0,0,0,0
X600809.SH,0,0.029496244355642,0,0,0,0.215696463342974,0,0,0,0,0.226896153507368,0,0,0,0,0.0117722046343341,0,0.000557240387465373,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0400082182187445,0,0,0,0,0,0,0,0,0.10168843348018,0.16490240692752,0,0,0,0,0,0.233076588092123,-0.0416620469804686,-0.0103951816909681,0,0,0,0.157970603332429,0,0
X600690.SH,0,0,0.107152773003196,0,0,0,0,0.0939774008182705,0,0.309982778360056,0,0,0,0,0.132477059178838,0,-0.000136548509130625,0,0,0.0247092829293705,0.0111559018428585,0,0,0,0,0,0,0.143822585776341,0,0,0,0,0,-0.0611613107578035,0,0,0,0,0,0,0,0,0,0,0.0729996861607414,0,0,0,0,0,0,0,0.00212491083094645,0,0,0,0,0,0
