,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X002371.SZ,X003816.SZ,X300124.SZ,X000063.SZ,X000338.SZ,X002241.SZ,X600703.SH,X002129.SZ,X000625.SZ,X000596.SZ,X002049.SZ,X601877.SH,X000661.SZ,X300142.SZ,X600089.SH,X002179.SZ,X000100.SZ,X600460.SH,X000799.SZ,X600741.SH,X000157.SZ,X002236.SZ,X600702.SH,X600779.SH,X002074.SZ,X600584.SH,X600884.SH,X002414.SZ,X601799.SH,X000733.SZ,X002007.SZ,X600183.SH,X000800.SZ,X300003.SZ,X300146.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.47100260281128,0,0.0512839180710803,0,0,0,0,0,0,0,0,0,0,0,0,0.0278856781736694,0.0553257510611803,0,0,0,0,0,0,0,0.0139813910359003,0.0118261160024924,0,0,0,0,0,0,0,0,0,0.0103371468296778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000942127863525513,0,0,0,0,0.0671870332732713,0,0
X000858.SZ,0,0,0,0,0.257401295317202,0.0406115579503701,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106062710423965,0,0,0,0,0,0,0.0659139469151478,0,0,-0.00325663509397301,0,-0.0337228704456216,0.0563780549287499,0,0,0,0.0672534088495847,0.258490603094201,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353896649127703,0,0,0,0,0.0167128635141955,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0694519590391646,0,0,0,0,0.136533522313398,0,0,0,0,0,0,0.13045353815981,0,0,0.0933956403418575,0,0,0,0.00793547760561322,0,0,0,0,0,0,0,0.0312310056877034,0,0.000903188923167471,0,0,0.090712641791527,0,0,0,0.00444242872516464,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.00633993821937029,0,0,0.162167432641786,0,0,0,0,0,0,0,0,0,0,0.053428508378928,0,0.0155268071731826,0,0,0,0,-0.0708060093925188,0,0,0,0,0,0,0.534619070309558,0,0,0,0.128639955346614,0.0285066019458256,0,0,0,0,0,0.0517140989845872,0,0,0,0,0,0,0,0.000186717456476351,0,0,0,0,0,0,0
X000568.SZ,0,0.585990118934611,0,0.0574191790517248,0,0,0,0,0,0,0,0,0,0,0,0,0.0225214208753163,0,0,0,0,0,0,0.0468496046320335,0,-0.0537424865534927,0,0,0,0,0,0,0.0552383889411556,0,0,0,0.0126164546225858,0.0487582639512706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.170693744820776,0,0,0.00849909745805211,0,0,0,0,0,0,0,0,0.0758736293693637,0.02221524541494,0,0.0579599456366901,0,0,0,0,0,0,0,-0.241160573724955,0.203152811771267,0.1923465129334,0,0,0,0,0,0.138728071722701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15816476288787,0,-0.0294388680929141,0,0,0,0,0,0,0.0877514411710219,0,0
X002475.SZ,0,0,0.128060700916243,0.0345746425194519,0,0,0,0,0,0,0,0,0,0,0.0948598425069913,0,0,0.0110611826859969,0,0.217364487248375,0,0,0,0,0.123211883601754,-0.0750135225168962,-0.0696805291953814,0,-0.251448742302404,0,0,0.0406642199835097,0,0,0,0,0,0,0,0,0.0604067549705768,0,0,0,0,0,0,0,0,0,0,0.00450602750753499,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.107514354914846,0,0,0,0,0,0,0,0,0,0,0,-0.109203280334441,0,0,0,0,0,0,0,0.211926995543524,-0.115795440185201,0,0,0,0,0,0,-0.035693616896213,0.107886484483973,0,0,0,0,0.0602676962852629,0,0,0,0,0,-0.00924884682721263,0,0,0,0,0,0,0,-0.00750356818754761,0,0,0,0,0,0,0
X600690.SH,0,0.0340347387375264,0.0679038047634875,0.0407605135795463,0,0,0,0,0,0,0,0.0416414520992305,0,0.0936680616625593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0508433057233859,0,0,0,0,0,0.0849996663466375,0,0,0,0,0,0,0,0,0,0,0,0,0.0445689927621465,-0.0216691233459739,0,0,0,0,-0.0218780606445975,0,0
X000651.SZ,0,0,0,0.0168986038663402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320510651362831,-0.0392350368950464,0,0,0.0469016720427905,0,0,0,0,0,0,0,0.0444885999914349,0,0,0,0,0,0,0,0,0,0.125794971868916,0,0,0,0,0,0,0,0.0199545186093612,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.049622045628826,0,0,0.00834953773500277,0.161784487869118,0,0,0,-0.0309654210784224,0.0488400214900109,0,0.0758258808527324,0,0,0.0721409553396046,0.125754103486215,0.0498015508937955,0,0,0,0,0,0.0283294313760254,0,0,-0.122265126641583,0,0,0,0,0,0,0,0,-0.0173951741643721,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.101698388578337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0520384918241833,0,0,0,0.071843967256117,0,0,0,0,0.372546145562683,0,0,0,0.0344009458916361,0,0.0291401008737534,0,0,0,0,0,0,0,0,0,0,0.0115370001026631,0,0,0,0,0.170287062691203,0,0
