,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X600741.SH,X000625.SZ,X002241.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X601877.SH,X300124.SZ,X600809.SH,X002008.SZ,X600487.SH,X002085.SZ,X000100.SZ,X600522.SH,X002508.SZ,X300136.SZ,X300003.SZ,X600089.SH,X600177.SH,X600271.SH,X000157.SZ,X600118.SH,X600699.SH,X600867.SH,X002294.SZ,X000559.SZ,X300115.SZ,X002180.SZ,X000050.SZ,X002074.SZ,X600498.SH,X000596.SZ,X000981.SZ,X600566.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0271355085876603,0.00777347044046076,0,0,0,0,0,0,0.256237990998688,0,0,0,0,0,0,0,0,0,0,0.0470992636694145,0,0,0,0,0,0,0.0815616242003149,0,0,0,0,0,0,0,0,0,0,0,0,0.0259877830806122,0,-0.0492762275093059,0,0.0722349306134648,0,0,0,0,0.010737144908632,-0.0138860795798017,0,0,0,0,0,0
X600104.SH,0,0,0.0126018146021462,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.017574379795461,0.377439205017771,0,0,0.0898555411303913,0,-0.00198984169379671,-0.0388595292998583,0,0,0.0922499676478939,0,0,0,0,-0.0553917347006125,0,0,0.0316841367854891,0,-0.0957937469530108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028048327951936,0,0,0,0.0132911015905209,-0.0170969803734508,0.0140687413486289,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0426111637455489,0.151000306650475,0,0,0.177815552636117,0.024308643623903,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0810915311801883,0,0,0,0,0,0.0381950297956784,0,0.114907300152067,0,0,0,0,0,0,0,0,0,0.0164647865842822,-0.00760371135595907,0,0,0,0.0153579061098332,0,0.0263005277617196,0,0,0.0280661548173591,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-8.67361737988404e-19,0,0.00817983242061144,0,0,0.344515800240789,0,0.0839434627534,0.00273226988435205,0,0,0,0,0,0.0335254374639953,-0.0225489424470005,0,0,0,0,-0.0129598099384069,0,0,0,0,0.356738458111145,0,0,0,0,-0.0345051808709429,0,0,-0.00834487257965598,0,0,0,0,-0.0506006410365829,-0.00040135636734954,0,0,0,0,0,0,-0.0179723455778245,0.0256375519143312,-0.0134004707204862,0,0,0,0,0,0
X000858.SZ,0,0,0,0.180451377381339,0,0,0,0,0,0,0,0.361399780151921,0.0272379063956477,0,0,0,0,0,0,0,0,0,0,0.16279866046234,-0.0398724019647976,0,0.0242766779399033,0,0,0.0387674755451943,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.00490163957068531,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0319854955830937,0,0,0.156955532778276,0,-0.0706600817723304,0,0,0.177061231026027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125177082532189,0,0,0,0,0,0,0,-0.000879057084640424,0,0.119483585421652,-0.0963980191497986,0,0,0,0,0.229671825899924,0,0,0,0,0,0.000951041611456442,-0.00223349530351685,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.217135881099179,0,0,0,0.0479557419612655,0,0,0.0608297081690978,0,0.143109945618841,0,0,0,0,0.181416544910016,-0.149080933726427,0,0,0,0,-0.0649299192029385,0,0,0,0,0.135714172892558,0,0,0,0,0,0,0,0,0,0,0,0.117962450585809,-0.0371846351026679,0,0,0,0.0415827461716664,0,0,0,0,-0.0084068235772979,-0.00396270747946801,0,0,0,0,0,0
X000725.SZ,0,0,0.0541170913457951,0,0,0,0,0,0.012939398772257,0,0,0.010287775648915,0,0.0977860755958413,0,-0.0282796259539271,0,0.0826046098400948,0,0,0,0,0,0,0,0,0,0,0.00873853941885698,0,0,0,0,0,0,0,0,0,0,0,0.240180585898034,0,0,0,0,0.160129705680694,0,0,0,0,-0.0218881836887638,-0.0121953526302073,0.00938178981675044,-0.131574758280288,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.116527718424239,0,0,0.158034217839804,0.0636409892359625,-3.46944695195361e-18,0.0814139369863438,0,0,0,0,0.0598132075473988,0,0,0,0.163673283011523,0,0,0,0.0538861116035994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122954755567981,0,0,0,0,0,0,0.0827072383429203,0,0,0,0,0.0591566473400249,0,0,0,0,0,0,0
X600690.SH,0,0,0.142158421604755,0.0728479620629877,0,0,0,0,0,0,0,0,0.161592150445713,0.0325890657918841,0,0,0,0,0,0,0,0,0,-0.0114994623443198,0,0,0,0,0.0454997280363575,0,0.17812910588388,0,0,0,0,0,0,0,0,0,0,0,0.0583880963543074,0,0,0,0,0,0,0,0,0,-0.012849600741835,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.00669528405042805,0,0.135805942701415,0,0.0657644117767223,0,0,0,0,0,0,0,0,0,0,0.107437774347592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116458838990353,-0.049247371095279,0,0,0,0,0,0
X000568.SZ,0,0,0,0.269764232430195,0.338633378000884,0,0,0,0,0.0537685379455527,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0411898634552205,0,0.089788070836839,0,0,0,0,0.0205782513752662,0,0.165505512475901,0,0.0293287453797662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948927844071131,0,-0.00719099326949027,-0.0283697456016724,-0.074005522858681,0,0,0,0,0
X002236.SZ,0,0,0.31693134268957,0,0,0,0,0,0.065094009291707,0,0,0,0,-0.0116034222541403,0,0,0,0,0,0,0,0,0,-0.0980040223009682,0.0905627268743259,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.373646738570133,0,0,0.520777937534354,0,0.00251614271554313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0.534588490844698,0,0,0,0,0,0,0.0257268031493052,0,0.027720024137912,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137294364050501,0.00225068022766288,0,0,-0.265009976426272,0,0,0.101411356623877,0,0,0,0,0,0,0.0205946686494015,0,0.0198311603711167,0,0,0,0,0.1060047251995,0,0,0,0,0,0,0.0262779107967255,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.034914722462649,0,0.0258986962055746,0,0.0921390686190958,0,0,0,0,0,0,0,0,0.0913886469980626,0.124041629834207,0,0,0,0,0,-0.0422627362517039,0,0,0,0,0,0,0,0,0.027963162861083,0,0,0,0,0,0,0,0.041507578331281,0,0.0945757290472108,0,0,0,0,0,0.0967815100503613,0,-0.00732213867477689,0.0160513127139585,0,0,0,0,0,0
X002241.SZ,0,0,0.0337319913050126,0,0,0,0,0,0.137072427779105,0,0.0161511947885005,0,0,0.0831604557177545,0,0,0,0,0,0.124888347316855,0,0,0.187156664514758,-0.0172459199802396,0.217801688415262,0,0.0722248847042182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391722418730638,0,-0.185307021819499,0,0,0,0,0,0,0,-0.017721349253878,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.174056595135936,0,0.032744481312518,0,0.0208564145439654,0,0,0,0,0,0,0.110865338370255,0,0,0,0.00360107375462301,0.187188993754015,0,0,0,0,0,0.218957574168243,0,0,0,0,0,0,0,0,0,0,0.106083228780847,0,0,0.0809011403029686,0,0,0,0,0,0,-0.0267251113822921,-0.071998665406728,0,0,0,0,0,0
X000338.SZ,0,0,0,-0.283536133704346,0,0,0.239427480231359,0,0.0486406722757999,0,-0.0448951530608711,0,0,0,0,0.0105721749295063,0,0,0.152912786582988,0,0,0.0619433792954008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209790417296576,-0.0119678364471298,0,0,0,0,0.076949595994107,0.151851514433229,0.15149034084003,0,0,0,0,0,0.0179081373385199,0.00684460360679323,0,0,0,0,0,0
X600031.SH,0,0,0,0.119266606626342,0,0,0.134382652392876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06785765449182,0,0,0,0,-0.0587270101803004,-0.392937236488472,0,0,0.163424173148826,0,0,0,0.318961727516829,0,0,-0.0035329731416937,-8.67361737988404e-19,0,0,0,0,0,0
X002456.SZ,0,0,0,0.0341488592599095,0,0,0,0,0,0,0,0,0.0580773425516198,0,0,0.222004480399244,0.151962247374051,0,0,0,0,0,0,0,0.132386684676918,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147102049146204,0.203277865503585,0,0.224236687849737,0,0,0,0,-0.0128602284968777,0,0.00547579724887942,0,0,0,0,0,0
X600066.SH,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.177080523261121,0.107509161031444,0,0,0,0,0,0,0,-0.0361787252089604,0.0288920994358955,0,0,0,0.200866708140945,0.0777179779710319,0,0,0,0,0,-0.151385376927853,0,0,0,0,0,0,0,0,0,0,0,0,-0.056348394315609,0,0,0.026646057380797,-0.0144081602031535,0,0.0362152634074021,0,-0.0769826965855705,-0.0145466049441498,0.0138793425604199,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0.0710968585830868,0,0.160250928614611,0,0,0.115958518104649,0,0,0,0,0,0,0.08286710636996,0.0477144326751413,0,0,0,0,0,0.033987824398868,0,0,0,0,0,0,0,0,0,0,0,0.176244476658454,0,0,0,0,0,0,0,0,0.0334984872821211,0,0,0.00457867187169466,0,-0.00831526282835663,0.0332227551209675,0,0,0,0,0,0
X300124.SZ,0,0,0.32547650018265,0,0,0,0,0,4.33680868994202e-19,0,0.0527188987225283,0,0,0,0,0.050595654896039,0,0,0,0,0,0,0,0.0277132160012357,0.190374908563286,0,0,0,0.0481409866368949,0,0,0,0,0,0.105125341598418,0,0,0,0,0,0,0,0,0,0.0103177867955453,0,0,-0.0374799625753631,0.0951257576048962,0,0,0,0.00743197287861593,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0.427705403253157,0,0,0,0,0,0,0,0.100292644217545,0,0,0,0,0,0,0,0,0.231885145573797,-0.0341425596326017,0,0,0.0501368029611328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083396412219428,0,0,0.0494450593637549,0,-0.0237989813070233,-0.00374769015365881,0,0,0,0,0,0
