,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000625.SZ,X000596.SZ,X000725.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X600703.SH,X002129.SZ,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X002049.SZ,X000661.SZ,X002241.SZ,X600741.SH,X600584.SH,X000157.SZ,X601877.SH,X600522.SH,X000977.SZ,X002007.SZ,X000800.SZ,X601799.SH,X600183.SH,X002074.SZ,X600418.SH,X600702.SH,X002028.SZ,X300142.SZ,X000733.SZ,X002463.SZ,X002294.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.118447625672067,0,0.260611756448422,0,0,0.104964615153491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394958159248607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0.0398685735119437,0.0434260015465849,0.144008942375052,0,0,0,0,0,0,0.0112618390943676,0,0,0,0,0,0,0
X000858.SZ,0.271011816746748,0,0,0,0,0,0,0,0,0,0,0,0,0.171764140525063,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0247633689119198,-0.0473992997840573,0,0,0,0,0,0,0,0.0774137871460317,0,0,-0.13434330056554,0,0,0,0.155463525373454,0,0,0,0,0.111555002672511,0.0551288706951397,0,-0.0181173894124935,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000199442426537098,0,0,0.103498388169961,0,0,0,0,0,0,0.102362977142894,0,0,0,0.086241423760237,0,0,0,0,0,0,0,0,0.121638658484676,0,0,0,0,0,0.0647035415887433,0,0,0,0,0,-0.0515520336833777,0,0,-0.0104946592727956,0,0,0,0,0,0,0
X000568.SZ,0.391150098425106,0,0,0,0.155998255755803,0,0.00230509867093448,0,0,0,0,0,0,0,0.286077208133638,0,0,0.00858359737010668,0,0,0,0,0,0.00414529553448127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996996254769701,0,0.0227726914598238,0,0,0,0,0,0.0126309150165092,0.00272403732315537,0,0,0,0,0,0
X600809.SH,0.124428068702058,0,0,0.631677685593211,0,0,0.0324343482729131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982273308926214,0,0,0,0,0,0,0,-0.0823001249603881,0,0,0,0,0,-0.0391187972408763,0,0,0,0,0,0,0,-0.121809651511732,0,0.0366808811738396,-0.069810779811694,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.204530146769943,0,0,-0.0718987123671261,0,0,0,0,0,-0.0623603404092844,0.0845258442246403,0,0,0,-0.209637654718683,-0.0275380543372783,0.152269929910638,0,0,0,0,0,0,0.0614573983760706,0,0,0,0,0,0,0,0,0,0,0,0.656181366137441,0,0,-0.0184057021928409,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144818389642202,0,0,0,0.20371488612653,0,0,0,0,0,0,0,0,0,0,0.00889366544602809,0,0,0,0,0,0,0.0876161390850662,0,0,0,0,0,0,0.0544218937915359,0,0,0,0,0.241449628612752,0.117880467135421,0,0,-0.0581467862569136,0.0796770486649376,0,0,0,0,0,0
X600690.SH,0.131422615326304,0,0,0,0,0,0,0,0,0,0,0.0620335438940293,0,0.0183419757434829,0,0,0,0,0.107776523122419,0.0542958827790542,0.00826489083891497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00476367632714293,0,0,0,0,0.0915303810316433,0,0,0,0,0.000216294124911411,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.072443262272267,0,0,0,0,0.284068740298594,0,0,0,0,0,0,0,0.155987509269904,0,0,-0.100982445928464,0.0894219339930115,0,0,0,-0.0501029481438737,-0.0991805766522688,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0247216312781777,0,0,0,0,0,0.0318972180335885,-0.0799340698049972,0,0,0,0,0,0
X002304.SZ,0,0,0,0.160030618578895,0,0,0,0,0,0,0,0,0,0.134751232081074,0,0,0,0.0725056991533265,0,0,0.0752303984174615,0,0,0,0,0,0,0,0,0,0,0,-0.0180732513438172,0,0,0,0,0,0,0,0,0,-0.0288970388510338,0.13020728768752,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.0231628906979158,0,0,0,0,0,0
