,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X600690.SH,X002415.SZ,X000651.SZ,X600809.SH,X003816.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X300124.SZ,X002304.SZ,X000063.SZ,X000625.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X002463.SZ,X600089.SH,X000157.SZ,X600372.SH,X600584.SH,X600703.SH,X000977.SZ,X600066.SH,X002028.SZ,X600741.SH,X002236.SZ,X600418.SH,X600522.SH,X002049.SZ,X600183.SH,X601877.SH,X000921.SZ,X000661.SZ,X002180.SZ,X000800.SZ,X601799.SH,X600487.SH,X002129.SZ,X002074.SZ,X002294.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0639842404775314,0,0,0,0,0,0.116482682316858,0,0.298376499782141,0,0,0,0,0,0,0,0,0,0.00988886114579482,0,0,0,0,0,0,0,0,0.0960419176895242,0,0,-0.0867182515194789,0,0,0,0,0,0,0.0196093424029749,0,0,0,0,0,0,0,0,0,0,0,0,0.0233967083916187,-0.104118051010982,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0994430302944641,0,0,0,0,0,0,0,0,0,0,0,0.481553728846426,0.172389177967389,0,0,0,-0.0951280064648894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00444054452571585,0,0.0485737179728111,0,0,0,0,0,0,0.0344705789450501,0,0.0184970989537965,0.0410604253714923,0,0,0,-0.0327805985271729,0,0
X600276.SH,0,0.0172975464731793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,-0.00485416078761407,0,0,0.239150883161183,-0.100069007923287,0,0,0,0.120141368855601,0,0.203085648348281,0.0699104658067326,0,0,-0.042343695097401,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0385162664569864,0,-0.0414109838566614,0,0,0,0,0,0,0,0,0,0,-0.0553392870689073,0,0,0.39198731146073,0.0906903384159317,0,0,0,0.21712195571107,0,0.137237272565893,0,0,0,0,0.0185835533065987,0.0903095120386969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0507268910738655,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0310750809316943,0.408217720536725,0,0,0,0,0,0.112287350996103,0,0,0,0,0,0.115758300709827,0,0,0.00276344267975443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647125123305703,0,0,0,0.0307002380606519,0.185280619176545,0,0,0,0,0,0,0,0,0.0221497322141866,0,0,0,0,0,0,0.0132118765603485,0,0
X002415.SZ,0,0,0,0,0.151060374548434,0,0.0156231194856917,0,0,0,0,0,0,0.148755154442731,0,0.11003842943949,0,0.0682098472822067,0,0.0349084061853824,0,0.0121507286139906,0,0,0.0513682151424211,0,-0.266304376958294,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.231188974924761,0,0,0,0,0,0,0.135658286190217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.284197739911036,0,0,0,0,0,0,0,0,0.0290066334706412,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0590178263141189,0,0,0,0,0,0.11923175276714,0,0,0,0,0,0,0,0,0.127013680463248,0,0,0,0,-0.0653519349854939,0,0,0,0,0,0,-0.0668021456480692,0.0364556349537172,0,0,-0.0249421895681289,0,0
X600809.SH,0,0,-0.0468680086098177,0,0,0,0,0,0.00231724566805889,0.32617906055785,0,0,0,0,0,0,0,0,0,0.475445423870475,-0.00876255924841208,0,0,0,0,0,0,0.120739957709675,0,0,0,0,0,0,0,0.0525944066072479,0,0,0,0,-0.0403255370446572,0,0,0,0,-0.0650666652968409,-0.0682433273187746,0,0,0,0,-0.00623807720563278,0,0.000464824534174374,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,-0.0379951534385879,0,0,0,0,0,0,0,0.255208280853769,0,0,-0.2220941520011,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151623990940712,0,0,0,0,-0.248734737531879,0,0,0,-0.044376847637053,0,-0.0880205205569498,0,0,0,0,0,-0.0235948799950574,0.341371138759809,0,0,-0.123996670461574,0,0
X000568.SZ,0.273138323962916,0.247589296658295,0.063918163428907,0,0,0,0,0.221532683516983,0,0,0,0,0,0,0,0,0,0,0,0.282637389941872,-0.0126962570397243,0,-0.135783578388254,0,0,0,0,0,0.0960490819129253,0,0,0.044453254302157,0,0,0,0,0,0,-0.0573350026220546,0,0,0.0635412804474222,0,0,0,-0.114407972065973,0,0,0,0,0,-0.0289660117469112,0,-0.0516790016833578,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169658756750989,0.24908308260783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141220413505465,0,0,0.158906579640734,0,0,0,0.0577674284188217,0.109296354690711,0,0,0,0,0,0,0,0,0,0,0,0,0.133358436861854,0.153166772633194,0.040076826873627,-0.0440613774256841,0,0,0,0,0,0
X600104.SH,0,0,0,-0.06698737334381,0,0,0,0,0,0.213721907063646,0,0,0,0,0,0,0,0,0,0,-0.0618344093362146,0,0,0,-0.0660839751901205,0.141368601103088,0,0,0,0,0,0.148027627152382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705081616999448,0,0,0,0,0,0.00130742819104629,0,-0.00159221136983308,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012824761767457,0,0,0,0,0.693452267679645,0,0.0624709306150906,0,0,0,-0.0630695949072528,0,0,0,0,-0.0164409018933083,0,0,-0.0215776863261515,0,0,0,0,0,0.0683348789990637,0,-0.0514669642116784,0,0,0,0,0,0,-0.045466916690583,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.262276759592939,0.564594224070479,0,0,0,0,0,0,0,0,0,0,0,-0.0155171618134013,0,0,0,0,0,-0.0041001887652704,0.0369919388430351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258973924385411,0,0,0,0,-0.00197204397975123,0,0,0.192817920216031,0,0,0.0192611366693566,-0.0401093873025063,0.0727114333624473,0,0,0.0502761593139655,0,0
X300124.SZ,0,0,0,0,0,0,0,0,-0.128653599042398,0,-0.0950874583233996,0,0,0,0,0,0,0,0,0,0.118541991033028,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0195725626517762,0,0,0,0,0,0,0.283641023115118,0.0561950405241736,-0.0998083054793703,0.321338217447986,0,0,0,0.247456578228395,0,0,0,0,0,-0.149412246380125,0.019967933943667,-0.0442755356709204,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.363368263215334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142198195299484,-0.0540793225576284,0,0.0222206804381554,0,0.118080898469618,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127607869190797,0,0,0,0.0262263061292253,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,-0.00915212673778549,0,0,0,0,0,0,0,0,0,0,0.162935972674426,0,0,0,0,0,0.0119471496259424,0,0,0,0,0,0,0,0,0.0620139187663233,0,0.211643790939693,0,0,0,0.0554890199806686,0,0,0,0.114687465472728,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.139166956594497,0,0,0,0.00819309063773359,0,0
