,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X000063.SZ,X600104.SH,X002371.SZ,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X300014.SZ,X600031.SH,X000625.SZ,X002129.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X002049.SZ,X000100.SZ,X002236.SZ,X600372.SH,X002241.SZ,X000977.SZ,X000661.SZ,X601877.SH,X000157.SZ,X600741.SH,X600584.SH,X002180.SZ,X600522.SH,X600702.SH,X002074.SZ,X300142.SZ,X000733.SZ,X600460.SH,X300003.SZ,X000066.SZ,X002007.SZ,X002463.SZ,X002294.SZ,X300146.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.185294351160917,0,0,0.0081572687976644,-1.73472347597681e-18,0,0,0,0,-0.0631349547258362,0,0.0160504671508872,0,0,0,0.0532844627307719,0.0534822198386736,0,0.0136436092764112,0,0,0,0,0,0,0,-0.00740050436709877,0,0,0,0,0,0,0,0,0,0,0.0482309490932116,0,0,0,0,0,0,0,0,0,0.0405110522306956,0,0,-0.00893978760725751,-0.0663127011110506,0,0,0,0,0,0
X000858.SZ,0,0,0,0.180807040967974,0,0.0753902641501404,0,0,0,0,0,0,0,0,0,0,0.101989845947013,0,0.0690277523240972,0,0,0.0146452438959825,0,0,0,0.0229839481867056,0,0,0.00596041222707239,0,-0.0112343724786177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054167711543509,0,0,-0.0185010138680145,-0.0269023442733256,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.100698552690138,0,0,0,0,0,-0.0955968376030527,0,0,0,0,0.142696831207452,0,0,0,0,0.00818097736881837,0,-0.00869843844769966,0,0,0.170045337361768,0,0.0645365182950921,-0.0139159075234979,0,0,0,0,0,0.198917416967672,0,0,0,0.160730765221306,0,0,0,0.0686712220909987,0.185125586138207,-0.0527255847765799,0,0,0.116677496742914,0,-0.0124561609135844,0,0,0,0,0,0,0
X000568.SZ,0,0.426978530299616,0,0,0,0,0,0.0346409127164601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833820211312154,0,0,-0.00443035174816058,0,0,0.010809460000955,0,-0.0231152337611077,0,0,0.184261307497696,0.0982761548660526,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341765597627917,0,0,0,0,0,0
X600276.SH,0,0,0.0945277623005073,0,0,0,0.0691899117614974,0,0,0,0,0,0.187256828844082,0,0,0,0,0,0,0.0206210656651145,0,0,-0.070601140395158,0,0,0.137155955426796,0,0.149382337248362,0,0,0,0,0,0,0,0.0151893973399975,0,0,0,0,0,0,0,0.157543097269886,-0.117583615630044,0,-0.188988013537423,0.208605010070958,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.0633045815960966,0,-0.0897575344551196,0.319581419797224,0,0.109019327474863,0.0378521797647972,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.182393209917368,0,0.231103119838068,0,0,0,0,0,0,0,0,0,0,0,-0.0088618762981374,0,-0.16165352617536,0.0457762530616139,0,0,-0.105764092086846,0,0,0,0,0,0,-0.0713295335837315,0,0,0.233736606645728,-0.0783588901289542,0.069108996390017,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0902136101638994,0,0,0.143839686340485,0,0.070614785720591,-0.128722704910838,0,0,0,0,0.279689878778706,-0.542003836490052,0,0.23889865975483,8.67361737988404e-19,0,0,-0.0177768712886681,0,0,0,0,-0.0782843944540839,0,0,0,0,0,0,0,0,0,0.0589060018209936,0,0,0,0,0,0,-0.140860592928188,0,0,0,0,0,0,0.00620355905878725,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.105740270758775,0,0.100239426873816,0.0946538630980303,0,0,0.0303694663886801,-0.0466191001749493,0,0,0,0,0,0,0,0,0,0,-0.0416620011715732,0,0,0,-8.67361737988404e-19,0,-0.0579188528273936,0,0,0,0.0358720117743328,0,0,0,0.019998222509291,0,0,0.103624576068343,0,0,0,0,0,0,0,0.0117170425371557,0,0,0,0.0157187277610813,0,-0.0335936724958276,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215237847564346,0,0.0655706918748608,0,0,0,0,0.126757318269251,0,0.0713107832535245,0.0751443268097151,0,0,0,0,0.0122396895664538,0,0,0,0,0,0,0,0,0,0,0,0,-0.236412924560155,0,0,0.0120588909562815,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.218640126505237,0.120247556057366,0,0,0,0,0,0,0,0.174340992841931,0,-0.503865565578799,0,0,0,0,0,0,0.0848929831901228,0,0.0130927388836529,0,0,0,0,0,0,0,0.135582181540833,0,0,0,0,0,0,0,0.0150450717204823,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X000063.SZ,0,0,0.0819647510685031,0,0,0,0,0,0,0.0569346856506835,0,0,0.239207641905847,0,0,0,0,0,0,0,0,0,0,0,0,-0.340194398559915,0,0.487763746387605,0,0,0.0704433968274834,0,-0.263516959579143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259074368889494,0,0.240022223252928,0.0194435911943677,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.164109733650322,0,0,0,0,0,0,0,-0.00932380731625969,0,0.183706219102868,-0.0766961932656257,0,0,0,0,0.0505652541874471,0,-0.0170423643010252,0,0,0,0,0,0,0.266190842688311,0,0,0,0,0,0,0,0,0,0,0,-0.0386519583252706,0,0,0.141953317353423,0,-0.0072307943553834,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0.0287189771990225,0,0,0,0,0,0,0,0,0,0,0,0.0775107783366561,0,-0.239641703315394,0,0,0,0,0,0,0,0,0,-0.626086161347285,0.025126993322604,0.122292716935171,0,0.265468702730068,0,0,0,0.195313223998063,0,0,0,-0.0215810976208024,0,0,0,0,0.050197947397626,-0.00700397498531817,-0.0603716937706268,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0236626206820007,0,0,0,0,0,0,0,0.0399105857410054,0.216659244403703,0,0,-0.137507274995848,-0.0028745871513948,0,0,0,0,0,0,0.215051171067509,0.0760902358813453,0.0884838210302094,-0.0858950939461772,0,0,0.0329846794703592,0,-0.0266599870586054,0,0,0,-0.0166436486292191,0,0,0,0,-0.072235804879334,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.0212147750552414,0,0,-0.0042542314666358,0,0.111965791509366,0,0.0110886699147019,0,0,0,0,0,0,0,0,0.0809996698026016,0,0.0171011328027043,0,0,0,0.0143531354903784,0,0.0115964091715181,0.0542078449773338,0,0,0.170555543123773,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112157817914865,0,0,0,0.110177043605602,-0.0225254319652832,0.0129612021716882,0.10041469962889,0,0,0,0,0
