,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X002475.SZ,X601877.SH,X600271.SH,X600703.SH,X300124.SZ,X300003.SZ,X002236.SZ,X000100.SZ,X000625.SZ,X600487.SH,X600498.SH,X600809.SH,X000661.SZ,X002008.SZ,X002007.SZ,X000596.SZ,X300142.SZ,X002179.SZ,X600566.SH,X000157.SZ,X600066.SH,X600867.SH,X600089.SH,X300146.SZ,X600177.SH,X002180.SZ,X600522.SH,X002506.SZ,X600372.SH,X002456.SZ,X002508.SZ,X002241.SZ,X002294.SZ,X600118.SH,X600183.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.17183568144623,0.141010456211383,0,0,0,0,0,0,0,0,0,0,-0.0606861650458623,0,0,0,0,0,0.0603810656032004,0,0.100485480043978,0,0,0,0.106557272831133,0,0,0,0,0.136866178077129,0,0,0.0567894725225048,0,0,0,0,0,0,0,0,0.0246108797737374,0,0,0,0,-0.041969036331123,0.0278954644592941,0,0,0,0,0,0
X600104.SH,0,0,0,0,-0.115425017729942,0.112115274009647,0.0392711138350943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686278393950042,0,0,0,0.0435142939055381,0.0943037127246954,0,0,0.159413844761123,0,0,0,0.165987427064764,0,0,-0.0394762956411452,0,0,0,0,0,0,0,-0.0637282916819878,0,0,0,0,0,0,0,-0.00510339743705263,-0.0115870901294564,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271596603414527,0,0,0.724046505062606,0,0,0,0,0,0,0,-0.00329948826494094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136739801497578,0,0,0,0,0,-0.000568799584796344,-0.0188458511350119,0,0,0,0,0.0202281446524757,0
X000651.SZ,0.28764708538885,0,0,0,0,0.0157808770246194,1.0842021724855e-19,0.180502921526169,0,0,0,0,0,0,0,0,0,0,0,-0.0334406475779517,0,0,0,0.125858051096136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040156388011922,0,0,-0.0047190924103426,0,0,0,0,0,0,0
X600276.SH,0,0,0.0290877483016859,0,0,0,0.0882440250999659,0.243254064058151,0,0,0,0,0,0,0,0,0,0,0,0.416609065527756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580348107330905,0,0,0,0,0.0240330430976418,0.0402894321979814,0,0,0,0,0,0
X000858.SZ,0.319434838219706,0,0,0,0,0,0.235958515161535,0.0803918144200868,0,0,0,0,0,0.0733003034232555,0,0,0,0,0,0,0,0,0,0,0,0.164846408379325,0,0,0,0,0,0,0,0,0.0907961649271142,-0.0760851725571346,0,0,0,0,0,0,0,0,0.0169364596727658,0,0,0,0,0,0,-0.00357667265773474,0.0246900778463264,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.20655062891291,0,0,0,0,0,0,0.158988167099359,0,0,0,0,0,0,0.126569214211881,0,0,0,0,0,0.323453168627907,0,0,0,0.129509419607119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235050443534942,0.0545333043606982,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493085379191541,0,0,0,0,0.0905674981219792,0,0,0,0.208663127937074,0,0.0284860104220618,0,0,0,0.0193817407697187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891353310284772,0,-0.0158608919266631,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0399263618762019,0,0,0,0,0,0,0.138447226120616,0,0,0,0,0,0,0,0,0,0,0.0476265474744159,0,0.0389390917969834,0.062227856382264,0,0,0,0,0,0,0,0,0.0462667540605418,0,0,0,0,0,0,0,0,0,0.11962573913839,0.0470869409646211,0,0.0363408548566955,0,0,0,0,0,0,0.0194990184589415,0,0,0,-2.16840434497101e-19,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873373354216335,0,0,0,0,0,0,0.0724425735936451,0.31715384680999,0,0,0,0,0,0,0,-0.0018369274353435,0,0,0,0,0,0,0,0.237339446076762,0,0.00912796642469386,0,0,0,0,0,0,0,0,0.0340877585025337,-0.0430838697541723,0,0,0,0.127557567361927,0,0
